method,seed,well,probe,level,S_mean,S_sd,n,R
mean,1,W08,colog,0.1,0.000000,0.000000,810,30
mean,1,W08,colog,0.25,0.000000,0.000000,810,30
mean,1,W08,colog,0.5,0.000000,0.000000,810,30
mean,1,W09,colog,0.05,0.000000,0.000000,510,30
mean,1,W09,colog,0.1,0.000000,0.000000,510,30
mean,1,W09,colog,0.25,0.000000,0.000000,510,30
mean,1,W09,colog,0.5,0.000000,0.000000,510,30
mean,2,W01,colog,0.05,0.000000,0.000000,7110,30
mean,2,W01,colog,0.1,0.000000,0.000000,7110,30
mean,2,W01,colog,0.25,0.000000,0.000000,7110,30
mean,2,W01,colog,0.5,0.000000,0.000000,7110,30
mean,2,W04,colog,0.05,0.000000,0.000000,4530,30
mean,2,W04,colog,0.1,0.000000,0.000000,4530,30
mean,2,W04,colog,0.25,0.000000,0.000000,4530,30
mean,2,W04,colog,0.5,0.000000,0.000000,4530,30
mean,2,W02,colog,0.05,0.000000,0.000000,2040,30
mean,2,W02,colog,0.1,0.000000,0.000000,2040,30
mean,2,W02,colog,0.25,0.000000,0.000000,2040,30
mean,2,W02,colog,0.5,0.000000,0.000000,2040,30
mean,2,W03,colog,0.05,0.000000,0.000000,1740,30
mean,2,W03,colog,0.1,0.000000,0.000000,1740,30
mean,2,W03,colog,0.25,0.000000,0.000000,1740,30
mean,2,W03,colog,0.5,0.000000,0.000000,1740,30
mean,2,W10,colog,0.05,0.000000,0.000000,1680,30
mean,2,W10,colog,0.1,0.000000,0.000000,1680,30
mean,2,W10,colog,0.25,0.000000,0.000000,1680,30
mean,2,W10,colog,0.5,0.000000,0.000000,1680,30
mean,2,W06,colog,0.05,0.000000,0.000000,1500,30
mean,2,W06,colog,0.1,0.000000,0.000000,1500,30
mean,2,W06,colog,0.25,0.000000,0.000000,1500,30
mean,2,W06,colog,0.5,0.000000,0.000000,1500,30
mean,2,W08,colog,0.05,0.000000,0.000000,810,30
mean,2,W08,colog,0.1,0.000000,0.000000,810,30
mean,2,W08,colog,0.25,0.000000,0.000000,810,30
mean,2,W08,colog,0.5,0.000000,0.000000,810,30
mean,2,W09,colog,0.05,0.000000,0.000000,510,30
mean,2,W09,colog,0.1,0.000000,0.000000,510,30
mean,2,W09,colog,0.25,0.000000,0.000000,510,30
mean,2,W09,colog,0.5,0.000000,0.000000,510,30
mice,0,W01,colog,0.05,0.647735,0.054497,7110,30
mice,0,W01,colog,0.1,0.648393,0.054484,7110,30
mice,0,W01,colog,0.25,0.648410,0.054307,7110,30
mice,0,W01,colog,0.5,0.648155,0.054623,7110,30
mice,0,W04,colog,0.05,0.668162,0.061310,4530,30
mice,0,W04,colog,0.1,0.668548,0.061512,4530,30
mice,0,W04,colog,0.25,0.668099,0.061697,4530,30
mice,0,W04,colog,0.5,0.668502,0.061987,4530,30
mice,0,W02,colog,0.05,0.683165,0.067317,2040,30
mice,0,W02,colog,0.1,0.683434,0.066663,2040,30
mice,0,W02,colog,0.25,0.683089,0.067906,2040,30
mice,0,W02,colog,0.5,0.683367,0.067731,2040,30
mice,0,W03,colog,0.05,0.680288,0.066052,1740,30
mice,0,W03,colog,0.1,0.680727,0.065450,1740,30
mice,0,W03,colog,0.25,0.680450,0.066024,1740,30
mice,0,W03,colog,0.5,0.679854,0.065647,1740,30
mice,0,W10,colog,0.05,0.724178,0.087897,1680,30
mice,0,W10,colog,0.1,0.724217,0.087047,1680,30
mice,0,W10,colog,0.25,0.724831,0.088050,1680,30
mice,0,W10,colog,0.5,0.723495,0.087436,1680,30
mice,0,W06,colog,0.05,0.714729,0.085711,1500,30
mice,0,W06,colog,0.1,0.714657,0.084632,1500,30
mice,0,W06,colog,0.25,0.715392,0.085813,1500,30
mice,0,W06,colog,0.5,0.715134,0.084866,1500,30
mice,0,W08,colog,0.05,0.679941,0.066883,810,30
mice,0,W08,colog,0.1,0.678989,0.065381,810,30
mice,0,W08,colog,0.25,0.679208,0.065418,810,30
mice,0,W08,colog,0.5,0.679802,0.066708,810,30
mice,0,W09,colog,0.05,0.689227,0.070893,510,30
mice,0,W09,colog,0.1,0.689767,0.069516,510,30
mice,0,W09,colog,0.25,0.686827,0.071861,510,30
mice,0,W09,colog,0.5,0.690530,0.070726,510,30
mice,1,W01,colog,0.05,0.647993,0.054962,7110,30
mice,1,W01,colog,0.1,0.647773,0.055478,7110,30
mice,1,W01,colog,0.25,0.648109,0.055401,7110,30
mice,1,W01,colog,0.5,0.648129,0.055270,7110,30
mice,1,W04,colog,0.05,0.662895,0.062020,4530,30
mice,1,W04,colog,0.1,0.662976,0.062459,4530,30
mice,1,W04,colog,0.25,0.663124,0.061892,4530,30
mice,1,W04,colog,0.5,0.663447,0.061967,4530,30
mice,1,W02,colog,0.05,0.668987,0.070468,2040,30
mice,1,W02,colog,0.1,0.668129,0.071038,2040,30
mice,1,W02,colog,0.25,0.668363,0.071558,2040,30
mice,1,W02,colog,0.5,0.668429,0.071185,2040,30
mice,1,W03,colog,0.05,0.670814,0.069225,1740,30
mice,1,W03,colog,0.1,0.669794,0.068539,1740,30
mice,1,W03,colog,0.25,0.670371,0.069630,1740,30
mice,1,W03,colog,0.5,0.671249,0.069967,1740,30
mice,1,W10,colog,0.05,0.710372,0.090559,1680,30
mice,1,W10,colog,0.1,0.709692,0.090699,1680,30
mice,1,W10,colog,0.25,0.708856,0.090678,1680,30
mice,1,W10,colog,0.5,0.709613,0.091029,1680,30
mice,1,W06,colog,0.05,0.705582,0.089286,1500,30
mice,1,W06,colog,0.1,0.705236,0.087513,1500,30
mice,1,W06,colog,0.25,0.705617,0.089373,1500,30
mice,1,W06,colog,0.5,0.704440,0.088284,1500,30
mice,1,W08,colog,0.05,0.695382,0.079289,810,30
mice,1,W08,colog,0.1,0.695684,0.078459,810,30
mice,1,W08,colog,0.25,0.695063,0.078960,810,30
mice,1,W08,colog,0.5,0.695683,0.079383,810,30
mice,1,W09,colog,0.05,0.692821,0.082157,510,30
mice,1,W09,colog,0.1,0.693242,0.081723,510,30
mice,1,W09,colog,0.25,0.694068,0.082087,510,30
mice,1,W09,colog,0.5,0.694430,0.080729,510,30
mice,2,W01,colog,0.05,0.652068,0.056574,7110,30
mice,2,W01,colog,0.1,0.651839,0.056029,7110,30
mice,2,W01,colog,0.25,0.652176,0.055985,7110,30
mice,2,W01,colog,0.5,0.651954,0.056096,7110,30
mice,2,W04,colog,0.05,0.664105,0.062658,4530,30
mice,2,W04,colog,0.1,0.664283,0.061985,4530,30
mice,2,W04,colog,0.25,0.664093,0.061821,4530,30
mice,2,W04,colog,0.5,0.664592,0.062106,4530,30
mice,2,W02,colog,0.05,0.672231,0.071589,2040,30
mice,2,W02,colog,0.1,0.672152,0.069815,2040,30
mice,2,W02,colog,0.25,0.673083,0.071032,2040,30
mice,2,W02,colog,0.5,0.672133,0.071228,2040,30
mice,2,W03,colog,0.05,0.666083,0.068204,1740,30
mice,2,W03,colog,0.1,0.665882,0.067798,1740,30
mice,2,W03,colog,0.25,0.666632,0.068436,1740,30
mice,2,W03,colog,0.5,0.665875,0.068145,1740,30
mice,2,W10,colog,0.05,0.707088,0.090334,1680,30
mice,2,W10,colog,0.1,0.706709,0.089298,1680,30
mice,2,W10,colog,0.25,0.708554,0.089913,1680,30
mice,2,W10,colog,0.5,0.707498,0.089759,1680,30
mice,2,W06,colog,0.05,0.696527,0.086069,1500,30
mice,2,W06,colog,0.1,0.697414,0.085164,1500,30
mice,2,W06,colog,0.25,0.697218,0.085646,1500,30
mice,2,W06,colog,0.5,0.696158,0.085486,1500,30
mice,2,W08,colog,0.05,0.684790,0.080112,810,30
mice,2,W08,colog,0.1,0.684832,0.079987,810,30
mice,2,W08,colog,0.25,0.685279,0.080773,810,30
mice,2,W08,colog,0.5,0.684083,0.079216,810,30
mice,2,W09,colog,0.05,0.685402,0.084596,510,30
mice,2,W09,colog,0.1,0.687416,0.084714,510,30
mice,2,W09,colog,0.25,0.687511,0.084230,510,30
mice,2,W09,colog,0.5,0.686460,0.084014,510,30
rf,0,W01,colog,0.05,6.329578,2.735614,7110,30
rf,0,W01,colog,0.1,3.492011,1.501233,7110,30
rf,0,W01,colog,0.25,1.727472,0.669421,7110,30
rf,0,W01,colog,0.5,1.139824,0.386454,7110,30
rf,0,W04,colog,0.05,6.732430,1.836806,4530,30
rf,0,W04,colog,0.1,3.696798,0.944093,4530,30
rf,0,W04,colog,0.25,1.762589,0.417973,4530,30
rf,0,W04,colog,0.5,1.147173,0.267256,4530,30
rf,0,W02,colog,0.05,6.721624,1.604414,2040,30
rf,0,W02,colog,0.1,3.692000,0.862352,2040,30
rf,0,W02,colog,0.25,1.795333,0.419138,2040,30
rf,0,W02,colog,0.5,1.173883,0.282619,2040,30
rf,0,W03,colog,0.05,6.749482,1.335919,1740,30
rf,0,W03,colog,0.1,3.690955,0.719666,1740,30
rf,0,W03,colog,0.25,1.759457,0.344645,1740,30
rf,0,W03,colog,0.5,1.141146,0.238286,1740,30
rf,0,W10,colog,0.05,6.048983,1.803365,1680,30
rf,0,W10,colog,0.1,3.340741,0.965594,1680,30
rf,0,W10,colog,0.25,1.652514,0.440954,1680,30
rf,0,W10,colog,0.5,1.095180,0.283588,1680,30
rf,0,W06,colog,0.05,6.098338,1.621498,1500,30
rf,0,W06,colog,0.1,3.338068,0.877095,1500,30
rf,0,W06,colog,0.25,1.657484,0.448108,1500,30
rf,0,W06,colog,0.5,1.113088,0.310270,1500,30
rf,0,W08,colog,0.05,5.366943,1.631211,810,30
rf,0,W08,colog,0.1,2.876155,0.828490,810,30
rf,0,W08,colog,0.25,1.416351,0.345702,810,30
rf,0,W08,colog,0.5,0.985750,0.233322,810,30
rf,0,W09,colog,0.05,6.028245,1.618594,510,30
rf,0,W09,colog,0.1,3.294222,0.851116,510,30
rf,0,W09,colog,0.25,1.597806,0.378197,510,30
rf,0,W09,colog,0.5,1.026957,0.229206,510,30
rf,1,W01,colog,0.05,6.186154,2.802495,7110,30
rf,1,W01,colog,0.1,3.409336,1.523736,7110,30
rf,1,W01,colog,0.25,1.699695,0.674703,7110,30
rf,1,W01,colog,0.5,1.134233,0.386555,7110,30
rf,1,W04,colog,0.05,6.579518,1.773671,4530,30
rf,1,W04,colog,0.1,3.612509,0.914151,4530,30
rf,1,W04,colog,0.25,1.720341,0.411786,4530,30
rf,1,W04,colog,0.5,1.119192,0.267420,4530,30
rf,1,W02,colog,0.05,6.527950,1.589716,2040,30
rf,1,W02,colog,0.1,3.572078,0.861872,2040,30
rf,1,W02,colog,0.25,1.730354,0.413215,2040,30
rf,1,W02,colog,0.5,1.126272,0.274148,2040,30
rf,1,W03,colog,0.05,6.586898,1.455132,1740,30
rf,1,W03,colog,0.1,3.601422,0.783885,1740,30
rf,1,W03,colog,0.25,1.725443,0.380502,1740,30
rf,1,W03,colog,0.5,1.118405,0.255757,1740,30
rf,1,W10,colog,0.05,5.949346,1.362253,1680,30
rf,1,W10,colog,0.1,3.255052,0.750164,1680,30
rf,1,W10,colog,0.25,1.587531,0.349013,1680,30
rf,1,W10,colog,0.5,1.054990,0.247804,1680,30
rf,1,W06,colog,0.05,6.347668,1.501967,1500,30
rf,1,W06,colog,0.1,3.447390,0.832357,1500,30
rf,1,W06,colog,0.25,1.653559,0.413691,1500,30
rf,1,W06,colog,0.5,1.108457,0.294967,1500,30
rf,1,W08,colog,0.05,5.776432,1.769710,810,30
rf,1,W08,colog,0.1,3.102283,0.883343,810,30
rf,1,W08,colog,0.25,1.507579,0.371304,810,30
rf,1,W08,colog,0.5,1.056683,0.258470,810,30
rf,1,W09,colog,0.05,6.557872,1.258336,510,30
rf,1,W09,colog,0.1,3.554935,0.685969,510,30
rf,1,W09,colog,0.25,1.692279,0.317837,510,30
rf,1,W09,colog,0.5,1.068113,0.197830,510,30
rf,2,W01,colog,0.05,6.182677,2.652452,7110,30
rf,2,W01,colog,0.1,3.423519,1.458225,7110,30
rf,2,W01,colog,0.25,1.720767,0.669699,7110,30
rf,2,W01,colog,0.5,1.152332,0.398971,7110,30
rf,2,W04,colog,0.05,6.600861,1.725743,4530,30
rf,2,W04,colog,0.1,3.613649,0.883885,4530,30
rf,2,W04,colog,0.25,1.718665,0.401074,4530,30
rf,2,W04,colog,0.5,1.126042,0.266201,4530,30
rf,2,W02,colog,0.05,6.597554,1.648968,2040,30
rf,2,W02,colog,0.1,3.616366,0.877790,2040,30
rf,2,W02,colog,0.25,1.755790,0.427619,2040,30
rf,2,W02,colog,0.5,1.144703,0.292253,2040,30
rf,2,W03,colog,0.05,6.413981,1.339189,1740,30
rf,2,W03,colog,0.1,3.528701,0.746055,1740,30
rf,2,W03,colog,0.25,1.695272,0.365845,1740,30
rf,2,W03,colog,0.5,1.101064,0.254106,1740,30
rf,2,W10,colog,0.05,6.102703,1.432655,1680,30
rf,2,W10,colog,0.1,3.337254,0.782559,1680,30
rf,2,W10,colog,0.25,1.621728,0.368463,1680,30
rf,2,W10,colog,0.5,1.064253,0.240587,1680,30
rf,2,W06,colog,0.05,6.203607,1.500184,1500,30
rf,2,W06,colog,0.1,3.413728,0.869978,1500,30
rf,2,W06,colog,0.25,1.695874,0.471092,1500,30
rf,2,W06,colog,0.5,1.114618,0.306360,1500,30
rf,2,W08,colog,0.05,5.513666,1.526212,810,30
rf,2,W08,colog,0.1,2.975405,0.784293,810,30
rf,2,W08,colog,0.25,1.450092,0.336812,810,30
rf,2,W08,colog,0.5,1.021108,0.250937,810,30
rf,2,W09,colog,0.05,6.387734,1.474035,510,30
rf,2,W09,colog,0.1,3.494595,0.793519,510,30
rf,2,W09,colog,0.25,1.694977,0.373959,510,30
rf,2,W09,colog,0.5,1.076458,0.222279,510,30
saits,0,W01,colog,0.05,0.188747,0.051637,7110,30
saits,0,W01,colog,0.1,0.186447,0.051690,7110,30
saits,0,W01,colog,0.25,0.173292,0.051461,7110,30
saits,0,W01,colog,0.5,0.146886,0.051414,7110,30
saits,0,W04,colog,0.05,0.275426,0.082144,4530,30
saits,0,W04,colog,0.1,0.262633,0.078611,4530,30
saits,0,W04,colog,0.25,0.211580,0.066595,4530,30
saits,0,W04,colog,0.5,0.159056,0.054159,4530,30
saits,0,W02,colog,0.05,0.249760,0.050493,2040,30
saits,0,W02,colog,0.1,0.238127,0.051325,2040,30
saits,0,W02,colog,0.25,0.193183,0.059095,2040,30
saits,0,W02,colog,0.5,0.154248,0.056513,2040,30
saits,0,W03,colog,0.05,0.223404,0.051341,1740,30
saits,0,W03,colog,0.1,0.214255,0.051639,1740,30
saits,0,W03,colog,0.25,0.178098,0.049879,1740,30
saits,0,W03,colog,0.5,0.144416,0.044668,1740,30
saits,0,W10,colog,0.05,0.265443,0.051785,1680,30
saits,0,W10,colog,0.1,0.255137,0.052589,1680,30
saits,0,W10,colog,0.25,0.210326,0.057179,1680,30
saits,0,W10,colog,0.5,0.157945,0.051524,1680,30
saits,0,W06,colog,0.05,0.274354,0.053016,1500,30
saits,0,W06,colog,0.1,0.263869,0.052812,1500,30
saits,0,W06,colog,0.25,0.219845,0.055519,1500,30
saits,0,W06,colog,0.5,0.167330,0.058884,1500,30
saits,0,W08,colog,0.05,0.282202,0.047300,810,30
saits,0,W08,colog,0.1,0.271280,0.046691,810,30
saits,0,W08,colog,0.25,0.229471,0.045924,810,30
saits,0,W08,colog,0.5,0.180627,0.043429,810,30
saits,0,W09,colog,0.05,0.247522,0.039061,510,30
saits,0,W09,colog,0.1,0.239531,0.039347,510,30
saits,0,W09,colog,0.25,0.203044,0.038639,510,30
saits,0,W09,colog,0.5,0.157377,0.038549,510,30
saits,1,W01,colog,0.05,0.191718,0.052366,7110,30
saits,1,W01,colog,0.1,0.189138,0.052465,7110,30
saits,1,W01,colog,0.25,0.175460,0.052618,7110,30
saits,1,W01,colog,0.5,0.149141,0.053323,7110,30
saits,1,W04,colog,0.05,0.278993,0.078371,4530,30
saits,1,W04,colog,0.1,0.265140,0.074097,4530,30
saits,1,W04,colog,0.25,0.214559,0.063817,4530,30
saits,1,W04,colog,0.5,0.163339,0.053083,4530,30
saits,1,W02,colog,0.05,0.254178,0.052638,2040,30
saits,1,W02,colog,0.1,0.243545,0.053734,2040,30
saits,1,W02,colog,0.25,0.202355,0.062389,2040,30
saits,1,W02,colog,0.5,0.163708,0.059093,2040,30
saits,1,W03,colog,0.05,0.229562,0.050439,1740,30
saits,1,W03,colog,0.1,0.220192,0.049904,1740,30
saits,1,W03,colog,0.25,0.184533,0.049993,1740,30
saits,1,W03,colog,0.5,0.147913,0.045091,1740,30
saits,1,W10,colog,0.05,0.276708,0.053066,1680,30
saits,1,W10,colog,0.1,0.265895,0.052342,1680,30
saits,1,W10,colog,0.25,0.222375,0.057378,1680,30
saits,1,W10,colog,0.5,0.166744,0.054037,1680,30
saits,1,W06,colog,0.05,0.286237,0.055576,1500,30
saits,1,W06,colog,0.1,0.276280,0.056560,1500,30
saits,1,W06,colog,0.25,0.231009,0.059212,1500,30
saits,1,W06,colog,0.5,0.175849,0.062041,1500,30
saits,1,W08,colog,0.05,0.273321,0.045651,810,30
saits,1,W08,colog,0.1,0.262230,0.045335,810,30
saits,1,W08,colog,0.25,0.217978,0.048564,810,30
saits,1,W08,colog,0.5,0.168756,0.047903,810,30
saits,1,W09,colog,0.05,0.258764,0.038441,510,30
saits,1,W09,colog,0.1,0.250884,0.038254,510,30
saits,1,W09,colog,0.25,0.211438,0.038676,510,30
saits,1,W09,colog,0.5,0.159245,0.040506,510,30
saits,2,W01,colog,0.05,0.186818,0.053305,7110,30
saits,2,W01,colog,0.1,0.184237,0.053381,7110,30
saits,2,W01,colog,0.25,0.170774,0.052947,7110,30
saits,2,W01,colog,0.5,0.144899,0.052626,7110,30
saits,2,W04,colog,0.05,0.279203,0.073579,4530,30
saits,2,W04,colog,0.1,0.266398,0.070419,4530,30
saits,2,W04,colog,0.25,0.214963,0.061713,4530,30
saits,2,W04,colog,0.5,0.162858,0.052854,4530,30
saits,2,W02,colog,0.05,0.252228,0.052370,2040,30
saits,2,W02,colog,0.1,0.241300,0.053621,2040,30
saits,2,W02,colog,0.25,0.199459,0.062242,2040,30
saits,2,W02,colog,0.5,0.160664,0.058400,2040,30
saits,2,W03,colog,0.05,0.231477,0.052403,1740,30
saits,2,W03,colog,0.1,0.222851,0.052338,1740,30
saits,2,W03,colog,0.25,0.188552,0.051053,1740,30
saits,2,W03,colog,0.5,0.153209,0.044714,1740,30
saits,2,W10,colog,0.05,0.275493,0.058370,1680,30
saits,2,W10,colog,0.1,0.264692,0.058925,1680,30
saits,2,W10,colog,0.25,0.222080,0.063232,1680,30
saits,2,W10,colog,0.5,0.167229,0.057592,1680,30
saits,2,W06,colog,0.05,0.275627,0.049136,1500,30
saits,2,W06,colog,0.1,0.265501,0.049018,1500,30
saits,2,W06,colog,0.25,0.224278,0.053655,1500,30
saits,2,W06,colog,0.5,0.174305,0.058336,1500,30
saits,2,W08,colog,0.05,0.286006,0.040924,810,30
saits,2,W08,colog,0.1,0.275429,0.042680,810,30
saits,2,W08,colog,0.25,0.228480,0.049553,810,30
saits,2,W08,colog,0.5,0.175332,0.048843,810,30
saits,2,W09,colog,0.05,0.248361,0.035838,510,30
saits,2,W09,colog,0.1,0.240675,0.034255,510,30
saits,2,W09,colog,0.25,0.207011,0.032469,510,30
saits,2,W09,colog,0.5,0.158831,0.034997,510,30
stgnn,0,W01,colog,0.05,0.313267,0.116360,7110,30
stgnn,0,W01,colog,0.1,0.312765,0.115593,7110,30
stgnn,0,W01,colog,0.25,0.313637,0.115360,7110,30
stgnn,0,W01,colog,0.5,0.313493,0.110575,7110,30
stgnn,0,W01,neighbor,0.05,0.030165,0.016978,6900,30
stgnn,0,W01,neighbor,0.1,0.030252,0.017001,6900,30
stgnn,0,W01,neighbor,0.25,0.030663,0.016859,6900,30
stgnn,0,W01,neighbor,0.5,0.031942,0.016944,6900,30
stgnn,0,W04,colog,0.05,0.374287,0.112248,4530,30
stgnn,0,W04,colog,0.1,0.375162,0.112342,4530,30
stgnn,0,W04,colog,0.25,0.375146,0.111197,4530,30
stgnn,0,W04,colog,0.5,0.378829,0.108345,4530,30
stgnn,0,W04,neighbor,0.05,0.030365,0.011578,4530,30
stgnn,0,W04,neighbor,0.1,0.030410,0.011507,4530,30
stgnn,0,W04,neighbor,0.25,0.030950,0.011609,4530,30
stgnn,0,W04,neighbor,0.5,0.032657,0.011895,4530,30
stgnn,0,W02,colog,0.05,0.363546,0.115177,2040,30
stgnn,0,W02,colog,0.1,0.363827,0.115088,2040,30
stgnn,0,W02,colog,0.25,0.361769,0.112808,2040,30
stgnn,0,W02,colog,0.5,0.357164,0.107521,2040,30
stgnn,0,W02,neighbor,0.05,0.059898,0.015517,2040,30
stgnn,0,W02,neighbor,0.1,0.060012,0.015771,2040,30
stgnn,0,W02,neighbor,0.25,0.060007,0.015584,2040,30
stgnn,0,W02,neighbor,0.5,0.059862,0.015219,2040,30
stgnn,0,W03,colog,0.05,0.355888,0.068654,1740,30
stgnn,0,W03,colog,0.1,0.354694,0.068037,1740,30
stgnn,0,W03,colog,0.25,0.352106,0.067355,1740,30
stgnn,0,W03,colog,0.5,0.349898,0.065412,1740,30
stgnn,0,W03,neighbor,0.05,0.047136,0.012817,1740,30
stgnn,0,W03,neighbor,0.1,0.047369,0.012560,1740,30
stgnn,0,W03,neighbor,0.25,0.047893,0.012529,1740,30
stgnn,0,W03,neighbor,0.5,0.049280,0.012335,1740,30
stgnn,0,W10,colog,0.05,0.351325,0.077478,1680,30
stgnn,0,W10,colog,0.1,0.351477,0.075725,1680,30
stgnn,0,W10,colog,0.25,0.348863,0.073224,1680,30
stgnn,0,W10,colog,0.5,0.344747,0.067594,1680,30
stgnn,0,W10,neighbor,0.05,0.035017,0.009056,1680,30
stgnn,0,W10,neighbor,0.1,0.035183,0.009065,1680,30
stgnn,0,W10,neighbor,0.25,0.035915,0.009057,1680,30
stgnn,0,W10,neighbor,0.5,0.037746,0.008755,1680,30
stgnn,0,W06,colog,0.05,0.320089,0.074702,1500,30
stgnn,0,W06,colog,0.1,0.321602,0.075986,1500,30
stgnn,0,W06,colog,0.25,0.321228,0.075811,1500,30
stgnn,0,W06,colog,0.5,0.322034,0.074687,1500,30
stgnn,0,W06,neighbor,0.05,0.031707,0.009518,1500,30
stgnn,0,W06,neighbor,0.1,0.032137,0.009638,1500,30
stgnn,0,W06,neighbor,0.25,0.033531,0.009651,1500,30
stgnn,0,W06,neighbor,0.5,0.038549,0.011172,1500,30
stgnn,0,W08,colog,0.05,0.403114,0.150806,810,30
stgnn,0,W08,colog,0.1,0.403661,0.149682,810,30
stgnn,0,W08,colog,0.25,0.398730,0.143734,810,30
stgnn,0,W08,colog,0.5,0.391877,0.142490,810,30
stgnn,0,W08,neighbor,0.05,0.029844,0.007508,810,30
stgnn,0,W08,neighbor,0.1,0.029969,0.007503,810,30
stgnn,0,W08,neighbor,0.25,0.030807,0.007314,810,30
stgnn,0,W08,neighbor,0.5,0.033180,0.007523,810,30
stgnn,0,W09,colog,0.05,0.375487,0.065029,510,30
stgnn,0,W09,colog,0.1,0.375339,0.069202,510,30
stgnn,0,W09,colog,0.25,0.374677,0.064879,510,30
stgnn,0,W09,colog,0.5,0.379609,0.058253,510,30
stgnn,0,W09,neighbor,0.05,0.045832,0.023751,510,30
stgnn,0,W09,neighbor,0.1,0.045671,0.023401,510,30
stgnn,0,W09,neighbor,0.25,0.045997,0.023087,510,30
stgnn,0,W09,neighbor,0.5,0.047532,0.021337,510,30
stgnn,1,W01,colog,0.05,0.285258,0.101906,7110,30
stgnn,1,W01,colog,0.1,0.284699,0.100851,7110,30
stgnn,1,W01,colog,0.25,0.286588,0.098386,7110,30
stgnn,1,W01,colog,0.5,0.290159,0.092639,7110,30
stgnn,1,W01,neighbor,0.05,0.031071,0.013410,6900,30
stgnn,1,W01,neighbor,0.1,0.031181,0.013497,6900,30
stgnn,1,W01,neighbor,0.25,0.031560,0.013337,6900,30
stgnn,1,W01,neighbor,0.5,0.032769,0.012715,6900,30
stgnn,1,W04,colog,0.05,0.370867,0.099967,4530,30
stgnn,1,W04,colog,0.1,0.370850,0.099476,4530,30
stgnn,1,W04,colog,0.25,0.372714,0.099819,4530,30
stgnn,1,W04,colog,0.5,0.375174,0.100147,4530,30
stgnn,1,W04,neighbor,0.05,0.029515,0.011218,4530,30
stgnn,1,W04,neighbor,0.1,0.029736,0.011163,4530,30
stgnn,1,W04,neighbor,0.25,0.031123,0.011385,4530,30
stgnn,1,W04,neighbor,0.5,0.035047,0.012800,4530,30
stgnn,1,W02,colog,0.05,0.335948,0.092400,2040,30
stgnn,1,W02,colog,0.1,0.335781,0.093465,2040,30
stgnn,1,W02,colog,0.25,0.333563,0.090790,2040,30
stgnn,1,W02,colog,0.5,0.328187,0.090675,2040,30
stgnn,1,W02,neighbor,0.05,0.039221,0.010924,2040,30
stgnn,1,W02,neighbor,0.1,0.039303,0.010988,2040,30
stgnn,1,W02,neighbor,0.25,0.039552,0.011018,2040,30
stgnn,1,W02,neighbor,0.5,0.041168,0.011602,2040,30
stgnn,1,W03,colog,0.05,0.333881,0.079291,1740,30
stgnn,1,W03,colog,0.1,0.335561,0.080137,1740,30
stgnn,1,W03,colog,0.25,0.333429,0.078701,1740,30
stgnn,1,W03,colog,0.5,0.331222,0.071662,1740,30
stgnn,1,W03,neighbor,0.05,0.034217,0.009126,1740,30
stgnn,1,W03,neighbor,0.1,0.034127,0.009134,1740,30
stgnn,1,W03,neighbor,0.25,0.034471,0.008961,1740,30
stgnn,1,W03,neighbor,0.5,0.035132,0.008406,1740,30
stgnn,1,W10,colog,0.05,0.348802,0.090531,1680,30
stgnn,1,W10,colog,0.1,0.349471,0.091300,1680,30
stgnn,1,W10,colog,0.25,0.347945,0.088662,1680,30
stgnn,1,W10,colog,0.5,0.344119,0.079609,1680,30
stgnn,1,W10,neighbor,0.05,0.035064,0.009545,1680,30
stgnn,1,W10,neighbor,0.1,0.035065,0.009429,1680,30
stgnn,1,W10,neighbor,0.25,0.035167,0.009191,1680,30
stgnn,1,W10,neighbor,0.5,0.035226,0.008545,1680,30
stgnn,1,W06,colog,0.05,0.332323,0.126832,1500,30
stgnn,1,W06,colog,0.1,0.332634,0.126695,1500,30
stgnn,1,W06,colog,0.25,0.332705,0.124331,1500,30
stgnn,1,W06,colog,0.5,0.331761,0.117807,1500,30
stgnn,1,W06,neighbor,0.05,0.027114,0.011128,1500,30
stgnn,1,W06,neighbor,0.1,0.027165,0.011215,1500,30
stgnn,1,W06,neighbor,0.25,0.027415,0.011287,1500,30
stgnn,1,W06,neighbor,0.5,0.028099,0.011277,1500,30
stgnn,1,W08,colog,0.05,0.348989,0.100767,810,30
stgnn,1,W08,colog,0.1,0.349470,0.100060,810,30
stgnn,1,W08,colog,0.25,0.348778,0.098845,810,30
stgnn,1,W08,colog,0.5,0.347926,0.095691,810,30
stgnn,1,W08,neighbor,0.05,0.030536,0.008820,810,30
stgnn,1,W08,neighbor,0.1,0.030837,0.008930,810,30
stgnn,1,W08,neighbor,0.25,0.031550,0.009535,810,30
stgnn,1,W08,neighbor,0.5,0.033075,0.010769,810,30
stgnn,1,W09,colog,0.05,0.342081,0.113692,510,30
stgnn,1,W09,colog,0.1,0.342890,0.109969,510,30
stgnn,1,W09,colog,0.25,0.344413,0.106768,510,30
stgnn,1,W09,colog,0.5,0.350516,0.095367,510,30
stgnn,1,W09,neighbor,0.05,0.043384,0.016744,510,30
stgnn,1,W09,neighbor,0.1,0.043863,0.016735,510,30
stgnn,1,W09,neighbor,0.25,0.044048,0.015750,510,30
stgnn,1,W09,neighbor,0.5,0.045393,0.014249,510,30
stgnn,2,W01,colog,0.05,0.275822,0.108147,7110,30
