well,regime,L,method,seed,log,r2,mae,rmse,n
W04,profile-long,1536,mice,1,all_z,0.6203,0.4471,0.5876,4608
W04,profile-long,2048,mice,1,GR,-0.0488,15.8258,20.3612,2048
W04,profile-long,2048,mice,1,RHOB,0.6441,0.0744,0.0964,2048
W04,profile-long,2048,mice,1,NPHI,0.7312,0.0430,0.0564,2048
W04,profile-long,2048,mice,1,all,0.7042,5.3144,11.7557,6144
W04,profile-long,2048,mice,1,all_z,0.6874,0.4531,0.5899,6144
W04,blackout-long,256,mice,1,RHOB,-8.0364,0.1234,0.1313,256
W04,blackout-long,256,mice,1,NPHI,-4.6120,0.0618,0.0673,256
W04,blackout-long,256,mice,1,all,0.9929,0.0926,0.1043,512
W04,blackout-long,256,mice,1,all_z,-0.3134,0.7276,0.7891,512
W04,blackout-long,384,mice,1,RHOB,-3.0292,0.1178,0.1307,384
W04,blackout-long,384,mice,1,NPHI,-0.5719,0.0680,0.0759,384
W04,blackout-long,384,mice,1,all,0.9924,0.0929,0.1068,768
W04,blackout-long,384,mice,1,all_z,-0.2240,0.7401,0.8255,768
W04,blackout-long,512,mice,1,RHOB,-0.7695,0.1157,0.1296,512
W04,blackout-long,512,mice,1,NPHI,-0.0581,0.0762,0.0881,512
W04,blackout-long,512,mice,1,all,0.9915,0.0960,0.1108,1024
W04,blackout-long,512,mice,1,all_z,-0.1261,0.7743,0.8811,1024
W04,blackout-long,768,mice,1,RHOB,-0.4679,0.1090,0.1260,768
W04,blackout-long,768,mice,1,NPHI,0.0095,0.0810,0.0939,768
W04,blackout-long,768,mice,1,all,0.9913,0.0950,0.1111,1536
W04,blackout-long,768,mice,1,all_z,-0.0917,0.7759,0.8993,1536
W04,blackout-long,1024,mice,1,RHOB,-0.0332,0.1284,0.1535,1024
W04,blackout-long,1024,mice,1,NPHI,0.0457,0.0837,0.0963,1024
W04,blackout-long,1024,mice,1,all,0.9877,0.1061,0.1281,2048
W04,blackout-long,1024,mice,1,all_z,0.0126,0.8550,1.0038,2048
W04,blackout-long,1536,mice,1,RHOB,-0.1292,0.1462,0.1731,1536
W04,blackout-long,1536,mice,1,NPHI,0.0171,0.0877,0.1017,1536
W04,blackout-long,1536,mice,1,all,0.9842,0.1170,0.1420,3072
W04,blackout-long,1536,mice,1,all_z,0.0239,0.9353,1.0991,3072
W04,blackout-long,2048,mice,1,RHOB,-0.3932,0.1630,0.1908,2048
W04,blackout-long,2048,mice,1,NPHI,-0.0792,0.0963,0.1130,2048
W04,blackout-long,2048,mice,1,all,0.9797,0.1297,0.1568,4096
W04,blackout-long,2048,mice,1,all_z,0.0202,1.0353,1.2159,4096
W01,profile-long,256,mice,2,GR,0.8566,9.1083,9.7777,256
W01,profile-long,256,mice,2,RHOB,-2.9192,0.0620,0.0721,256
W01,profile-long,256,mice,2,NPHI,0.6836,0.0395,0.0447,256
W01,profile-long,256,mice,2,all,0.9740,3.0699,5.6454,768
W01,profile-long,256,mice,2,all_z,0.6476,0.3348,0.3840,768
W01,profile-long,384,mice,2,GR,0.8721,8.6225,9.3711,384
W01,profile-long,384,mice,2,RHOB,-1.9428,0.0585,0.0696,384
W01,profile-long,384,mice,2,NPHI,0.7144,0.0379,0.0442,384
W01,profile-long,384,mice,2,all,0.9748,2.9063,5.4106,1152
W01,profile-long,384,mice,2,all_z,0.6881,0.3183,0.3742,1152
W01,profile-long,512,mice,2,GR,0.8587,8.5189,9.5534,512
W01,profile-long,512,mice,2,RHOB,-1.9405,0.0585,0.0690,512
W01,profile-long,512,mice,2,NPHI,0.7072,0.0365,0.0428,512
W01,profile-long,512,mice,2,all,0.9735,2.8713,5.5158,1536
W01,profile-long,512,mice,2,all_z,0.6748,0.3127,0.3691,1536
W01,profile-long,768,mice,2,GR,0.7937,9.9765,12.0853,768
W01,profile-long,768,mice,2,RHOB,-0.5985,0.0591,0.0689,768
W01,profile-long,768,mice,2,NPHI,0.7700,0.0327,0.0396,768
W01,profile-long,768,mice,2,all,0.9507,3.3561,6.9776,2304
W01,profile-long,768,mice,2,all_z,0.7201,0.3156,0.3780,2304
W01,profile-long,1024,mice,2,GR,0.7525,11.5399,14.3376,1024
W01,profile-long,1024,mice,2,RHOB,-0.0961,0.0619,0.0706,1024
W01,profile-long,1024,mice,2,NPHI,0.8025,0.0322,0.0402,1024
W01,profile-long,1024,mice,2,all,0.9285,3.8780,8.2779,3072
W01,profile-long,1024,mice,2,all_z,0.7361,0.3345,0.4041,3072
W01,profile-long,1536,mice,2,GR,0.4059,17.0515,23.6696,1536
W01,profile-long,1536,mice,2,RHOB,-0.7791,0.0711,0.0848,1536
W01,profile-long,1536,mice,2,NPHI,0.6902,0.0372,0.0466,1536
W01,profile-long,1536,mice,2,all,0.7657,5.7199,13.6657,4608
W01,profile-long,1536,mice,2,all_z,0.5356,0.4209,0.5497,4608
W01,profile-long,2048,mice,2,GR,0.3333,18.0143,24.0561,2048
W01,profile-long,2048,mice,2,RHOB,-0.6524,0.0668,0.0814,2048
W01,profile-long,2048,mice,2,NPHI,0.6960,0.0352,0.0440,2048
W01,profile-long,2048,mice,2,all,0.7298,6.0388,13.8889,6144
W01,profile-long,2048,mice,2,all_z,0.5585,0.4152,0.5418,6144
W01,blackout-long,256,mice,2,RHOB,-4.8997,0.0638,0.0884,256
W01,blackout-long,256,mice,2,NPHI,0.2260,0.0625,0.0699,256
W01,blackout-long,256,mice,2,all,0.9954,0.0632,0.0797,512
W01,blackout-long,256,mice,2,all_z,-0.0483,0.4870,0.5996,512
W01,blackout-long,384,mice,2,RHOB,-4.4300,0.0713,0.0946,384
W01,blackout-long,384,mice,2,NPHI,0.2200,0.0653,0.0731,384
W01,blackout-long,384,mice,2,all,0.9948,0.0683,0.0845,768
W01,blackout-long,384,mice,2,all_z,-0.0375,0.5225,0.6324,768
W01,blackout-long,512,mice,2,RHOB,-4.2738,0.0692,0.0924,512
W01,blackout-long,512,mice,2,NPHI,0.2218,0.0616,0.0698,512
W01,blackout-long,512,mice,2,all,0.9951,0.0654,0.0819,1024
W01,blackout-long,512,mice,2,all_z,-0.0408,0.4985,0.6095,1024
W01,blackout-long,768,mice,2,RHOB,-3.9111,0.0910,0.1208,768
W01,blackout-long,768,mice,2,NPHI,0.1725,0.0642,0.0751,768
W01,blackout-long,768,mice,2,all,0.9929,0.0776,0.1006,1536
W01,blackout-long,768,mice,2,all_z,-0.0747,0.5758,0.7162,1536
W01,blackout-long,1024,mice,2,RHOB,-3.2243,0.1071,0.1386,1024
W01,blackout-long,1024,mice,2,NPHI,0.1621,0.0707,0.0828,1024
W01,blackout-long,1024,mice,2,all,0.9909,0.0889,0.1142,2048
W01,blackout-long,1024,mice,2,all_z,-0.1037,0.6547,0.8061,2048
W01,blackout-long,1536,mice,2,RHOB,-4.4887,0.1215,0.1489,1536
W01,blackout-long,1536,mice,2,NPHI,0.1212,0.0662,0.0785,1536
W01,blackout-long,1536,mice,2,all,0.9902,0.0938,0.1190,3072
W01,blackout-long,1536,mice,2,all_z,-0.1900,0.6760,0.8186,3072
W01,blackout-long,2048,mice,2,RHOB,-4.9992,0.1291,0.1551,2048
W01,blackout-long,2048,mice,2,NPHI,-0.0097,0.0684,0.0801,2048
W01,blackout-long,2048,mice,2,all,0.9896,0.0988,0.1235,4096
W01,blackout-long,2048,mice,2,all_z,-0.1787,0.7091,0.8461,4096
W04,profile-long,256,mice,2,GR,-8.9371,16.4220,17.5360,256
W04,profile-long,256,mice,2,RHOB,0.2921,0.0310,0.0368,256
W04,profile-long,256,mice,2,NPHI,0.3914,0.0164,0.0222,256
W04,profile-long,256,mice,2,all,0.0618,5.4898,10.1244,768
W04,profile-long,256,mice,2,all_z,0.7398,0.2711,0.3325,768
W04,profile-long,384,mice,2,GR,-2.0535,16.8202,18.7054,384
W04,profile-long,384,mice,2,RHOB,0.4260,0.0382,0.0493,384
W04,profile-long,384,mice,2,NPHI,0.6260,0.0270,0.0370,384
W04,profile-long,384,mice,2,all,0.3679,5.6285,10.7996,1152
W04,profile-long,384,mice,2,all_z,0.6495,0.3265,0.4084,1152
W04,profile-long,512,mice,2,GR,-2.9027,18.3395,21.9646,512
W04,profile-long,512,mice,2,RHOB,0.7400,0.0391,0.0497,512
W04,profile-long,512,mice,2,NPHI,0.6933,0.0350,0.0474,512
W04,profile-long,512,mice,2,all,0.1980,6.1378,12.6814,1536
W04,profile-long,512,mice,2,all_z,0.5924,0.3690,0.4782,1536
W04,profile-long,768,mice,2,GR,-4.9060,20.1345,25.7872,768
W04,profile-long,768,mice,2,RHOB,0.6226,0.0469,0.0639,768
W04,profile-long,768,mice,2,NPHI,0.6136,0.0434,0.0587,768
W04,profile-long,768,mice,2,all,-0.0820,6.7416,14.8883,2304
W04,profile-long,768,mice,2,all_z,0.4337,0.4308,0.5805,2304
W04,profile-long,1024,mice,2,GR,-2.2291,18.8777,23.9130,1024
W04,profile-long,1024,mice,2,RHOB,0.6595,0.0647,0.0881,1024
W04,profile-long,1024,mice,2,NPHI,0.6669,0.0425,0.0569,1024
W04,profile-long,1024,mice,2,all,0.2444,6.3283,13.8063,3072
W04,profile-long,1024,mice,2,all_z,0.5294,0.4567,0.6033,3072
W04,profile-long,1536,mice,2,GR,-0.9884,16.7431,21.4761,1536
W04,profile-long,1536,mice,2,RHOB,0.6655,0.0716,0.0942,1536
W04,profile-long,1536,mice,2,NPHI,0.7184,0.0407,0.0545,1536
W04,profile-long,1536,mice,2,all,0.5302,5.6185,12.3994,4608
W04,profile-long,1536,mice,2,all_z,0.6203,0.4471,0.5876,4608
W04,profile-long,2048,mice,2,GR,-0.0488,15.8258,20.3612,2048
W04,profile-long,2048,mice,2,RHOB,0.6441,0.0744,0.0964,2048
W04,profile-long,2048,mice,2,NPHI,0.7312,0.0430,0.0564,2048
W04,profile-long,2048,mice,2,all,0.7042,5.3144,11.7557,6144
W04,profile-long,2048,mice,2,all_z,0.6874,0.4531,0.5899,6144
W04,blackout-long,256,mice,2,RHOB,-8.0364,0.1234,0.1313,256
W04,blackout-long,256,mice,2,NPHI,-4.6120,0.0618,0.0673,256
W04,blackout-long,256,mice,2,all,0.9929,0.0926,0.1043,512
W04,blackout-long,256,mice,2,all_z,-0.3134,0.7276,0.7891,512
W04,blackout-long,384,mice,2,RHOB,-3.0292,0.1178,0.1307,384
W04,blackout-long,384,mice,2,NPHI,-0.5719,0.0680,0.0759,384
W04,blackout-long,384,mice,2,all,0.9924,0.0929,0.1068,768
W04,blackout-long,384,mice,2,all_z,-0.2240,0.7401,0.8255,768
W04,blackout-long,512,mice,2,RHOB,-0.7695,0.1157,0.1296,512
W04,blackout-long,512,mice,2,NPHI,-0.0581,0.0762,0.0881,512
W04,blackout-long,512,mice,2,all,0.9915,0.0960,0.1108,1024
W04,blackout-long,512,mice,2,all_z,-0.1261,0.7743,0.8811,1024
W04,blackout-long,768,mice,2,RHOB,-0.4679,0.1090,0.1260,768
W04,blackout-long,768,mice,2,NPHI,0.0095,0.0810,0.0939,768
W04,blackout-long,768,mice,2,all,0.9913,0.0950,0.1111,1536
W04,blackout-long,768,mice,2,all_z,-0.0917,0.7759,0.8993,1536
W04,blackout-long,1024,mice,2,RHOB,-0.0332,0.1284,0.1535,1024
W04,blackout-long,1024,mice,2,NPHI,0.0457,0.0837,0.0963,1024
W04,blackout-long,1024,mice,2,all,0.9877,0.1061,0.1281,2048
W04,blackout-long,1024,mice,2,all_z,0.0126,0.8550,1.0038,2048
W04,blackout-long,1536,mice,2,RHOB,-0.1292,0.1462,0.1731,1536
W04,blackout-long,1536,mice,2,NPHI,0.0171,0.0877,0.1017,1536
W04,blackout-long,1536,mice,2,all,0.9842,0.1170,0.1420,3072
W04,blackout-long,1536,mice,2,all_z,0.0239,0.9353,1.0991,3072
W04,blackout-long,2048,mice,2,RHOB,-0.3932,0.1630,0.1908,2048
W04,blackout-long,2048,mice,2,NPHI,-0.0792,0.0963,0.1130,2048
W04,blackout-long,2048,mice,2,all,0.9797,0.1297,0.1568,4096
W04,blackout-long,2048,mice,2,all_z,0.0202,1.0353,1.2159,4096
W01,profile-long,256,rf,0,GR,0.6340,12.5185,15.6229,256
W01,profile-long,256,rf,0,RHOB,-1.8616,0.0447,0.0616,256
W01,profile-long,256,rf,0,NPHI,0.1020,0.0574,0.0753,256
W01,profile-long,256,rf,0,all,0.9335,4.2069,9.0200,768
W01,profile-long,256,rf,0,all_z,0.3259,0.3898,0.5312,768
W01,profile-long,384,rf,0,GR,0.6515,12.4786,15.4693,384
W01,profile-long,384,rf,0,RHOB,-1.4882,0.0455,0.0640,384
W01,profile-long,384,rf,0,NPHI,0.2684,0.0524,0.0708,384
W01,profile-long,384,rf,0,all,0.9312,4.1922,8.9314,1152
W01,profile-long,384,rf,0,all_z,0.4109,0.3750,0.5142,1152
W01,profile-long,512,rf,0,GR,0.6159,12.4767,15.7510,512
W01,profile-long,512,rf,0,RHOB,-1.3487,0.0448,0.0617,512
W01,profile-long,512,rf,0,NPHI,0.2356,0.0513,0.0692,512
W01,profile-long,512,rf,0,all,0.9278,4.1910,9.0940,1536
W01,profile-long,512,rf,0,all_z,0.3873,0.3702,0.5066,1536
W01,profile-long,768,rf,0,GR,0.5471,13.8872,17.9075,768
W01,profile-long,768,rf,0,RHOB,-0.2611,0.0458,0.0612,768
W01,profile-long,768,rf,0,NPHI,0.4107,0.0465,0.0634,768
W01,profile-long,768,rf,0,all,0.8918,4.6598,10.3390,2304
W01,profile-long,768,rf,0,all_z,0.5058,0.3702,0.5023,2304
W01,profile-long,1024,rf,0,GR,0.5481,15.2127,19.3713,1024
W01,profile-long,1024,rf,0,RHOB,0.0287,0.0501,0.0665,1024
W01,profile-long,1024,rf,0,NPHI,0.5232,0.0457,0.0625,1024
W01,profile-long,1024,rf,0,all,0.8694,5.1028,11.1841,3072
W01,profile-long,1024,rf,0,all_z,0.5611,0.3891,0.5212,3072
W01,profile-long,1536,rf,0,GR,0.0792,21.6280,29.4666,1536
W01,profile-long,1536,rf,0,RHOB,-0.7969,0.0635,0.0852,1536
W01,profile-long,1536,rf,0,NPHI,0.3280,0.0520,0.0686,1536
W01,profile-long,1536,rf,0,all,0.6369,7.2478,17.0127,4608
W01,profile-long,1536,rf,0,all_z,0.2882,0.4964,0.6806,4608
W01,profile-long,2048,rf,0,GR,0.0057,22.1300,29.3781,2048
W01,profile-long,2048,rf,0,RHOB,-0.7973,0.0656,0.0849,2048
W01,profile-long,2048,rf,0,NPHI,0.3177,0.0509,0.0659,2048
W01,profile-long,2048,rf,0,all,0.5970,7.4155,16.9615,6144
W01,profile-long,2048,rf,0,all_z,0.3231,0.5020,0.6709,6144
W01,blackout-long,256,rf,0,RHOB,-8.5833,0.0902,0.1127,256
W01,blackout-long,256,rf,0,NPHI,-0.1898,0.0717,0.0867,256
W01,blackout-long,256,rf,0,all,0.9926,0.0810,0.1006,512
W01,blackout-long,256,rf,0,all_z,-0.6466,0.6094,0.7515,512
W01,blackout-long,384,rf,0,RHOB,-6.5870,0.0916,0.1118,384
W01,blackout-long,384,rf,0,NPHI,-0.0349,0.0704,0.0842,384
W01,blackout-long,384,rf,0,all,0.9929,0.0810,0.0990,768
W01,blackout-long,384,rf,0,all_z,-0.4054,0.6069,0.7360,768
W01,blackout-long,512,rf,0,RHOB,-6.1138,0.0867,0.1073,512
W01,blackout-long,512,rf,0,NPHI,-0.0566,0.0674,0.0814,512
W01,blackout-long,512,rf,0,all,0.9934,0.0771,0.0952,1024
W01,blackout-long,512,rf,0,all_z,-0.4094,0.5784,0.7093,1024
W01,blackout-long,768,rf,0,RHOB,-5.5406,0.1076,0.1394,768
W01,blackout-long,768,rf,0,NPHI,-0.2491,0.0747,0.0922,768
W01,blackout-long,768,rf,0,all,0.9901,0.0911,0.1182,1536
W01,blackout-long,768,rf,0,all_z,-0.5262,0.6750,0.8535,1536
W01,blackout-long,1024,rf,0,RHOB,-4.3785,0.1230,0.1564,1024
W01,blackout-long,1024,rf,0,NPHI,-0.1653,0.0805,0.0976,1024
W01,blackout-long,1024,rf,0,all,0.9881,0.1017,0.1304,2048
W01,blackout-long,1024,rf,0,all_z,-0.4671,0.7484,0.9294,2048
W01,blackout-long,1536,rf,0,RHOB,-5.7225,0.1355,0.1648,1536
W01,blackout-long,1536,rf,0,NPHI,-0.2300,0.0758,0.0928,1536
W01,blackout-long,1536,rf,0,all,0.9876,0.1056,0.1337,3072
W01,blackout-long,1536,rf,0,all_z,-0.5440,0.7633,0.9325,3072
W01,blackout-long,2048,rf,0,RHOB,-6.0337,0.1391,0.1680,2048
W01,blackout-long,2048,rf,0,NPHI,-0.3668,0.0762,0.0932,2048
W01,blackout-long,2048,rf,0,all,0.9874,0.1077,0.1358,4096
W01,blackout-long,2048,rf,0,all_z,-0.4686,0.7760,0.9444,4096
W04,profile-long,256,rf,0,GR,-19.3514,19.2831,25.0955,256
W04,profile-long,256,rf,0,RHOB,-0.8093,0.0491,0.0588,256
W04,profile-long,256,rf,0,NPHI,-0.5728,0.0279,0.0356,256
W04,profile-long,256,rf,0,all,-0.9214,6.4533,14.4890,768
W04,profile-long,256,rf,0,all_z,0.4217,0.3762,0.4957,768
W04,profile-long,384,rf,0,GR,-4.4317,19.3606,24.9478,384
W04,profile-long,384,rf,0,RHOB,0.0461,0.0510,0.0636,384
W04,profile-long,384,rf,0,NPHI,0.4844,0.0334,0.0435,384
W04,profile-long,384,rf,0,all,-0.1244,6.4817,14.4037,1152
W04,profile-long,384,rf,0,all_z,0.4246,0.3995,0.5234,1152
W04,profile-long,512,rf,0,GR,-4.8561,20.5720,26.9057,512
W04,profile-long,512,rf,0,RHOB,0.3742,0.0588,0.0771,512
W04,profile-long,512,rf,0,NPHI,0.6695,0.0377,0.0492,512
W04,profile-long,512,rf,0,all,-0.2034,6.8895,15.5341,1536
W04,profile-long,512,rf,0,all_z,0.3849,0.4425,0.5874,1536
W04,profile-long,768,rf,0,GR,-7.0246,22.3482,30.0587,768
W04,profile-long,768,rf,0,RHOB,0.1407,0.0700,0.0964,768
W04,profile-long,768,rf,0,NPHI,0.5737,0.0462,0.0616,768
W04,profile-long,768,rf,0,all,-0.4702,7.4881,17.3545,2304
W04,profile-long,768,rf,0,all_z,0.1847,0.5121,0.6966,2304
W04,profile-long,1024,rf,0,GR,-4.0716,22.6492,29.9685,1024
W04,profile-long,1024,rf,0,RHOB,0.5158,0.0783,0.1051,1024
W04,profile-long,1024,rf,0,NPHI,0.6079,0.0474,0.0617,1024
W04,profile-long,1024,rf,0,all,-0.1868,7.5916,17.3024,3072
W04,profile-long,1024,rf,0,all_z,0.3391,0.5373,0.7150,3072
W04,profile-long,1536,rf,0,GR,-2.4880,21.5182,28.4445,1536
W04,profile-long,1536,rf,0,RHOB,0.5565,0.0816,0.1085,1536
W04,profile-long,1536,rf,0,NPHI,0.6579,0.0462,0.0600,1536
W04,profile-long,1536,rf,0,all,0.1758,7.2154,16.4226,4608
W04,profile-long,1536,rf,0,all_z,0.4570,0.5308,0.7027,4608
W04,profile-long,2048,rf,0,GR,-1.0161,21.1738,28.2294,2048
W04,profile-long,2048,rf,0,RHOB,0.4840,0.0883,0.1161,2048
W04,profile-long,2048,rf,0,NPHI,0.6867,0.0476,0.0609,2048
W04,profile-long,2048,rf,0,all,0.4314,7.1032,16.2984,6144
W04,profile-long,2048,rf,0,all_z,0.5322,0.5473,0.7217,6144
W04,blackout-long,256,rf,0,RHOB,-6.3807,0.1023,0.1187,256
W04,blackout-long,256,rf,0,NPHI,-4.5064,0.0514,0.0666,256
W04,blackout-long,256,rf,0,all,0.9940,0.0769,0.0962,512
W04,blackout-long,256,rf,0,all_z,-0.1522,0.6044,0.7391,512
W04,blackout-long,384,rf,0,RHOB,-2.2078,0.0985,0.1166,384
W04,blackout-long,384,rf,0,NPHI,-0.4924,0.0589,0.0740,384
W04,blackout-long,384,rf,0,all,0.9937,0.0787,0.0976,768
W04,blackout-long,384,rf,0,all_z,-0.0548,0.6294,0.7663,768
W04,blackout-long,512,rf,0,RHOB,-0.6201,0.1029,0.1240,512
W04,blackout-long,512,rf,0,NPHI,-0.1354,0.0712,0.0912,512
W04,blackout-long,512,rf,0,all,0.9918,0.0871,0.1089,1024
W04,blackout-long,512,rf,0,all_z,-0.1207,0.7060,0.8790,1024
W04,blackout-long,768,rf,0,RHOB,-0.3606,0.0978,0.1213,768
W04,blackout-long,768,rf,0,NPHI,-0.0530,0.0761,0.0968,768
W04,blackout-long,768,rf,0,all,0.9915,0.0869,0.1097,1536
W04,blackout-long,768,rf,0,all_z,-0.0940,0.7134,0.9002,1536
W04,blackout-long,1024,rf,0,RHOB,-0.0654,0.1226,0.1559,1024
W04,blackout-long,1024,rf,0,NPHI,-0.0679,0.0824,0.1019,1024
W04,blackout-long,1024,rf,0,all,0.9871,0.1025,0.1317,2048
W04,blackout-long,1024,rf,0,all_z,-0.0586,0.8285,1.0394,2048
W04,blackout-long,1536,rf,0,RHOB,-0.2538,0.1461,0.1824,1536
W04,blackout-long,1536,rf,0,NPHI,-0.1250,0.0889,0.1088,1536
W04,blackout-long,1536,rf,0,all,0.9824,0.1175,0.1502,3072
W04,blackout-long,1536,rf,0,all_z,-0.0983,0.9412,1.1659,3072
W04,blackout-long,2048,rf,0,RHOB,-0.6535,0.1709,0.2079,2048
W04,blackout-long,2048,rf,0,NPHI,-0.2299,0.0997,0.1207,2048
W04,blackout-long,2048,rf,0,all,0.9762,0.1353,0.1700,4096
W04,blackout-long,2048,rf,0,all_z,-0.1427,1.0792,1.3131,4096
W01,profile-long,256,rf,1,GR,0.6340,12.5185,15.6229,256
W01,profile-long,256,rf,1,RHOB,-1.8616,0.0447,0.0616,256
W01,profile-long,256,rf,1,NPHI,0.1020,0.0574,0.0753,256
W01,profile-long,256,rf,1,all,0.9335,4.2069,9.0200,768
W01,profile-long,256,rf,1,all_z,0.3259,0.3898,0.5312,768
W01,profile-long,384,rf,1,GR,0.6515,12.4786,15.4693,384
W01,profile-long,384,rf,1,RHOB,-1.4882,0.0455,0.0640,384
W01,profile-long,384,rf,1,NPHI,0.2684,0.0524,0.0708,384
W01,profile-long,384,rf,1,all,0.9312,4.1922,8.9314,1152
W01,profile-long,384,rf,1,all_z,0.4109,0.3750,0.5142,1152
W01,profile-long,512,rf,1,GR,0.6159,12.4767,15.7510,512
W01,profile-long,512,rf,1,RHOB,-1.3487,0.0448,0.0617,512
W01,profile-long,512,rf,1,NPHI,0.2356,0.0513,0.0692,512
W01,profile-long,512,rf,1,all,0.9278,4.1910,9.0940,1536
W01,profile-long,512,rf,1,all_z,0.3873,0.3702,0.5066,1536
W01,profile-long,768,rf,1,GR,0.5471,13.8872,17.9075,768
W01,profile-long,768,rf,1,RHOB,-0.2611,0.0458,0.0612,768
W01,profile-long,768,rf,1,NPHI,0.4107,0.0465,0.0634,768
W01,profile-long,768,rf,1,all,0.8918,4.6598,10.3390,2304
W01,profile-long,768,rf,1,all_z,0.5058,0.3702,0.5023,2304
W01,profile-long,1024,rf,1,GR,0.5481,15.2127,19.3713,1024
W01,profile-long,1024,rf,1,RHOB,0.0287,0.0501,0.0665,1024
W01,profile-long,1024,rf,1,NPHI,0.5232,0.0457,0.0625,1024
W01,profile-long,1024,rf,1,all,0.8694,5.1028,11.1841,3072
W01,profile-long,1024,rf,1,all_z,0.5611,0.3891,0.5212,3072
W01,profile-long,1536,rf,1,GR,0.0792,21.6280,29.4666,1536
W01,profile-long,1536,rf,1,RHOB,-0.7969,0.0635,0.0852,1536
W01,profile-long,1536,rf,1,NPHI,0.3280,0.0520,0.0686,1536
W01,profile-long,1536,rf,1,all,0.6369,7.2478,17.0127,4608
W01,profile-long,1536,rf,1,all_z,0.2882,0.4964,0.6806,4608
W01,profile-long,2048,rf,1,GR,0.0057,22.1300,29.3781,2048
W01,profile-long,2048,rf,1,RHOB,-0.7973,0.0656,0.0849,2048
W01,profile-long,2048,rf,1,NPHI,0.3177,0.0509,0.0659,2048
W01,profile-long,2048,rf,1,all,0.5970,7.4155,16.9615,6144
W01,profile-long,2048,rf,1,all_z,0.3231,0.5020,0.6709,6144
W01,blackout-long,256,rf,1,RHOB,-8.5833,0.0902,0.1127,256
W01,blackout-long,256,rf,1,NPHI,-0.1898,0.0717,0.0867,256
W01,blackout-long,256,rf,1,all,0.9926,0.0810,0.1006,512
W01,blackout-long,256,rf,1,all_z,-0.6466,0.6094,0.7515,512
W01,blackout-long,384,rf,1,RHOB,-6.5870,0.0916,0.1118,384
W01,blackout-long,384,rf,1,NPHI,-0.0349,0.0704,0.0842,384
W01,blackout-long,384,rf,1,all,0.9929,0.0810,0.0990,768
W01,blackout-long,384,rf,1,all_z,-0.4054,0.6069,0.7360,768
W01,blackout-long,512,rf,1,RHOB,-6.1138,0.0867,0.1073,512
W01,blackout-long,512,rf,1,NPHI,-0.0566,0.0674,0.0814,512
W01,blackout-long,512,rf,1,all,0.9934,0.0771,0.0952,1024
W01,blackout-long,512,rf,1,all_z,-0.4094,0.5784,0.7093,1024
W01,blackout-long,768,rf,1,RHOB,-5.5406,0.1076,0.1394,768
W01,blackout-long,768,rf,1,NPHI,-0.2491,0.0747,0.0922,768
W01,blackout-long,768,rf,1,all,0.9901,0.0911,0.1182,1536
W01,blackout-long,768,rf,1,all_z,-0.5262,0.6750,0.8535,1536
W01,blackout-long,1024,rf,1,RHOB,-4.3785,0.1230,0.1564,1024
W01,blackout-long,1024,rf,1,NPHI,-0.1653,0.0805,0.0976,1024
W01,blackout-long,1024,rf,1,all,0.9881,0.1017,0.1304,2048
W01,blackout-long,1024,rf,1,all_z,-0.4671,0.7484,0.9294,2048
W01,blackout-long,1536,rf,1,RHOB,-5.7225,0.1355,0.1648,1536
W01,blackout-long,1536,rf,1,NPHI,-0.2300,0.0758,0.0928,1536
W01,blackout-long,1536,rf,1,all,0.9876,0.1056,0.1337,3072
W01,blackout-long,1536,rf,1,all_z,-0.5440,0.7633,0.9325,3072
W01,blackout-long,2048,rf,1,RHOB,-6.0337,0.1391,0.1680,2048
W01,blackout-long,2048,rf,1,NPHI,-0.3668,0.0762,0.0932,2048
W01,blackout-long,2048,rf,1,all,0.9874,0.1077,0.1358,4096
W01,blackout-long,2048,rf,1,all_z,-0.4686,0.7760,0.9444,4096
W04,profile-long,256,rf,1,GR,-19.3514,19.2831,25.0955,256
W04,profile-long,256,rf,1,RHOB,-0.8093,0.0491,0.0588,256
W04,profile-long,256,rf,1,NPHI,-0.5728,0.0279,0.0356,256
W04,profile-long,256,rf,1,all,-0.9214,6.4533,14.4890,768
W04,profile-long,256,rf,1,all_z,0.4217,0.3762,0.4957,768
W04,profile-long,384,rf,1,GR,-4.4317,19.3606,24.9478,384
W04,profile-long,384,rf,1,RHOB,0.0461,0.0510,0.0636,384
W04,profile-long,384,rf,1,NPHI,0.4844,0.0334,0.0435,384
W04,profile-long,384,rf,1,all,-0.1244,6.4817,14.4037,1152
W04,profile-long,384,rf,1,all_z,0.4246,0.3995,0.5234,1152
W04,profile-long,512,rf,1,GR,-4.8561,20.5720,26.9057,512
W04,profile-long,512,rf,1,RHOB,0.3742,0.0588,0.0771,512
W04,profile-long,512,rf,1,NPHI,0.6695,0.0377,0.0492,512
W04,profile-long,512,rf,1,all,-0.2034,6.8895,15.5341,1536
W04,profile-long,512,rf,1,all_z,0.3849,0.4425,0.5874,1536
W04,profile-long,768,rf,1,GR,-7.0246,22.3482,30.0587,768
W04,profile-long,768,rf,1,RHOB,0.1407,0.0700,0.0964,768
W04,profile-long,768,rf,1,NPHI,0.5737,0.0462,0.0616,768
W04,profile-long,768,rf,1,all,-0.4702,7.4881,17.3545,2304
W04,profile-long,768,rf,1,all_z,0.1847,0.5121,0.6966,2304
