well,regime,L,method,seed,log,r2,mae,rmse,n
W01,blackout-long,2048,gnn,2,RHOB,-1.4451,0.0855,0.0990,2048
W01,blackout-long,2048,gnn,2,NPHI,0.4737,0.0482,0.0578,2048
W01,blackout-long,2048,gnn,2,all,0.9955,0.0669,0.0811,4096
W01,blackout-long,2048,gnn,2,all_z,0.4653,0.4835,0.5698,4096
W04,profile-long,256,gnn,2,GR,-34.0065,31.4676,32.9134,256
W04,profile-long,256,gnn,2,RHOB,-0.5425,0.0449,0.0542,256
W04,profile-long,256,gnn,2,NPHI,0.4124,0.0158,0.0218,256
W04,profile-long,256,gnn,2,all,-2.3050,10.5094,19.0026,768
W04,profile-long,256,gnn,2,all_z,0.2481,0.4350,0.5652,768
W04,profile-long,384,gnn,2,GR,-7.4581,29.0286,31.1316,384
W04,profile-long,384,gnn,2,RHOB,0.2598,0.0442,0.0560,384
W04,profile-long,384,gnn,2,NPHI,0.5909,0.0277,0.0387,384
W04,profile-long,384,gnn,2,all,-0.7509,9.7001,17.9739,1152
W04,profile-long,384,gnn,2,all_z,0.3072,0.4514,0.5742,1152
W04,profile-long,512,gnn,2,GR,-7.9568,30.0436,33.2749,512
W04,profile-long,512,gnn,2,RHOB,0.6815,0.0437,0.0550,512
W04,profile-long,512,gnn,2,NPHI,0.6186,0.0376,0.0529,512
W04,profile-long,512,gnn,2,all,-0.8406,10.0416,19.2113,1536
W04,profile-long,512,gnn,2,all_z,0.2785,0.4928,0.6362,1536
W04,profile-long,768,gnn,2,GR,-10.9014,32.1206,36.6064,768
W04,profile-long,768,gnn,2,RHOB,0.6313,0.0486,0.0631,768
W04,profile-long,768,gnn,2,NPHI,0.5360,0.0461,0.0643,768
W04,profile-long,768,gnn,2,all,-1.1804,10.7384,21.1348,2304
W04,profile-long,768,gnn,2,all_z,0.1261,0.5505,0.7212,2304
W04,profile-long,1024,gnn,2,GR,-6.6540,32.5940,36.8160,1024
W04,profile-long,1024,gnn,2,RHOB,0.5730,0.0697,0.0987,1024
W04,profile-long,1024,gnn,2,NPHI,0.6021,0.0460,0.0622,1024
W04,profile-long,1024,gnn,2,all,-0.7910,10.9032,21.2558,3072
W04,profile-long,1024,gnn,2,all_z,0.2211,0.6020,0.7762,3072
W04,profile-long,1536,gnn,2,GR,-3.8131,29.0580,33.4133,1536
W04,profile-long,1536,gnn,2,RHOB,0.5193,0.0830,0.1129,1536
W04,profile-long,1536,gnn,2,NPHI,0.6580,0.0445,0.0600,1536
W04,profile-long,1536,gnn,2,all,-0.1372,9.7285,19.2913,4608
W04,profile-long,1536,gnn,2,all_z,0.3598,0.5955,0.7631,4608
W04,profile-long,2048,gnn,2,GR,-1.5783,27.6577,31.9238,2048
W04,profile-long,2048,gnn,2,RHOB,0.4525,0.0912,0.1196,2048
W04,profile-long,2048,gnn,2,NPHI,0.6835,0.0463,0.0612,2048
W04,profile-long,2048,gnn,2,all,0.2729,9.2650,18.4314,6144
W04,profile-long,2048,gnn,2,all_z,0.4721,0.6073,0.7666,6144
W04,blackout-long,256,gnn,2,RHOB,-4.8032,0.0948,0.1052,256
W04,blackout-long,256,gnn,2,NPHI,-1.1540,0.0352,0.0417,256
W04,blackout-long,256,gnn,2,all,0.9958,0.0650,0.0800,512
W04,blackout-long,256,gnn,2,all_z,0.2814,0.4973,0.5837,512
W04,blackout-long,384,gnn,2,RHOB,-1.4645,0.0892,0.1022,384
W04,blackout-long,384,gnn,2,NPHI,0.0336,0.0489,0.0595,384
W04,blackout-long,384,gnn,2,all,0.9954,0.0690,0.0836,768
W04,blackout-long,384,gnn,2,all_z,0.2497,0.5473,0.6463,768
W04,blackout-long,512,gnn,2,RHOB,-0.3792,0.0980,0.1144,512
W04,blackout-long,512,gnn,2,NPHI,0.1134,0.0624,0.0806,512
W04,blackout-long,512,gnn,2,all,0.9933,0.0802,0.0990,1024
W04,blackout-long,512,gnn,2,all_z,0.0890,0.6450,0.7925,1024
W04,blackout-long,768,gnn,2,RHOB,-0.2225,0.0970,0.1150,768
W04,blackout-long,768,gnn,2,NPHI,0.0744,0.0710,0.0908,768
W04,blackout-long,768,gnn,2,all,0.9925,0.0840,0.1036,1536
W04,blackout-long,768,gnn,2,all_z,0.0295,0.6850,0.8479,1536
W04,blackout-long,1024,gnn,2,RHOB,-0.1035,0.1233,0.1586,1024
W04,blackout-long,1024,gnn,2,NPHI,0.0030,0.0797,0.0985,1024
W04,blackout-long,1024,gnn,2,all,0.9870,0.1015,0.1320,2048
W04,blackout-long,1024,gnn,2,all_z,-0.0438,0.8176,1.0321,2048
W04,blackout-long,1536,gnn,2,RHOB,-0.2743,0.1462,0.1839,1536
W04,blackout-long,1536,gnn,2,NPHI,-0.0384,0.0865,0.1046,1536
W04,blackout-long,1536,gnn,2,all,0.9825,0.1163,0.1496,3072
W04,blackout-long,1536,gnn,2,all_z,-0.0710,0.9290,1.1513,3072
W04,blackout-long,2048,gnn,2,RHOB,-0.5278,0.1647,0.1998,2048
W04,blackout-long,2048,gnn,2,NPHI,-0.0708,0.0945,0.1126,2048
W04,blackout-long,2048,gnn,2,all,0.9783,0.1296,0.1622,4096
W04,blackout-long,2048,gnn,2,all_z,-0.0297,1.0319,1.2465,4096
W01,profile-long,256,locf,0,GR,-0.5511,26.9998,32.1623,256
W01,profile-long,256,locf,0,RHOB,-1.3698,0.0519,0.0560,256
W01,profile-long,256,locf,0,NPHI,0.0708,0.0634,0.0766,256
W01,profile-long,256,locf,0,all,0.7182,9.0383,18.5690,768
W01,profile-long,256,locf,0,all_z,-0.1827,0.5606,0.7036,768
W01,profile-long,384,locf,0,GR,-0.3315,27.3637,30.2382,384
W01,profile-long,384,locf,0,RHOB,-3.3745,0.0749,0.0849,384
W01,profile-long,384,locf,0,NPHI,-0.1356,0.0782,0.0882,384
W01,profile-long,384,locf,0,all,0.7372,9.1722,17.4582,1152
W01,profile-long,384,locf,0,all_z,-0.2650,0.6566,0.7535,1152
W01,profile-long,512,locf,0,GR,-0.0579,22.5122,26.1418,512
W01,profile-long,512,locf,0,RHOB,-3.2379,0.0699,0.0828,512
W01,profile-long,512,locf,0,NPHI,0.0813,0.0669,0.0759,512
W01,profile-long,512,locf,0,all,0.8013,7.5496,15.0931,1536
W01,profile-long,512,locf,0,all_z,-0.0506,0.5647,0.6633,1536
W01,profile-long,768,locf,0,GR,-0.0253,23.6715,26.9446,768
W01,profile-long,768,locf,0,RHOB,-2.6943,0.0889,0.1048,768
W01,profile-long,768,locf,0,NPHI,-0.0529,0.0740,0.0847,768
W01,profile-long,768,locf,0,all,0.7551,7.9448,15.5567,2304
W01,profile-long,768,locf,0,all_z,-0.0632,0.6359,0.7367,2304
W01,profile-long,1024,locf,0,GR,0.0518,24.7341,28.0607,1024
W01,profile-long,1024,locf,0,RHOB,-1.9489,0.0989,0.1158,1024
W01,profile-long,1024,locf,0,NPHI,-0.0032,0.0780,0.0906,1024
W01,profile-long,1024,locf,0,all,0.7260,8.3037,16.2011,3072
W01,profile-long,1024,locf,0,all_z,-0.0009,0.6786,0.7870,3072
W01,profile-long,1536,locf,0,GR,-0.0222,27.7958,31.0462,1536
W01,profile-long,1536,locf,0,RHOB,-2.2731,0.0997,0.1150,1536
W01,profile-long,1536,locf,0,NPHI,-0.0711,0.0739,0.0866,1536
W01,profile-long,1536,locf,0,all,0.5969,9.3231,17.9247,4608
W01,profile-long,1536,locf,0,all_z,0.0109,0.6964,0.8023,4608
W01,profile-long,2048,locf,0,GR,-0.0607,26.9852,30.3432,2048
W01,profile-long,2048,locf,0,RHOB,-2.6050,0.1040,0.1203,2048
W01,profile-long,2048,locf,0,NPHI,-0.1663,0.0731,0.0861,2048
W01,profile-long,2048,locf,0,all,0.5701,9.0541,17.5189,6144
W01,profile-long,2048,locf,0,all_z,0.0314,0.6947,0.8025,6144
W01,blackout-long,256,locf,0,RHOB,-1.3698,0.0519,0.0560,256
W01,blackout-long,256,locf,0,NPHI,0.0708,0.0634,0.0766,256
W01,blackout-long,256,locf,0,all,0.9967,0.0576,0.0671,512
W01,blackout-long,256,locf,0,all_z,0.0635,0.4555,0.5667,512
W01,blackout-long,384,locf,0,RHOB,-3.3745,0.0749,0.0849,384
W01,blackout-long,384,locf,0,NPHI,-0.1356,0.0782,0.0882,384
W01,blackout-long,384,locf,0,all,0.9946,0.0765,0.0866,768
W01,blackout-long,384,locf,0,all_z,-0.2435,0.5944,0.6923,768
W01,blackout-long,512,locf,0,RHOB,-3.2379,0.0699,0.0828,512
W01,blackout-long,512,locf,0,NPHI,0.0813,0.0669,0.0759,512
W01,blackout-long,512,locf,0,all,0.9954,0.0684,0.0794,1024
W01,blackout-long,512,locf,0,all_z,-0.0693,0.5258,0.6178,1024
W01,blackout-long,768,locf,0,RHOB,-2.6943,0.0889,0.1048,768
W01,blackout-long,768,locf,0,NPHI,-0.0529,0.0740,0.0847,768
W01,blackout-long,768,locf,0,all,0.9936,0.0814,0.0953,1536
W01,blackout-long,768,locf,0,all_z,-0.0862,0.6161,0.7200,1536
W01,blackout-long,1024,locf,0,RHOB,-1.9489,0.0989,0.1158,1024
W01,blackout-long,1024,locf,0,NPHI,-0.0032,0.0780,0.0906,1024
W01,blackout-long,1024,locf,0,all,0.9924,0.0884,0.1040,2048
W01,blackout-long,1024,locf,0,all_z,-0.0334,0.6649,0.7800,2048
W01,blackout-long,1536,locf,0,RHOB,-2.2731,0.0997,0.1150,1536
W01,blackout-long,1536,locf,0,NPHI,-0.0711,0.0739,0.0866,1536
W01,blackout-long,1536,locf,0,all,0.9928,0.0868,0.1018,3072
W01,blackout-long,1536,locf,0,all_z,-0.0173,0.6480,0.7569,3072
W01,blackout-long,2048,locf,0,RHOB,-2.6050,0.1040,0.1203,2048
W01,blackout-long,2048,locf,0,NPHI,-0.1663,0.0731,0.0861,2048
W01,blackout-long,2048,locf,0,all,0.9925,0.0885,0.1046,4096
W01,blackout-long,2048,locf,0,all_z,0.0268,0.6569,0.7688,4096
W04,profile-long,256,locf,0,GR,-19.0403,23.5768,24.9029,256
W04,profile-long,256,locf,0,RHOB,-0.9513,0.0537,0.0610,256
W04,profile-long,256,locf,0,NPHI,-4.5679,0.0586,0.0670,256
W04,profile-long,256,locf,0,all,-0.8920,7.8963,14.3778,768
W04,profile-long,256,locf,0,all_z,0.1615,0.5277,0.5969,768
W04,profile-long,384,locf,0,GR,-5.0353,24.6020,26.2976,384
W04,profile-long,384,locf,0,RHOB,-0.1041,0.0565,0.0684,384
W04,profile-long,384,locf,0,NPHI,-0.2920,0.0588,0.0688,384
W04,profile-long,384,locf,0,all,-0.2494,8.2391,15.1831,1152
W04,profile-long,384,locf,0,all_z,0.1677,0.5439,0.6294,1152
W04,profile-long,512,locf,0,GR,-4.4307,23.6186,25.9100,512
W04,profile-long,512,locf,0,RHOB,-0.2410,0.0870,0.1085,512
W04,profile-long,512,locf,0,NPHI,-0.5563,0.0913,0.1068,512
W04,profile-long,512,locf,0,all,-0.1160,7.9323,14.9594,1536
W04,profile-long,512,locf,0,all_z,-0.2919,0.7130,0.8513,1536
W04,profile-long,768,locf,0,GR,-5.7980,26.0347,27.6662,768
W04,profile-long,768,locf,0,RHOB,0.0357,0.0821,0.1021,768
W04,profile-long,768,locf,0,NPHI,-0.0608,0.0872,0.0972,768
W04,profile-long,768,locf,0,all,-0.2454,8.7347,15.9733,2304
W04,profile-long,768,locf,0,all_z,-0.1093,0.7099,0.8125,2304
W04,profile-long,1024,locf,0,GR,-2.6348,23.2255,25.3708,1024
W04,profile-long,1024,locf,0,RHOB,0.4269,0.0936,0.1143,1024
W04,profile-long,1024,locf,0,NPHI,0.0517,0.0834,0.0960,1024
W04,profile-long,1024,locf,0,all,0.1494,7.8008,14.6481,3072
W04,profile-long,1024,locf,0,all_z,0.1418,0.6977,0.8147,3072
W04,profile-long,1536,locf,0,GR,-1.6575,21.9863,24.8283,1536
W04,profile-long,1536,locf,0,RHOB,-0.0623,0.1298,0.1679,1536
W04,profile-long,1536,locf,0,NPHI,0.0236,0.0875,0.1014,1536
W04,profile-long,1536,locf,0,all,0.3720,7.4012,14.3351,4608
W04,profile-long,1536,locf,0,all_z,-0.0151,0.7819,0.9608,4608
W04,profile-long,2048,locf,0,GR,-0.5085,21.2884,24.4183,2048
W04,profile-long,2048,locf,0,RHOB,-0.3049,0.1470,0.1847,2048
W04,profile-long,2048,locf,0,NPHI,0.0188,0.0925,0.1078,2048
W04,profile-long,2048,locf,0,all,0.5746,7.1760,14.0984,6144
W04,profile-long,2048,locf,0,all_z,0.0535,0.8314,1.0265,6144
W04,blackout-long,256,locf,0,RHOB,-0.9513,0.0537,0.0610,256
W04,blackout-long,256,locf,0,NPHI,-4.5679,0.0586,0.0670,256
W04,blackout-long,256,locf,0,all,0.9973,0.0561,0.0641,512
W04,blackout-long,256,locf,0,all_z,0.3413,0.4760,0.5588,512
W04,blackout-long,384,locf,0,RHOB,-0.1041,0.0565,0.0684,384
W04,blackout-long,384,locf,0,NPHI,-0.2920,0.0588,0.0688,384
W04,blackout-long,384,locf,0,all,0.9969,0.0577,0.0686,768
W04,blackout-long,384,locf,0,all_z,0.3775,0.4867,0.5887,768
W04,blackout-long,512,locf,0,RHOB,-0.2410,0.0870,0.1085,512
W04,blackout-long,512,locf,0,NPHI,-0.5563,0.0913,0.1068,512
W04,blackout-long,512,locf,0,all,0.9920,0.0892,0.1077,1024
W04,blackout-long,512,locf,0,all_z,-0.2282,0.7535,0.9201,1024
W04,blackout-long,768,locf,0,RHOB,0.0357,0.0821,0.1021,768
W04,blackout-long,768,locf,0,NPHI,-0.0608,0.0872,0.0972,768
W04,blackout-long,768,locf,0,all,0.9930,0.0847,0.0997,1536
W04,blackout-long,768,locf,0,all_z,0.0333,0.7164,0.8462,1536
W04,blackout-long,1024,locf,0,RHOB,0.4269,0.0936,0.1143,1024
W04,blackout-long,1024,locf,0,NPHI,0.0517,0.0834,0.0960,1024
W04,blackout-long,1024,locf,0,all,0.9917,0.0885,0.1056,2048
W04,blackout-long,1024,locf,0,all_z,0.2502,0.7357,0.8747,2048
W04,blackout-long,1536,locf,0,RHOB,-0.0623,0.1298,0.1679,1536
W04,blackout-long,1536,locf,0,NPHI,0.0236,0.0875,0.1014,1536
W04,blackout-long,1536,locf,0,all,0.9850,0.1086,0.1387,3072
W04,blackout-long,1536,locf,0,all_z,0.0594,0.8787,1.0789,3072
W04,blackout-long,2048,locf,0,RHOB,-0.3049,0.1470,0.1847,2048
W04,blackout-long,2048,locf,0,NPHI,0.0188,0.0925,0.1078,2048
W04,blackout-long,2048,locf,0,all,0.9812,0.1198,0.1512,4096
W04,blackout-long,2048,locf,0,all_z,0.0940,0.9622,1.1692,4096
W01,profile-long,256,locf,1,GR,-0.5511,26.9998,32.1623,256
W01,profile-long,256,locf,1,RHOB,-1.3698,0.0519,0.0560,256
W01,profile-long,256,locf,1,NPHI,0.0708,0.0634,0.0766,256
W01,profile-long,256,locf,1,all,0.7182,9.0383,18.5690,768
W01,profile-long,256,locf,1,all_z,-0.1827,0.5606,0.7036,768
W01,profile-long,384,locf,1,GR,-0.3315,27.3637,30.2382,384
W01,profile-long,384,locf,1,RHOB,-3.3745,0.0749,0.0849,384
W01,profile-long,384,locf,1,NPHI,-0.1356,0.0782,0.0882,384
W01,profile-long,384,locf,1,all,0.7372,9.1722,17.4582,1152
W01,profile-long,384,locf,1,all_z,-0.2650,0.6566,0.7535,1152
W01,profile-long,512,locf,1,GR,-0.0579,22.5122,26.1418,512
W01,profile-long,512,locf,1,RHOB,-3.2379,0.0699,0.0828,512
W01,profile-long,512,locf,1,NPHI,0.0813,0.0669,0.0759,512
W01,profile-long,512,locf,1,all,0.8013,7.5496,15.0931,1536
W01,profile-long,512,locf,1,all_z,-0.0506,0.5647,0.6633,1536
W01,profile-long,768,locf,1,GR,-0.0253,23.6715,26.9446,768
W01,profile-long,768,locf,1,RHOB,-2.6943,0.0889,0.1048,768
W01,profile-long,768,locf,1,NPHI,-0.0529,0.0740,0.0847,768
W01,profile-long,768,locf,1,all,0.7551,7.9448,15.5567,2304
W01,profile-long,768,locf,1,all_z,-0.0632,0.6359,0.7367,2304
W01,profile-long,1024,locf,1,GR,0.0518,24.7341,28.0607,1024
W01,profile-long,1024,locf,1,RHOB,-1.9489,0.0989,0.1158,1024
W01,profile-long,1024,locf,1,NPHI,-0.0032,0.0780,0.0906,1024
W01,profile-long,1024,locf,1,all,0.7260,8.3037,16.2011,3072
W01,profile-long,1024,locf,1,all_z,-0.0009,0.6786,0.7870,3072
W01,profile-long,1536,locf,1,GR,-0.0222,27.7958,31.0462,1536
W01,profile-long,1536,locf,1,RHOB,-2.2731,0.0997,0.1150,1536
W01,profile-long,1536,locf,1,NPHI,-0.0711,0.0739,0.0866,1536
W01,profile-long,1536,locf,1,all,0.5969,9.3231,17.9247,4608
W01,profile-long,1536,locf,1,all_z,0.0109,0.6964,0.8023,4608
W01,profile-long,2048,locf,1,GR,-0.0607,26.9852,30.3432,2048
W01,profile-long,2048,locf,1,RHOB,-2.6050,0.1040,0.1203,2048
W01,profile-long,2048,locf,1,NPHI,-0.1663,0.0731,0.0861,2048
W01,profile-long,2048,locf,1,all,0.5701,9.0541,17.5189,6144
W01,profile-long,2048,locf,1,all_z,0.0314,0.6947,0.8025,6144
W01,blackout-long,256,locf,1,RHOB,-1.3698,0.0519,0.0560,256
W01,blackout-long,256,locf,1,NPHI,0.0708,0.0634,0.0766,256
W01,blackout-long,256,locf,1,all,0.9967,0.0576,0.0671,512
W01,blackout-long,256,locf,1,all_z,0.0635,0.4555,0.5667,512
W01,blackout-long,384,locf,1,RHOB,-3.3745,0.0749,0.0849,384
W01,blackout-long,384,locf,1,NPHI,-0.1356,0.0782,0.0882,384
W01,blackout-long,384,locf,1,all,0.9946,0.0765,0.0866,768
W01,blackout-long,384,locf,1,all_z,-0.2435,0.5944,0.6923,768
W01,blackout-long,512,locf,1,RHOB,-3.2379,0.0699,0.0828,512
W01,blackout-long,512,locf,1,NPHI,0.0813,0.0669,0.0759,512
W01,blackout-long,512,locf,1,all,0.9954,0.0684,0.0794,1024
W01,blackout-long,512,locf,1,all_z,-0.0693,0.5258,0.6178,1024
W01,blackout-long,768,locf,1,RHOB,-2.6943,0.0889,0.1048,768
W01,blackout-long,768,locf,1,NPHI,-0.0529,0.0740,0.0847,768
W01,blackout-long,768,locf,1,all,0.9936,0.0814,0.0953,1536
W01,blackout-long,768,locf,1,all_z,-0.0862,0.6161,0.7200,1536
W01,blackout-long,1024,locf,1,RHOB,-1.9489,0.0989,0.1158,1024
W01,blackout-long,1024,locf,1,NPHI,-0.0032,0.0780,0.0906,1024
W01,blackout-long,1024,locf,1,all,0.9924,0.0884,0.1040,2048
W01,blackout-long,1024,locf,1,all_z,-0.0334,0.6649,0.7800,2048
W01,blackout-long,1536,locf,1,RHOB,-2.2731,0.0997,0.1150,1536
W01,blackout-long,1536,locf,1,NPHI,-0.0711,0.0739,0.0866,1536
W01,blackout-long,1536,locf,1,all,0.9928,0.0868,0.1018,3072
W01,blackout-long,1536,locf,1,all_z,-0.0173,0.6480,0.7569,3072
W01,blackout-long,2048,locf,1,RHOB,-2.6050,0.1040,0.1203,2048
W01,blackout-long,2048,locf,1,NPHI,-0.1663,0.0731,0.0861,2048
W01,blackout-long,2048,locf,1,all,0.9925,0.0885,0.1046,4096
W01,blackout-long,2048,locf,1,all_z,0.0268,0.6569,0.7688,4096
W04,profile-long,256,locf,1,GR,-19.0403,23.5768,24.9029,256
W04,profile-long,256,locf,1,RHOB,-0.9513,0.0537,0.0610,256
W04,profile-long,256,locf,1,NPHI,-4.5679,0.0586,0.0670,256
W04,profile-long,256,locf,1,all,-0.8920,7.8963,14.3778,768
W04,profile-long,256,locf,1,all_z,0.1615,0.5277,0.5969,768
W04,profile-long,384,locf,1,GR,-5.0353,24.6020,26.2976,384
W04,profile-long,384,locf,1,RHOB,-0.1041,0.0565,0.0684,384
W04,profile-long,384,locf,1,NPHI,-0.2920,0.0588,0.0688,384
W04,profile-long,384,locf,1,all,-0.2494,8.2391,15.1831,1152
W04,profile-long,384,locf,1,all_z,0.1677,0.5439,0.6294,1152
W04,profile-long,512,locf,1,GR,-4.4307,23.6186,25.9100,512
W04,profile-long,512,locf,1,RHOB,-0.2410,0.0870,0.1085,512
W04,profile-long,512,locf,1,NPHI,-0.5563,0.0913,0.1068,512
W04,profile-long,512,locf,1,all,-0.1160,7.9323,14.9594,1536
W04,profile-long,512,locf,1,all_z,-0.2919,0.7130,0.8513,1536
W04,profile-long,768,locf,1,GR,-5.7980,26.0347,27.6662,768
W04,profile-long,768,locf,1,RHOB,0.0357,0.0821,0.1021,768
W04,profile-long,768,locf,1,NPHI,-0.0608,0.0872,0.0972,768
W04,profile-long,768,locf,1,all,-0.2454,8.7347,15.9733,2304
W04,profile-long,768,locf,1,all_z,-0.1093,0.7099,0.8125,2304
W04,profile-long,1024,locf,1,GR,-2.6348,23.2255,25.3708,1024
W04,profile-long,1024,locf,1,RHOB,0.4269,0.0936,0.1143,1024
W04,profile-long,1024,locf,1,NPHI,0.0517,0.0834,0.0960,1024
W04,profile-long,1024,locf,1,all,0.1494,7.8008,14.6481,3072
W04,profile-long,1024,locf,1,all_z,0.1418,0.6977,0.8147,3072
W04,profile-long,1536,locf,1,GR,-1.6575,21.9863,24.8283,1536
W04,profile-long,1536,locf,1,RHOB,-0.0623,0.1298,0.1679,1536
W04,profile-long,1536,locf,1,NPHI,0.0236,0.0875,0.1014,1536
W04,profile-long,1536,locf,1,all,0.3720,7.4012,14.3351,4608
W04,profile-long,1536,locf,1,all_z,-0.0151,0.7819,0.9608,4608
W04,profile-long,2048,locf,1,GR,-0.5085,21.2884,24.4183,2048
W04,profile-long,2048,locf,1,RHOB,-0.3049,0.1470,0.1847,2048
W04,profile-long,2048,locf,1,NPHI,0.0188,0.0925,0.1078,2048
W04,profile-long,2048,locf,1,all,0.5746,7.1760,14.0984,6144
W04,profile-long,2048,locf,1,all_z,0.0535,0.8314,1.0265,6144
W04,blackout-long,256,locf,1,RHOB,-0.9513,0.0537,0.0610,256
W04,blackout-long,256,locf,1,NPHI,-4.5679,0.0586,0.0670,256
W04,blackout-long,256,locf,1,all,0.9973,0.0561,0.0641,512
W04,blackout-long,256,locf,1,all_z,0.3413,0.4760,0.5588,512
W04,blackout-long,384,locf,1,RHOB,-0.1041,0.0565,0.0684,384
W04,blackout-long,384,locf,1,NPHI,-0.2920,0.0588,0.0688,384
W04,blackout-long,384,locf,1,all,0.9969,0.0577,0.0686,768
W04,blackout-long,384,locf,1,all_z,0.3775,0.4867,0.5887,768
W04,blackout-long,512,locf,1,RHOB,-0.2410,0.0870,0.1085,512
W04,blackout-long,512,locf,1,NPHI,-0.5563,0.0913,0.1068,512
W04,blackout-long,512,locf,1,all,0.9920,0.0892,0.1077,1024
W04,blackout-long,512,locf,1,all_z,-0.2282,0.7535,0.9201,1024
W04,blackout-long,768,locf,1,RHOB,0.0357,0.0821,0.1021,768
W04,blackout-long,768,locf,1,NPHI,-0.0608,0.0872,0.0972,768
W04,blackout-long,768,locf,1,all,0.9930,0.0847,0.0997,1536
W04,blackout-long,768,locf,1,all_z,0.0333,0.7164,0.8462,1536
W04,blackout-long,1024,locf,1,RHOB,0.4269,0.0936,0.1143,1024
W04,blackout-long,1024,locf,1,NPHI,0.0517,0.0834,0.0960,1024
W04,blackout-long,1024,locf,1,all,0.9917,0.0885,0.1056,2048
W04,blackout-long,1024,locf,1,all_z,0.2502,0.7357,0.8747,2048
W04,blackout-long,1536,locf,1,RHOB,-0.0623,0.1298,0.1679,1536
W04,blackout-long,1536,locf,1,NPHI,0.0236,0.0875,0.1014,1536
W04,blackout-long,1536,locf,1,all,0.9850,0.1086,0.1387,3072
W04,blackout-long,1536,locf,1,all_z,0.0594,0.8787,1.0789,3072
W04,blackout-long,2048,locf,1,RHOB,-0.3049,0.1470,0.1847,2048
W04,blackout-long,2048,locf,1,NPHI,0.0188,0.0925,0.1078,2048
W04,blackout-long,2048,locf,1,all,0.9812,0.1198,0.1512,4096
W04,blackout-long,2048,locf,1,all_z,0.0940,0.9622,1.1692,4096
W01,profile-long,256,locf,2,GR,-0.5511,26.9998,32.1623,256
W01,profile-long,256,locf,2,RHOB,-1.3698,0.0519,0.0560,256
W01,profile-long,256,locf,2,NPHI,0.0708,0.0634,0.0766,256
W01,profile-long,256,locf,2,all,0.7182,9.0383,18.5690,768
W01,profile-long,256,locf,2,all_z,-0.1827,0.5606,0.7036,768
W01,profile-long,384,locf,2,GR,-0.3315,27.3637,30.2382,384
W01,profile-long,384,locf,2,RHOB,-3.3745,0.0749,0.0849,384
W01,profile-long,384,locf,2,NPHI,-0.1356,0.0782,0.0882,384
W01,profile-long,384,locf,2,all,0.7372,9.1722,17.4582,1152
W01,profile-long,384,locf,2,all_z,-0.2650,0.6566,0.7535,1152
W01,profile-long,512,locf,2,GR,-0.0579,22.5122,26.1418,512
W01,profile-long,512,locf,2,RHOB,-3.2379,0.0699,0.0828,512
W01,profile-long,512,locf,2,NPHI,0.0813,0.0669,0.0759,512
W01,profile-long,512,locf,2,all,0.8013,7.5496,15.0931,1536
W01,profile-long,512,locf,2,all_z,-0.0506,0.5647,0.6633,1536
W01,profile-long,768,locf,2,GR,-0.0253,23.6715,26.9446,768
W01,profile-long,768,locf,2,RHOB,-2.6943,0.0889,0.1048,768
W01,profile-long,768,locf,2,NPHI,-0.0529,0.0740,0.0847,768
W01,profile-long,768,locf,2,all,0.7551,7.9448,15.5567,2304
W01,profile-long,768,locf,2,all_z,-0.0632,0.6359,0.7367,2304
W01,profile-long,1024,locf,2,GR,0.0518,24.7341,28.0607,1024
W01,profile-long,1024,locf,2,RHOB,-1.9489,0.0989,0.1158,1024
W01,profile-long,1024,locf,2,NPHI,-0.0032,0.0780,0.0906,1024
W01,profile-long,1024,locf,2,all,0.7260,8.3037,16.2011,3072
W01,profile-long,1024,locf,2,all_z,-0.0009,0.6786,0.7870,3072
W01,profile-long,1536,locf,2,GR,-0.0222,27.7958,31.0462,1536
W01,profile-long,1536,locf,2,RHOB,-2.2731,0.0997,0.1150,1536
W01,profile-long,1536,locf,2,NPHI,-0.0711,0.0739,0.0866,1536
W01,profile-long,1536,locf,2,all,0.5969,9.3231,17.9247,4608
W01,profile-long,1536,locf,2,all_z,0.0109,0.6964,0.8023,4608
W01,profile-long,2048,locf,2,GR,-0.0607,26.9852,30.3432,2048
W01,profile-long,2048,locf,2,RHOB,-2.6050,0.1040,0.1203,2048
W01,profile-long,2048,locf,2,NPHI,-0.1663,0.0731,0.0861,2048
W01,profile-long,2048,locf,2,all,0.5701,9.0541,17.5189,6144
W01,profile-long,2048,locf,2,all_z,0.0314,0.6947,0.8025,6144
W01,blackout-long,256,locf,2,RHOB,-1.3698,0.0519,0.0560,256
W01,blackout-long,256,locf,2,NPHI,0.0708,0.0634,0.0766,256
W01,blackout-long,256,locf,2,all,0.9967,0.0576,0.0671,512
W01,blackout-long,256,locf,2,all_z,0.0635,0.4555,0.5667,512
W01,blackout-long,384,locf,2,RHOB,-3.3745,0.0749,0.0849,384
W01,blackout-long,384,locf,2,NPHI,-0.1356,0.0782,0.0882,384
W01,blackout-long,384,locf,2,all,0.9946,0.0765,0.0866,768
W01,blackout-long,384,locf,2,all_z,-0.2435,0.5944,0.6923,768
W01,blackout-long,512,locf,2,RHOB,-3.2379,0.0699,0.0828,512
W01,blackout-long,512,locf,2,NPHI,0.0813,0.0669,0.0759,512
W01,blackout-long,512,locf,2,all,0.9954,0.0684,0.0794,1024
W01,blackout-long,512,locf,2,all_z,-0.0693,0.5258,0.6178,1024
W01,blackout-long,768,locf,2,RHOB,-2.6943,0.0889,0.1048,768
