seed,method,scenario,fold,log,mae,rmse,r2,cc,n
4,brits,single,18,GR,2.2842036437988282,2.7605179509676705,0.9944089094669364,0.9995746163587421,25
4,brits,single,18,RHOB,0.007543182373046875,0.010190754211199271,0.9943523143883117,0.9984717891993614,15
4,brits,single,18,NPHI,0.004107225579874856,0.00577316982156782,0.9957984295328367,0.998220303975706,35
4,brits,block,18,all,19.764720662157327,33.371102050411366,0.6021848047840137,0.9066866480392094,1020
4,brits,block,18,GR,37.27151758405898,45.86412948851488,-0.9560566056704314,0.36686743227159957,540
4,brits,block,18,RHOB,0.07359605942453656,0.08539254756828542,0.18838919002946308,0.5254721369312676,280
4,brits,block,18,NPHI,0.06394341684877873,0.07407943500335368,0.48568674223507247,0.9206464412746543,200
4,brits,profile,18,all,15.279155556814901,29.35677829828084,0.6333540175895747,0.9071696474637594,3840
4,brits,profile,18,GR,38.04198508461317,46.41686411237433,-1.0082521892482919,0.1775897660185576,1536
4,brits,profile,18,RHOB,0.11577285014625106,0.14343018971615176,-0.3177288754268721,-0.41450984105161637,1792
4,brits,profile,18,NPHI,0.06250644676038064,0.07359049258255537,-0.44039393124002935,0.21104699774373167,512
4,brits,blackout,18,all,14.12128107762145,29.19685353836729,0.6317795895312224,0.9273673181901365,5409
4,brits,blackout,18,GR,44.06234853927948,51.68590818164983,-2.007450812603644,0.08735566880984519,1726
4,brits,blackout,18,RHOB,0.09350061475176707,0.1145601349015736,0.043805850123701195,0.36260716302310053,2036
4,brits,blackout,18,NPHI,0.08502035119820162,0.09742476980597588,-0.39330538354532596,0.3565745350967509,1647
4,gnn,single,0,all,11.777707493743476,23.728805806005276,0.683689374927023,0.8988652726794161,85
4,gnn,single,0,GR,33.23082323074341,39.94128642344757,-0.024115953032121773,0.621226944806947,30
4,gnn,single,0,RHOB,0.11983003616333007,0.15869367568336853,-0.37898702688577734,0.51184368131746,15
4,gnn,single,0,NPHI,0.05957473758608103,0.0725488089975195,-0.2754865691591968,0.700734701754498,40
4,gnn,block,0,all,10.80647809785758,20.542708823897193,0.7487234803344833,0.9208772700955693,1140
4,gnn,block,0,GR,22.739532541345667,29.847717831949385,0.45501740302066096,0.8198599391526127,540
4,gnn,block,0,RHOB,0.06971047083536784,0.09822959744251158,0.1663779103334515,0.6967401838107528,300
4,gnn,block,0,NPHI,0.06374772660123805,0.07777839668493308,0.1721990517121923,0.5959119809145356,300
4,gnn,profile,0,all,7.403777898703511,17.188775739526776,0.7669940342971112,0.9296464361300855,4352
4,gnn,profile,0,GR,20.824302149626117,28.932612464203146,0.5435520547314843,0.8570500278118603,1536
4,gnn,profile,0,RHOB,0.09126971279167467,0.12211897451606019,0.1920205920878838,0.5896683265020928,2304
4,gnn,profile,0,NPHI,0.048491982538962475,0.06161487499090377,0.4402019824879041,0.8857252486788604,512
4,gnn,blackout,0,all,8.81017178048381,19.532142944364423,0.7292000284864819,0.9171772944414134,6024
4,gnn,blackout,0,GR,26.742883364278935,34.13772030019306,0.3432648824705169,0.7844174153928414,1972
4,gnn,blackout,0,RHOB,0.0955331812398043,0.12515465387495836,0.10057550220566613,0.4463656912471237,2282
4,gnn,blackout,0,NPHI,0.0663853625351258,0.07836603842804468,-0.04027515481575206,0.4305883617281374,1770
4,gnn,single,1,all,0.06420135498046875,0.08223070007239221,-0.11043942294082632,0.03931519546453312,10
4,gnn,single,1,GR,,,,,0
4,gnn,single,1,RHOB,0.06420135498046875,0.08223070007239221,-0.11043942294082632,0.03931519546453312,10
4,gnn,single,1,NPHI,,,,,0
4,gnn,block,1,all,3.845093530540665,10.595457347633115,0.9057670708775425,0.9890411333207054,120
4,gnn,block,1,GR,22.846203994750976,25.953238484628038,-2.143327547592113,0.5415088188188696,20
4,gnn,block,1,RHOB,,,,,0
4,gnn,block,1,NPHI,0.044871437698602676,0.048395440069456765,-0.5489569566664076,0.33370216486494364,100
4,gnn,profile,1,all,0.08328149328008294,0.10692902249341912,-0.35686959252533335,-0.1522037660231113,512
4,gnn,profile,1,GR,,,,,0
4,gnn,profile,1,RHOB,0.08328149328008294,0.10692902249341912,-0.35686959252533335,-0.1522037660231113,512
4,gnn,profile,1,NPHI,,,,,0
4,gnn,blackout,1,all,9.979536248334483,16.765139904320957,0.8973236851592693,0.9577401412639471,816
4,gnn,blackout,1,GR,19.894515579822016,23.70933434276986,0.08934950072010239,0.5527385648252748,408
4,gnn,blackout,1,RHOB,0.08652323856949806,0.1055233104917955,-0.5456824836170282,-0.07322150107594093,192
4,gnn,blackout,1,NPHI,0.045031297538015574,0.06233281980330542,-0.7817367709986409,-0.05485682783594896,216
4,gnn,single,2,all,6.432070950869667,14.437851380750704,0.8628314592678021,0.9324657315685511,95
4,gnn,single,2,GR,20.18984972635905,25.691912236999727,-0.6949774929681893,-0.10545208893633476,30
4,gnn,single,2,RHOB,0.10893645286560058,0.12527625061605405,-0.002770838763129113,0.44017599984674843,20
4,gnn,single,2,NPHI,0.07050043298966355,0.08856538212765036,-0.16276396353442824,0.5569192299633612,45
4,gnn,block,2,all,10.67198484375332,23.18474141475348,0.5958146879688918,0.9105761412766907,1260
4,gnn,block,2,GR,24.779679305465134,35.41504804813912,-2.8110797294587084,0.5067504625991581,540
4,gnn,block,2,RHOB,0.08210158665974934,0.1020673559094831,0.5432858125863596,0.7834027112722288,300
4,gnn,block,2,NPHI,0.09772286233353605,0.11599313708092893,-1.0848252274985146,0.42433796099460347,420
4,gnn,profile,2,all,7.173291300297837,17.16010722423112,0.8061697133224761,0.912865319990254,4864
4,gnn,profile,2,GR,19.2887157031468,28.270744550210733,-1.028479889681241,0.32895784480092916,1792
4,gnn,profile,2,RHOB,0.11487987907603384,0.16203573177642894,0.21186629781216315,0.465438668268281,2560
4,gnn,profile,2,NPHI,0.06136299643549137,0.0662617855841397,0.14811325850493673,0.9320692545691432,512
4,gnn,blackout,2,all,11.0686719127613,22.652532954399188,0.6938300535406137,0.8506334942475624,6878
4,gnn,blackout,2,GR,31.556382438052243,38.35555614981159,-2.9307040112814664,-0.060983480431337306,2399
4,gnn,blackout,2,RHOB,0.11011752037218461,0.1459159104681312,0.02388694746337605,0.262557879719856,2489
4,gnn,blackout,2,NPHI,0.0766238386324202,0.09849229354275318,-0.50041334705646,0.30497104460782615,1990
4,gnn,single,3,all,7.309761203513207,15.05713671674785,0.6121312687895121,0.9019825756317286,340
4,gnn,single,3,GR,21.483867943805198,25.889792577301115,-0.07743084762420227,0.702398905735953,115
4,gnn,single,3,RHOB,0.05922846496105194,0.07402365994010662,0.7255508339662635,0.8674640063089369,80
4,gnn,single,3,NPHI,0.06852219627592071,0.08748403373950323,0.3401286246715026,0.8884581439186217,145
4,gnn,block,3,all,8.715357937492886,16.338638974603995,0.6186374989974325,0.9252927691512364,3760
4,gnn,block,3,GR,22.33806832849163,26.219819948508174,-0.3652624263186235,0.7016508947937762,1460
4,gnn,block,3,RHOB,0.05475312517955899,0.07174839330756758,0.7654971279603088,0.8880908817146048,1280
4,gnn,block,3,NPHI,0.08439420112317392,0.10076385579628964,-0.294298564492498,0.7604156810070886,1020
4,gnn,profile,3,all,8.517029780968802,16.383299422185306,0.4543444911365736,0.8858145078746217,17408
4,gnn,profile,3,GR,22.17622489396196,26.495139598794026,-0.2825001595311365,0.713391196658507,6656
4,gnn,profile,3,RHOB,0.059171522102717845,0.07448401376337759,0.7353466096054637,0.8606603976220486,7168
4,gnn,profile,3,NPHI,0.0656696602851038,0.08092121950519984,0.36290261039575544,0.860177448909932,3584
4,gnn,blackout,3,all,8.760043366875474,17.69567324848387,0.39317704692500965,0.8364888615167121,22177
4,gnn,blackout,3,GR,25.34669405687919,30.231411714191974,-0.6824190378076092,0.41342309018763634,7598
4,gnn,blackout,3,RHOB,0.12119802568181108,0.1611467151761094,-0.10439282180706067,0.5098441078893602,6661
4,gnn,blackout,3,NPHI,0.11113920863383916,0.1422096146288553,-0.9264946255504074,0.19219246340672136,7918
4,gnn,single,4,all,4.995022376240897,11.58187729704031,0.8981907644544794,0.9595754840924182,280
4,gnn,single,4,GR,16.26779017728918,21.01979619625471,0.639413320292271,0.8587535600151032,85
4,gnn,single,4,RHOB,0.09799563566843669,0.18137104824536296,0.21380475926347786,0.5211904500183576,75
4,gnn,single,4,NPHI,0.07078689668948451,0.09101245897314235,-0.021189123051937653,0.3540233809594688,120
