method,scenario,log,seed,mae,rmse,r2,cc,n
rf,block,GR,1,26.014180295947888,34.94632049299867,0.03230828531526686,0.4171345959836232,15580
rf,block,RHOB,1,0.07988382468872936,0.11522723476667923,0.502402346874106,0.7313790174663035,14980
rf,block,NPHI,1,0.049280383924011364,0.06450162517136904,0.6016663736611965,0.7856284378600504,17800
rf,profile,all,1,7.652342827210636,18.242887189666227,0.6423514199740309,0.8190911473066946,205312
rf,profile,GR,1,24.31206291374487,32.609212968223524,0.13943650938795027,0.500769321345957,64256
rf,profile,RHOB,1,0.07892231467283434,0.11029769948594031,0.4664574203525248,0.7151183598495424,66816
rf,profile,NPHI,1,0.049146317046061004,0.06495857455603443,0.6069884990830776,0.7873700183709774,74240
rf,blackout,all,1,12.666462192546078,25.762872485199082,0.36682253813034826,0.6885509197553928,278822
rf,blackout,GR,1,34.96498545946576,42.91590883893848,-0.4262146705991152,0.09761670826303119,100478
rf,blackout,RHOB,1,0.12634799955474493,0.17017673597422914,-0.1782950357585995,0.12378846973425896,84464
rf,blackout,NPHI,1,0.08313437387611897,0.10117976897652989,0.008454494629485998,0.29642819344972215,93880
saits,single,all,1,0.5259937535006627,1.3642678397571937,0.9979851650920152,0.9990072962901684,3981
saits,single,GR,1,1.7476189154582358,2.4983442669213476,0.9945814743064431,0.9976306745935344,1187
saits,single,RHOB,1,0.009268960499505539,0.020446160653505633,0.984207746587398,0.9921182780237925,1294
saits,single,NPHI,1,0.0050422967672348025,0.007128216689892117,0.9953442239521173,0.9979522928628723,1500
saits,block,all,1,5.789016982251,13.408316214535018,0.8169320499899039,0.9061183074301317,48360
saits,block,GR,1,17.82083766249239,23.62247809223806,0.5578343292377654,0.7830940938170469,15580
saits,block,RHOB,1,0.08883640675423779,0.1265240313512923,0.4000513422495642,0.6850252235910507,14980
saits,block,NPHI,1,0.05491242173305723,0.0706436673859422,0.5221934160975547,0.7825540177060741,17800
saits,profile,all,1,9.096598388652792,19.461103704004643,0.5929907365120659,0.7714052015687218,205312
saits,profile,GR,1,28.842996242274324,34.7865574139937,0.020678731502643988,0.18102399786221288,64256
saits,profile,RHOB,1,0.12041435924347961,0.15178075735566057,-0.010344790903312528,0.04900915785319906,66816
saits,profile,NPHI,1,0.08431621767632695,0.09919504002916334,0.08354277128084808,0.36764167683037935,74240
saits,blackout,all,1,9.014670805295403,18.650331420565866,0.668174324498751,0.8179048516463261,278822
saits,blackout,GR,1,24.862766533449967,31.067733395847732,0.2525753606491318,0.5432581906143953,100478
saits,blackout,RHOB,1,0.10530968403772188,0.136021517592893,0.24721856364672445,0.5553712540743063,84464
saits,blackout,NPHI,1,0.06851949694851737,0.08484450430682387,0.3027753760343863,0.5760812446618556,93880
stgnn,single,all,1,4.501605157694094,11.269782133762797,0.8625099644155908,0.9314660337632623,3981
stgnn,single,GR,1,14.946918497591733,20.638427027744843,0.6302316297104165,0.8110623716954861,1187
stgnn,single,RHOB,1,0.07105634247501261,0.09603767539406427,0.6515793831803756,0.8180202122009864,1294
stgnn,single,NPHI,1,0.05796731265075505,0.08385385330841683,0.35571748710225326,0.6520368850793751,1500
stgnn,block,all,1,6.01109493142841,14.269301263494613,0.792666611481886,0.8906602218081668,48360
stgnn,block,GR,1,18.5136226513802,25.139446774695593,0.4992216508454256,0.7123630981540694,15580
stgnn,block,RHOB,1,0.08262909563265751,0.11324821512071391,0.5193479757409936,0.7239277656259284,14980
stgnn,block,NPHI,1,0.05710820914590728,0.07441066685491975,0.4698777300634446,0.7013130997019663,17800
stgnn,profile,all,1,6.323519073159881,15.159143173819404,0.7530445189590628,0.8702165158386805,205312
stgnn,profile,GR,1,20.046390732805722,27.096842563362415,0.40579040675963873,0.660590444482298,64256
stgnn,profile,RHOB,1,0.08592002620470934,0.1164023257013948,0.40576327207214413,0.6564283906482147,66816
stgnn,profile,NPHI,1,0.05997619276054795,0.07883051055286738,0.42121007099504515,0.6662649352340162,74240
stgnn,blackout,all,1,9.22774811757844,20.000223228391373,0.6184015819078235,0.7925742549729301,278822
stgnn,blackout,GR,1,25.42213417769626,33.31625387978659,0.1404708755056422,0.46634245642318833,100478
stgnn,blackout,RHOB,1,0.1201424004468057,0.16289209974630003,-0.07957722009113866,0.25666020696788083,84464
stgnn,blackout,NPHI,1,0.0893297829308861,0.11325903266972843,-0.24242728231898636,0.21989530909747562,93880
unet,single,all,1,3.2259385379148737,7.925339433146018,0.9320051645947324,0.968356768683316,3981
unet,single,GR,1,10.7240039259823,14.513792222282484,0.8171317226272334,0.9194229283469296,1187
unet,single,RHOB,1,0.04909050068494157,0.06726643229397752,0.8290703692081217,0.9199126950388568,1294
unet,single,NPHI,1,0.03303036760787169,0.04480255581586153,0.8160770711243086,0.9115873567225861,1500
unet,block,all,1,6.793646168682918,15.749068169664728,0.7474347730596526,0.8661498574611404,48360
unet,block,GR,1,20.978726466966073,27.746677405725165,0.38996313373211666,0.6316210205731582,15580
unet,block,RHOB,1,0.0634592829145322,0.09314971319360844,0.6748145630924706,0.8242157005728987,14980
unet,block,NPHI,1,0.04166012944465273,0.05413264805404503,0.719441002909587,0.8545460471512948,17800
unet,profile,all,1,6.624526687132042,15.596292562835051,0.7385960735915522,0.8602640369609417,205312
unet,profile,GR,1,21.042949307338887,27.87839577262532,0.3710185441833709,0.6134955755254252,64256
unet,profile,RHOB,1,0.06744544286730475,0.09561691175382722,0.5990357976635932,0.7788602669141174,66816
unet,profile,NPHI,1,0.046506435687830354,0.06250975709990898,0.6360615762626617,0.8109727187152495,74240
unet,blackout,all,1,9.467277201503785,20.58926147471136,0.5955932296318012,0.7735502294451515,278822
unet,blackout,GR,1,26.11654969957258,34.29763861489125,0.08908739615422145,0.38504456010198784,100478
unet,blackout,RHOB,1,0.10784861224689907,0.1460796980841713,0.13177278660516378,0.42473336545566215,84464
unet,blackout,NPHI,1,0.068567937571503,0.08566742518708047,0.2891847915652893,0.5592948945341857,93880
xgb,single,all,1,6.501187824782408,15.786301237372435,0.7302254633641062,0.8640225930038251,3981
xgb,single,GR,1,21.66478855627971,28.90989958227962,0.2744460058948456,0.56790414945758,1187
xgb,single,RHOB,1,0.07471736312096786,0.1089993674379864,0.5511838027323531,0.7506156888238887,1294
xgb,single,NPHI,1,0.045626964184145136,0.05961854006624734,0.6743185905779143,0.8222065753443214,1500
xgb,block,all,1,7.512066138148669,17.469275912682544,0.6892482095367105,0.8370141717165281,48360
xgb,block,GR,1,23.196672077876766,30.777331986850903,0.24942162111172816,0.5326696078905313,15580
xgb,block,RHOB,1,0.07193216243000311,0.10538011054656521,0.5838160349478156,0.7701243384058251,14980
xgb,block,NPHI,1,0.04504627383978556,0.05884137508603335,0.6685093506447777,0.8201811585223178,17800
xgb,profile,all,1,6.870710726585108,16.35681758875245,0.7124807142439802,0.8491512407058482,205312
xgb,profile,GR,1,21.82741106656265,29.237848046674387,0.3081800329314631,0.5794183732068323,64256
xgb,profile,RHOB,1,0.07097992094205086,0.10062443402804765,0.5559385456962903,0.7555468197985209,66816
xgb,profile,NPHI,1,0.045186433269504805,0.05994862484476337,0.6652730057172656,0.8177691616934268,74240
xgb,blackout,all,1,22.31196086046638,44.10744058359099,-0.8559257407186727,0.655642199468859,278822
xgb,blackout,GR,1,61.494151855853836,73.47388786330995,-3.180366063571606,-0.012952084236505262,100478
xgb,blackout,RHOB,1,0.3337023093277452,0.4097610703502019,-5.831484070766138,0.09394668510493227,84464
xgb,blackout,NPHI,1,0.14987568182166003,0.1777509010133348,-2.060193617309307,0.27059972486634515,93880
ae,single,all,2,4.792678911512676,12.139322792800092,0.8325697295659735,0.9128151960554903,3987
ae,single,GR,2,17.588090481811296,23.367039256109578,0.558956242006173,0.7526456725655639,1076
ae,single,RHOB,2,0.07327798710480024,0.09777548530795242,0.5595346200771584,0.7557401695856348,1593
ae,single,NPHI,2,0.05075389098189489,0.06604980688428481,0.5821670471563096,0.7756654971732566,1318
ae,block,all,2,5.301848686166121,12.919226682253612,0.8073251272622661,0.8991332938273308,45560
ae,block,GR,2,17.300308178752832,23.43971982311336,0.5314560445366308,0.7386164735870695,13840
ae,block,RHOB,2,0.07798552673971541,0.11030750078576756,0.4974074020418988,0.718984930589098,17120
ae,block,NPHI,2,0.05348278972639205,0.06867354799694998,0.5305214764673054,0.7495260403337897,14600
ae,profile,all,2,7.3149910065004855,17.557156625621786,0.6507000532430209,0.8135645817744175,205312
ae,profile,GR,2,23.9705506227144,31.89576505526605,0.1182799506869896,0.47427506681298176,62208
ae,profile,RHOB,2,0.0923427427764982,0.12767104876601937,0.32386087108495853,0.5942750920387737,64000
ae,profile,NPHI,2,0.06049611715102209,0.07744355318488216,0.4126522734315198,0.672484436535985,79104
ae,blackout,all,2,6.980037149611668,15.734665004708962,0.7631023985699301,0.8745858311489478,274864
ae,blackout,GR,2,19.90314443073411,26.662718391372735,0.4272731256116947,0.6693415754588482,95722
ae,blackout,RHOB,2,0.09028630448671554,0.12535270620290817,0.3517451849977806,0.6131608577431971,85127
ae,blackout,NPHI,2,0.060696034144449885,0.07865740373426164,0.4036083189424725,0.6568625563055036,94015
brits,single,all,2,0.45745598744196436,1.4217564998859413,0.9977033463592667,0.9989028626249861,3987
brits,single,GR,2,1.6809915751772742,2.7367470283791757,0.9939501638308819,0.9971983929637471,1076
brits,single,RHOB,2,0.006112238182934739,0.011594085475036183,0.9938066615443146,0.9969548341702367,1593
brits,single,NPHI,2,0.004092027021964873,0.00707912669243894,0.9952002462856756,0.9976008919837569,1318
brits,block,all,2,7.919494328124872,17.315937812781314,0.6538661454245132,0.8190063975012318,45560
brits,block,GR,2,25.875310040760592,31.416890294965533,0.1582717597253358,0.48185825798245246,13840
brits,block,RHOB,2,0.10956201746224244,0.1428765977893757,0.15680465851199143,0.4058986417858755,17120
brits,block,NPHI,2,0.05631293741705483,0.06819269410098489,0.5370730593718838,0.8209353328303569,14600
brits,profile,all,2,9.23524182146047,19.535469848117977,0.5675480354496877,0.7758072168825545,205312
brits,profile,GR,2,30.2548171022424,35.48960861323199,-0.09160895249539402,0.05216940679603176,62208
brits,profile,RHOB,2,0.13079068160615862,0.169826636583849,-0.19636261909288022,-0.4094261657413788,64000
brits,profile,NPHI,2,0.07134535457881644,0.08497093881082857,0.2929248340487841,0.7197821972560423,79104
brits,blackout,all,2,9.79599717918291,20.022148672081943,0.6164102223616121,0.7860911696040243,274864
brits,blackout,GR,2,27.95310398983409,33.92800312530476,0.07262515886439824,0.2823895944069102,95722
brits,blackout,RHOB,2,0.11321254846264862,0.1519509610345682,0.047455606719770005,0.24388621187691667,85127
brits,blackout,NPHI,2,0.07661015722015617,0.09170374620628688,0.18936282341801924,0.4837972717078921,94015
gnn,single,all,2,6.155457801483536,15.159233525669134,0.7389044044679989,0.8711380069022817,3987
gnn,single,GR,2,22.64160830821655,29.180279494032593,0.3122142108487532,0.6327887001137191,1076
gnn,single,RHOB,2,0.0708009642920102,0.09584009386865831,0.5767993955172221,0.7628188724419869,1593
gnn,single,NPHI,2,0.05057191104452021,0.06476299757922489,0.5982892370790889,0.7764299321895156,1318
gnn,block,all,2,7.395836493174932,16.987937882263342,0.666854944104619,0.8415479831631945,45560
gnn,block,GR,2,24.204129558885633,30.821983100451906,0.18984771156366653,0.5694618238222887,13840
gnn,block,RHOB,2,0.07072375758646805,0.09921417626320737,0.5934130267120217,0.7740473603983344,17120
gnn,block,NPHI,2,0.051942931794001695,0.06802361752478302,0.5393657704008734,0.7414216308386629,14600
gnn,profile,all,2,6.618038060890122,15.538105813932264,0.7264187674368205,0.8734288255773273,205312
gnn,profile,GR,2,21.692519680127756,28.22781297071204,0.30941183472230727,0.6615659971796377,62208
gnn,profile,RHOB,2,0.0763804662656039,0.10502788192082217,0.5424269555509557,0.739729698568907,64000
gnn,profile,NPHI,2,0.055951864066123916,0.0720319268253284,0.491870024897194,0.70957707107228,79104
gnn,blackout,all,2,9.008474677900628,19.256976138273867,0.6451687625049729,0.8069814777062775,274864
gnn,blackout,GR,2,25.688071179709524,32.6313678243586,0.14215412324201881,0.43985639220997996,95722
gnn,blackout,RHOB,2,0.1078524167215016,0.14170495927915733,0.17158410738720886,0.42862648460499186,85127
gnn,blackout,NPHI,2,0.08520642157179016,0.10530308882175435,-0.06889386116396468,0.22918813504370344,94015
locf,single,all,2,0.7571275436492501,2.7522064384770117,0.9913938864444145,0.9956923993148961,3987
locf,single,GR,2,2.775092765744291,5.297705838625643,0.977330080212423,0.9886151696920304,1076
locf,single,RHOB,2,0.012805290814846923,0.02612411237550364,0.9685562087032172,0.9842476424227526,1593
locf,single,NPHI,2,0.009308704340403647,0.01568483749643198,0.9764375942258031,0.9881605178991729,1318
locf,block,all,2,4.095714811670073,11.347992174594554,0.8513413792475019,0.9235667149949458,45560
locf,block,GR,2,13.348009075870404,20.588924603302786,0.6384962276655299,0.8095063369869675,13840
locf,block,RHOB,2,0.0643706763668038,0.09924170914836447,0.5931873318334093,0.7972436724428564,17120
locf,block,NPHI,2,0.05221200207139889,0.07371511663011901,0.45905903332916254,0.7089894129316632,14600
locf,profile,all,2,8.778103064582002,18.92351946759388,0.5942168817672504,0.7713657137088428,205312
locf,profile,GR,2,28.732073000766366,34.37783332366875,-0.024287027012599438,-0.30612532230541106,62208
locf,profile,RHOB,2,0.1255241082664579,0.16201418276139973,-0.08882300139468824,-0.4015638920680571,64000
locf,profile,NPHI,2,0.08661453573437841,0.10334568679581928,-0.04594647923731365,-0.28847162294002054,79104
locf,blackout,all,2,5.850346899679191,14.580911624001704,0.7965699917526281,0.8960100205315451,274864
locf,blackout,GR,2,16.674860577485575,24.707616829562436,0.5081865223451572,0.7416099900109929,95722
locf,blackout,RHOB,2,0.07537498036589518,0.11947004608970496,0.41116124578822255,0.6888160948506515,85127
locf,blackout,NPHI,2,0.05831303602339204,0.08208885638139324,0.35043775706316005,0.67152921818338,94015
mean,single,all,2,8.039814643105872,18.506946933436794,0.610852165067022,0.7818233871309671,3987
mean,single,GR,2,29.504869241253594,35.624069546572215,-0.02508850516090777,-0.3181981798019976,1076
mean,single,RHOB,2,0.12036496651524355,0.15327210852293127,-0.082375821752106,-0.36407820405908153,1593
mean,single,NPHI,2,0.08783026313768172,0.1043208031301057,-0.0423208555089416,-0.25414543503295906,1318
mean,block,all,2,8.816333059923554,19.134950956310586,0.577324815663339,0.7610907745178018,45560
mean,block,GR,2,28.77330708007592,34.717088590729425,-0.027855590745560876,-0.33184696927262775,13840
mean,block,RHOB,2,0.12781711304995502,0.1621781444295264,-0.08640224000282437,-0.4192780733492971,17120
mean,block,NPHI,2,0.08639282509939719,0.10275949062459876,-0.051188604922226544,-0.2663283989394339,14600
mean,profile,all,2,8.778103064582002,18.92351946759388,0.5942168817672504,0.7713657137088428,205312
mean,profile,GR,2,28.732073000766366,34.37783332366875,-0.024287027012599438,-0.30612532230541106,62208
mean,profile,RHOB,2,0.1255241082664579,0.16201418276139973,-0.08882300139468824,-0.4015638920680571,64000
mean,profile,NPHI,2,0.08661453573437841,0.10334568679581928,-0.04594647923731365,-0.28847162294002054,79104
mean,blackout,all,2,10.34079516192827,21.05133849737072,0.5759616943307084,0.7589599093478913,274864
mean,blackout,GR,2,29.494945047821332,35.67195834772606,-0.025162272816260822,-0.3375922552774882,95722
mean,blackout,RHOB,2,0.12607114298816677,0.16205255397561485,-0.08340312185657939,-0.37909453587410646,85127
mean,blackout,NPHI,2,0.08791292167786734,0.10438285624122205,-0.0502935894422063,-0.3079151370394469,94015
mice,single,all,2,5.487845491297433,14.741135542967694,0.7531080452520365,0.8681145066755711,3987
mice,single,GR,2,20.173504388465314,28.375471207369745,0.34963004793042185,0.5947264246032661,1076
mice,single,RHOB,2,0.07251739277453521,0.09777232842756475,0.5595630622591111,0.7505789885955712,1593
mice,single,NPHI,2,0.04387636200633686,0.05563905647209263,0.7035038236779875,0.8393775882255696,1318
mice,block,all,2,6.055438251672299,15.331501979064553,0.7286552328704285,0.8552082689373446,45560
mice,block,GR,2,19.797189275351908,27.81660550268269,0.34013701116336226,0.5918399345262564,13840
mice,block,RHOB,2,0.07377116696160531,0.10016874937853272,0.5855515675777871,0.7654531970827547,17120
mice,block,NPHI,2,0.0431304655436184,0.055183613079661534,0.6968503838071072,0.8394754953463873,14600
mice,profile,all,2,5.485883233930419,13.503005548179429,0.7933901393716205,0.8913503229145667,205312
mice,profile,GR,2,17.968087572692806,24.53063658426625,0.4784663846056978,0.6955560159569724,62208
mice,profile,RHOB,2,0.07600380468182266,0.10239907499276082,0.5650460442961136,0.7518479751278684,64000
mice,profile,NPHI,2,0.04670589733782774,0.06232038605190322,0.6196485985525617,0.7898682406557936,79104
mice,blackout,all,2,10.758441275194851,22.805403801709105,0.502353224707561,0.722422244913104,274864
mice,blackout,GR,2,30.711638772000747,38.64440134026454,-0.2031281227269801,0.18098630160124593,95722
mice,blackout,RHOB,2,0.11669622372565384,0.1516213316660975,0.05158386016244265,0.2604277186637953,85127
mice,blackout,NPHI,2,0.078654647605258,0.09389362559925117,0.15018463226040146,0.4097439199172749,94015
rf,single,all,2,6.911886432154512,17.97515007003391,0.6328951611994353,0.8151866654744833,3987
rf,single,GR,2,25.440872067412478,34.60075602347723,0.03295768044115954,0.4319204877306029,1076
rf,single,RHOB,2,0.07520331014871448,0.10571795859104903,0.48506862402748185,0.7309169719466216,1593
rf,single,NPHI,2,0.04818967177337587,0.0642722615283593,0.6043540295664043,0.7876014159904311,1318
rf,block,all,2,7.367665295692885,17.976545776699467,0.6269521564425503,0.8141061422131115,45560
rf,block,GR,2,24.105596385939272,32.61565141934492,0.09281132296967243,0.4854526659618501,13840
rf,block,RHOB,2,0.07918962300102288,0.11149896238769161,0.48649148451992774,0.7317452884303487,17120
rf,block,NPHI,2,0.04751031127333927,0.06325487795000471,0.6016867046874715,0.7888494097189661,14600
rf,profile,all,2,7.1720047134352445,17.359656966273132,0.6585143717313404,0.8352954331138045,205312
rf,profile,GR,2,23.525821967242063,31.53706074307249,0.1380003327774939,0.522020685328662,62208
rf,profile,RHOB,2,0.07992752913199365,0.11163995374735465,0.483000035066915,0.7183280795890749,64000
rf,profile,NPHI,2,0.04916232961892043,0.06498253736330309,0.5864594688634077,0.7769163759531987,79104
rf,blackout,all,2,12.001669223545411,24.79139193335317,0.4119050042408626,0.7040433304036355,274864
rf,blackout,GR,2,34.271368655809546,42.00970950522369,-0.42179855211875084,0.07392884910667405,95722
rf,blackout,RHOB,2,0.12396067863122531,0.1668817608291677,-0.14893661426560523,0.15040990746949284,85127
rf,blackout,NPHI,2,0.08243852895117168,0.10107545081823693,0.015209759060388017,0.30146871170206235,94015
saits,single,all,2,0.518538317283144,1.489401518633349,0.9974796047999956,0.9987531006705662,3987
saits,single,GR,2,1.9031713496353546,2.8669243387562995,0.9933609373512999,0.9970156755715781,1076
saits,single,RHOB,2,0.008400087527187081,0.01685376061891394,0.9869128385277606,0.9936974663845632,1593
saits,single,NPHI,2,0.0047181785807624025,0.006654733602692809,0.9957584857211025,0.9981419960660483,1318
saits,block,all,2,5.364741577512868,12.73659587940106,0.8127340654126454,0.9035665159778739,45560
saits,block,GR,2,17.50044200792478,23.108331129964668,0.5446108580125426,0.7777056840102577,13840
saits,block,RHOB,2,0.08261931373554969,0.11381308951246856,0.4649548601319047,0.7268283276348357,17120
saits,block,NPHI,2,0.05459357744210387,0.06970203985860264,0.5163538500286622,0.77549385220639,14600
saits,profile,all,2,8.61559105124133,18.554037432615576,0.6099080309567058,0.7823926445000261,205312
saits,profile,GR,2,28.205719088422665,33.70663648670571,0.015319123178617167,0.15776547443953362,62208
saits,profile,RHOB,2,0.12227619768492877,0.15608131316395396,-0.010538905473422844,0.02873179795033204,64000
saits,profile,NPHI,2,0.08137616565568571,0.09660746552775153,0.08600014218552632,0.38259071728041116,79104
saits,blackout,all,2,8.449499091211543,17.864833848790884,0.6946178670023897,0.8353675815233774,274864
saits,blackout,GR,2,24.106752065258178,30.272389215693753,0.26170129298065636,0.5600164219580889,95722
saits,blackout,RHOB,2,0.10262086810383637,0.1337028102936835,0.2625044667633136,0.5685524204581867,85127
saits,blackout,NPHI,2,0.06574259827740933,0.08200503671255802,0.35176359585434347,0.620934879043738,94015
stgnn,single,all,2,5.0261957585715376,12.13831175217031,0.8325976177372729,0.9212596883721854,3987
stgnn,single,GR,2,18.46648383348294,23.36515397093093,0.559027407181012,0.7840848114559319,1076
stgnn,single,RHOB,2,0.06659453250444392,0.08993091487302562,0.6273768424779094,0.7944064564824442,1593
stgnn,single,NPHI,2,0.048118963822078,0.06178492647225015,0.6343844553256233,0.7993125530187115,1318
stgnn,block,all,2,7.253043722189521,17.222160974326584,0.6576050644379835,0.8302661856975123,45560
stgnn,block,GR,2,23.729403815549432,31.246937589561405,0.16735394819855487,0.5369540464302238,13840
stgnn,block,RHOB,2,0.07566606212302904,0.10381379896752926,0.5548399668986073,0.7493731973012574,17120
stgnn,block,NPHI,2,0.05056987617836954,0.0663221470267933,0.5621212064051764,0.7546200370717128,14600
stgnn,profile,all,2,6.491079973669588,15.112439457810103,0.7412029624739604,0.8729589055594643,205312
stgnn,profile,GR,2,21.269023389119376,27.454479691912915,0.3467324226819628,0.6576088492239428,62208
stgnn,profile,RHOB,2,0.08194794970937073,0.11038258796484049,0.4945800714915508,0.7065332011029618,64000
stgnn,profile,NPHI,2,0.054972388024783665,0.06995292550385891,0.5207782568238004,0.7255711646494194,79104
stgnn,blackout,all,2,9.100514671363836,20.30662745538877,0.6054325418867537,0.7862121003386923,274864
stgnn,blackout,GR,2,25.949436390665447,34.41003826002999,0.046086441294634684,0.44394797290723964,95722
stgnn,blackout,RHOB,2,0.11197454528117819,0.1488797598492394,0.08557173447038924,0.380931847811082,85127
stgnn,blackout,NPHI,2,0.08445309074424226,0.10746002520978792,-0.11313089888944106,0.26536657310666867,94015
unet,single,all,2,3.492165919216707,8.895031502801706,0.9101040678120147,0.9544497625524501,3987
unet,single,GR,2,12.81409026255838,17.1220669705531,0.7631972800536246,0.8804174620826493,1076
unet,single,RHOB,2,0.05634775344336175,0.07455816448441113,0.7438807425228899,0.8785384966965963,1593
unet,single,NPHI,2,0.034554192844399555,0.04908070703910946,0.7692821454509966,0.8962645952863026,1318
unet,block,all,2,5.734314249086016,14.21218803851942,0.7668293229939398,0.8792139789952214,45560
unet,block,GR,2,18.741464938455923,25.785737026091848,0.4329718686874021,0.6757128468106,13840
unet,block,RHOB,2,0.07278641526387117,0.09881369837241541,0.596688777615701,0.7847815031935645,17120
unet,block,NPHI,2,0.042971165124071786,0.06056762874001829,0.634810820497808,0.8139930613599669,14600
unet,profile,all,2,5.930709814637813,13.92870497538802,0.78015751125259,0.88556615705583,205312
unet,profile,GR,2,19.433520729711027,25.303999357871387,0.44506386542307763,0.6754117638608196,62208
unet,profile,RHOB,2,0.0796540952976793,0.10629761119581613,0.5312964666285329,0.7356497196836531,64000
unet,profile,NPHI,2,0.04585828542177005,0.06235639550682184,0.6192089285043447,0.7966024903923367,79104
unet,blackout,all,2,9.542970065421494,20.33181758630833,0.6044530222021627,0.7809680136370903,274864
unet,blackout,GR,2,27.234381201861982,34.452788420041685,0.043714732843940785,0.31591452021848965,95722
unet,blackout,RHOB,2,0.1089503436747464,0.14473833838065805,0.13573786162715584,0.40182190790650724,85127
unet,blackout,NPHI,2,0.07248705793097825,0.0904044870493167,0.2121703258287918,0.5023233703819868,94015
xgb,single,all,2,6.227229468193226,16.115447991961165,0.7049267602337936,0.847313841661107,3987
xgb,single,GR,2,22.917422968215657,31.02095130107481,0.22270741008837702,0.5248261191403449,1076
xgb,single,RHOB,2,0.06931767079041427,0.09944759090748342,0.5443405806763061,0.7570247857893869,1593
xgb,single,NPHI,2,0.04430479993718663,0.05860214763903676,0.6710827517600282,0.8221030230441562,1318
xgb,block,all,2,6.671812869234974,16.189537948405032,0.697433422976426,0.8427336693195702,45560
xgb,block,GR,2,21.828196554721437,29.373394157553793,0.2642101827470664,0.5567328875515212,13840
xgb,block,RHOB,2,0.07212081285559128,0.10202209802409505,0.5700732192599345,0.7674582912631336,17120
xgb,block,NPHI,2,0.04320860882965873,0.05800519379971539,0.6650572952342877,0.8218298737688166,14600
xgb,profile,all,2,6.356423393025523,15.45815019587931,0.7292270989702562,0.8630123520287527,205312
xgb,profile,GR,2,20.845998929606544,28.082598360112282,0.3164988551294713,0.6001404294342743,62208
xgb,profile,RHOB,2,0.07301649553328753,0.10314641968606673,0.5586739802114643,0.7539522268386019,64000
xgb,profile,NPHI,2,0.04537118908982962,0.06016838337107869,0.645463105256874,0.8070431465034267,79104
xgb,blackout,all,2,20.892704048672623,42.07245982294198,-0.6937194315354331,0.6859852875382892,274864
xgb,blackout,GR,2,59.52672602147445,71.2922903441241,-3.09471656151252,0.022467070445475,95722
xgb,blackout,RHOB,2,0.3540482261764636,0.4283914534531132,-6.57111632018804,0.05150752158366017,85127
xgb,blackout,NPHI,2,0.1541868218587544,0.18355060949525606,-2.2476111513256205,0.21687667730570576,94015
ae,single,all,3,5.54845809633252,13.281268103517311,0.8240505647997939,0.9082183721711865,3975
ae,single,GR,3,16.17640336143116,22.76423360336511,0.6048590703400034,0.7802615411997477,1353
ae,single,RHOB,3,0.07771323756109534,0.10438430487029193,0.4748438254284475,0.7102130512294847,1293
ae,single,NPHI,3,0.051139178885563234,0.06640544237158293,0.5804037671183886,0.7741083515988973,1329
ae,block,all,3,4.751439877034114,12.28752527248181,0.8224761657377204,0.9071841601259704,48760
ae,block,GR,3,16.364526038095036,22.914700044424624,0.59717139988462,0.7737539278592401,14020
ae,block,RHOB,3,0.07722777164652761,0.1065444665124502,0.4636297530694108,0.7062888181870244,16360
ae,block,NPHI,3,0.0536510884632094,0.06939999931070186,0.5109078420303399,0.732222334673825,18380
ae,profile,all,3,8.42855023189343,19.457448438815092,0.6312631560796738,0.7985968656225696,205312
ae,profile,GR,3,25.652688700819517,34.04229082448833,0.045966938792123546,0.42449274891520034,67072
ae,profile,RHOB,3,0.08417366828465045,0.11475473478605883,0.325442937088957,0.6133100235956945,65792
ae,profile,NPHI,3,0.06028344033449697,0.07791760335958897,0.45630656307566475,0.7003974882755871,72448
ae,blackout,all,3,6.252426917107544,14.554004124583933,0.7766739222048955,0.8821794978515048,284942
ae,blackout,GR,3,19.30623399232201,25.68348244403453,0.4753691460007201,0.6961275918276237,91495
ae,blackout,RHOB,3,0.09354656770100454,0.12954312466843607,0.32975150483354976,0.6004223534595589,98727
ae,blackout,NPHI,3,0.06249556057367511,0.0799171530894315,0.38485479358547336,0.6386342747164998,94720
brits,single,all,3,0.516268645037645,1.554050616658862,0.9975909871883284,0.9988648262602453,3975
brits,single,GR,3,1.5073526076537453,2.663667314491836,0.9945898922700389,0.9975438739041032,1353
brits,single,RHOB,3,0.005729871301437106,0.010689848387143399,0.9944924156066358,0.9973740817127326,1293
brits,single,NPHI,3,0.003996284632327594,0.0070742054855974295,0.9952381076477413,0.9976480226575576,1329
brits,block,all,3,7.767685426495835,17.79035097673918,0.6278681400535687,0.8044714941723619,48760
brits,block,GR,3,26.821031243518824,33.1769780743705,0.15556622543976162,0.494045457075689,14020
brits,block,RHOB,3,0.10273628820708446,0.13672312888069868,0.11674346799163982,0.34836006404651965,16360
brits,block,NPHI,3,0.05662228981148496,0.06892943489471409,0.5175179027752909,0.8099417388250527,18380
brits,profile,all,3,10.000054086985896,20.51552960272926,0.5900695088286536,0.7770014270634742,205312
brits,profile,GR,3,30.40847167847607,35.89334470974153,-0.06060514492097124,-0.0047182377522940735,67072
brits,profile,RHOB,3,0.12348182429106551,0.15392053737918496,-0.21358614205987903,-0.38870118742218585,65792
brits,profile,NPHI,3,0.07522603943164448,0.0884524175728486,0.2993480516433751,0.7533519778237777,72448
