seed,method,scenario,fold,log,r2,mae
1,brits,single,13,GR,0.997648,1.116491
1,brits,single,13,NPHI,0.994699,0.004669
1,brits,single,13,RHOB,0.992611,0.004565
1,brits,single,13,all,0.999561,0.381227
1,brits,single,14,GR,0.998270,0.478606
1,brits,single,14,NPHI,0.997914,0.001532
1,brits,single,14,RHOB,0.869949,0.006423
1,brits,single,14,all,0.999620,0.077985
1,brits,single,15,GR,0.999709,0.379872
1,brits,single,15,NPHI,0.997414,0.002721
1,brits,single,15,RHOB,0.961057,0.010314
1,brits,single,15,all,0.999884,0.089425
1,brits,single,16,GR,,
1,brits,single,16,NPHI,0.795074,0.008863
1,brits,single,16,RHOB,,
1,brits,single,16,all,0.795074,0.008863
1,brits,single,17,GR,0.994758,1.959010
1,brits,single,17,NPHI,0.991758,0.005418
1,brits,single,17,RHOB,0.987046,0.006571
1,brits,single,17,all,0.997732,0.677996
1,brits,single,18,GR,0.990635,1.853856
1,brits,single,18,NPHI,0.997275,0.003667
1,brits,single,18,RHOB,0.989558,0.008757
1,brits,single,18,all,0.999385,0.380769
1,gnn,blackout,0,GR,0.403327,26.506205
1,gnn,blackout,0,NPHI,-0.518552,0.077865
1,gnn,blackout,0,RHOB,0.114435,0.104318
1,gnn,blackout,0,all,0.724278,10.850796
1,gnn,blackout,1,GR,0.149158,17.074541
1,gnn,blackout,1,NPHI,0.033792,0.035913
1,gnn,blackout,1,RHOB,0.033897,0.073129
1,gnn,blackout,1,all,0.935879,5.727861
1,gnn,blackout,2,GR,-2.291479,26.498890
1,gnn,blackout,2,NPHI,-0.217322,0.076786
1,gnn,blackout,2,RHOB,0.095419,0.106335
1,gnn,blackout,2,all,0.761843,10.793367
1,gnn,blackout,3,GR,-0.769335,26.080522
1,gnn,blackout,3,NPHI,-1.252893,0.107082
1,gnn,blackout,3,RHOB,-0.683629,0.157127
1,gnn,blackout,3,all,0.335017,9.556430
1,gnn,blackout,4,GR,-0.101321,29.829895
1,gnn,blackout,4,NPHI,-0.266100,0.097681
1,gnn,blackout,4,RHOB,-0.029363,0.137657
1,gnn,blackout,4,all,0.653296,11.254379
1,gnn,blackout,5,GR,-0.425862,23.368924
1,gnn,blackout,5,NPHI,0.174210,0.072030
1,gnn,blackout,5,RHOB,-0.120673,0.127269
1,gnn,blackout,5,all,0.481842,7.846466
1,gnn,blackout,6,GR,-5.773935,13.775082
1,gnn,blackout,6,NPHI,-7.977377,0.112933
1,gnn,blackout,6,RHOB,-0.336834,0.057951
1,gnn,blackout,6,all,0.747769,5.971841
1,gnn,blackout,7,GR,-41.680331,73.577333
1,gnn,blackout,7,NPHI,-2.400241,0.099586
1,gnn,blackout,7,RHOB,0.085283,0.077282
1,gnn,blackout,7,all,-20.512653,31.381649
1,gnn,blackout,8,GR,-0.528605,49.858061
1,gnn,blackout,8,NPHI,-0.492882,0.054210
1,gnn,blackout,8,RHOB,0.029436,0.103345
1,gnn,blackout,8,all,0.608367,21.097388
1,gnn,blackout,9,GR,0.405448,26.602751
1,gnn,blackout,9,NPHI,0.201984,0.070510
1,gnn,blackout,9,RHOB,0.390269,0.084922
1,gnn,blackout,9,all,0.708852,11.410907
1,gnn,blackout,10,GR,-0.029632,30.997010
1,gnn,blackout,10,NPHI,0.221902,0.061998
1,gnn,blackout,10,RHOB,0.268995,0.077543
1,gnn,blackout,10,all,0.550157,12.098593
1,gnn,blackout,11,GR,-2.588217,17.410801
1,gnn,blackout,11,NPHI,-0.039656,0.057620
1,gnn,blackout,11,RHOB,-0.171150,0.086847
1,gnn,blackout,11,all,-0.802170,7.317708
1,gnn,blackout,12,GR,-0.947601,24.550467
1,gnn,blackout,12,NPHI,-0.680317,0.100853
1,gnn,blackout,12,RHOB,-0.408609,0.146652
1,gnn,blackout,12,all,0.434741,9.170003
1,gnn,blackout,13,GR,-0.355133,30.483892
1,gnn,blackout,13,NPHI,-0.210239,0.087143
1,gnn,blackout,13,RHOB,-0.277579,0.087031
1,gnn,blackout,13,all,0.644835,11.336138
1,gnn,blackout,14,GR,-1.971649,16.911709
1,gnn,blackout,14,NPHI,-1.588293,0.073943
1,gnn,blackout,14,RHOB,0.056520,0.072276
1,gnn,blackout,14,all,0.160863,7.183278
1,gnn,blackout,15,GR,0.012465,18.895437
1,gnn,blackout,15,NPHI,0.260248,0.063493
1,gnn,blackout,15,RHOB,0.168186,0.069555
1,gnn,blackout,15,all,0.647591,7.476578
1,gnn,blackout,16,GR,-83.014721,74.287513
1,gnn,blackout,16,NPHI,-3.924613,0.056361
1,gnn,blackout,16,RHOB,-0.029519,0.044881
1,gnn,blackout,16,all,-27.923681,24.796252
1,gnn,blackout,17,GR,0.426514,21.517033
1,gnn,blackout,17,NPHI,-0.955328,0.095449
1,gnn,blackout,17,RHOB,-0.457040,0.103059
1,gnn,blackout,17,all,0.737257,7.114934
1,gnn,blackout,18,GR,-0.141649,27.681240
1,gnn,blackout,18,NPHI,-0.443967,0.080744
1,gnn,blackout,18,RHOB,-1.556879,0.147744
1,gnn,blackout,18,all,0.797391,11.059088
1,gnn,block,0,GR,-0.040128,28.100287
1,gnn,block,0,NPHI,0.670980,0.030093
1,gnn,block,0,RHOB,-0.058732,0.062480
1,gnn,block,0,all,0.733722,10.874430
1,gnn,block,1,GR,0.066607,12.011273
1,gnn,block,1,NPHI,-2.547939,0.077000
1,gnn,block,1,RHOB,,
1,gnn,block,1,all,0.932038,6.044136
1,gnn,block,2,GR,-4.336855,32.078147
1,gnn,block,2,NPHI,-0.349124,0.076144
1,gnn,block,2,RHOB,-0.099634,0.090063
1,gnn,block,2,all,0.551764,11.255645
1,gnn,block,3,GR,-0.766245,28.753029
1,gnn,block,3,NPHI,0.239966,0.068224
1,gnn,block,3,RHOB,0.445366,0.088703
1,gnn,block,3,all,0.307542,9.587102
1,gnn,block,4,GR,0.559189,13.685334
1,gnn,block,4,NPHI,0.243603,0.060440
1,gnn,block,4,RHOB,0.166929,0.139359
1,gnn,block,4,all,0.897003,4.303506
1,gnn,block,5,GR,0.006472,20.746213
1,gnn,block,5,NPHI,0.771093,0.039486
1,gnn,block,5,RHOB,0.490414,0.076793
1,gnn,block,5,all,0.628862,7.116966
1,gnn,block,6,GR,-19.390908,26.355973
1,gnn,block,6,NPHI,-2.777586,0.095299
1,gnn,block,6,RHOB,-0.033334,0.034341
1,gnn,block,6,all,0.554145,4.110394
1,gnn,block,7,GR,-46.507742,48.021430
1,gnn,block,7,NPHI,0.605450,0.023714
1,gnn,block,7,RHOB,0.609662,0.048347
1,gnn,block,7,all,-10.684491,8.501869
1,gnn,block,8,GR,-1.856044,60.814912
1,gnn,block,8,NPHI,-0.505004,0.070175
1,gnn,block,8,RHOB,-0.506020,0.102821
1,gnn,block,8,all,0.688494,19.915851
1,gnn,block,9,GR,0.510509,14.934319
1,gnn,block,9,NPHI,0.601682,0.064069
1,gnn,block,9,RHOB,0.166787,0.068762
1,gnn,block,9,all,0.874289,5.706046
1,gnn,block,10,GR,0.729069,14.031056
1,gnn,block,10,NPHI,0.707278,0.036494
1,gnn,block,10,RHOB,0.506549,0.047554
1,gnn,block,10,all,0.906755,4.459322
1,gnn,block,11,GR,-1.055459,12.615847
1,gnn,block,11,NPHI,0.482570,0.035140
1,gnn,block,11,RHOB,0.827943,0.030860
1,gnn,block,11,all,0.238716,3.178760
1,gnn,block,12,GR,-0.760477,25.296785
1,gnn,block,12,NPHI,0.446723,0.057069
1,gnn,block,12,RHOB,0.660430,0.074787
1,gnn,block,12,all,0.568378,7.605675
1,gnn,block,13,GR,-0.087950,25.112927
1,gnn,block,13,NPHI,0.120566,0.072681
1,gnn,block,13,RHOB,-0.031054,0.065464
1,gnn,block,13,all,0.787931,8.525814
1,gnn,block,14,GR,0.257136,10.992976
1,gnn,block,14,NPHI,0.784617,0.019771
1,gnn,block,14,RHOB,0.017906,0.041817
1,gnn,block,14,all,0.747480,3.610057
1,gnn,block,15,GR,0.453648,15.070025
1,gnn,block,15,NPHI,0.652207,0.034635
1,gnn,block,15,RHOB,0.584025,0.048352
1,gnn,block,15,all,0.804417,4.359722
1,gnn,block,16,GR,,
1,gnn,block,16,NPHI,-7.412011,0.086350
1,gnn,block,16,RHOB,,
1,gnn,block,16,all,-7.412011,0.086350
1,gnn,block,17,GR,0.591682,18.884662
1,gnn,block,17,NPHI,0.023519,0.071952
1,gnn,block,17,RHOB,0.172449,0.082063
1,gnn,block,17,all,0.802132,6.199599
1,gnn,block,18,GR,-0.167271,23.670695
1,gnn,block,18,NPHI,0.487860,0.055496
1,gnn,block,18,RHOB,-0.892153,0.157072
1,gnn,block,18,all,0.884786,7.961088
1,gnn,profile,0,GR,0.488807,19.764308
1,gnn,profile,0,NPHI,-0.700944,0.074424
1,gnn,profile,0,RHOB,0.125825,0.096968
1,gnn,profile,0,all,0.724249,5.872197
1,gnn,profile,1,GR,,
1,gnn,profile,1,NPHI,-0.382132,0.089161
1,gnn,profile,1,RHOB,-0.413500,0.085309
1,gnn,profile,1,all,0.992618,0.087235
1,gnn,profile,2,GR,-0.773068,20.761914
1,gnn,profile,2,NPHI,0.048776,0.062505
1,gnn,profile,2,RHOB,0.234348,0.097798
1,gnn,profile,2,all,0.839649,6.610305
1,gnn,profile,3,GR,-0.756960,24.789463
1,gnn,profile,3,NPHI,0.295184,0.067387
1,gnn,profile,3,RHOB,0.314606,0.091207
1,gnn,profile,3,all,0.375017,7.345241
1,gnn,profile,4,GR,0.438487,18.615144
1,gnn,profile,4,NPHI,0.206106,0.078455
1,gnn,profile,4,RHOB,0.271446,0.094469
1,gnn,profile,4,all,0.838489,5.379513
1,gnn,profile,5,GR,-0.213198,21.087166
1,gnn,profile,5,NPHI,0.752156,0.036732
1,gnn,profile,5,RHOB,0.640103,0.064577
1,gnn,profile,5,all,0.609589,6.877257
1,gnn,profile,6,GR,-7.266805,24.474519
1,gnn,profile,6,NPHI,-4.646574,0.080275
1,gnn,profile,6,RHOB,0.036421,0.052618
1,gnn,profile,6,all,0.517270,8.943366
1,gnn,profile,7,GR,-68.736134,66.598527
1,gnn,profile,7,NPHI,0.678527,0.022304
1,gnn,profile,7,RHOB,0.625828,0.049330
1,gnn,profile,7,all,-28.075123,20.003279
1,gnn,profile,8,GR,-0.176505,42.246240
1,gnn,profile,8,NPHI,-0.566807,0.060338
1,gnn,profile,8,RHOB,-0.018582,0.132987
1,gnn,profile,8,all,0.717739,13.068557
1,gnn,profile,9,GR,0.709979,19.232332
1,gnn,profile,9,NPHI,0.669412,0.054213
1,gnn,profile,9,RHOB,0.226660,0.069075
1,gnn,profile,9,all,0.857468,5.386422
1,gnn,profile,10,GR,0.270242,26.471754
1,gnn,profile,10,NPHI,0.608948,0.043319
1,gnn,profile,10,RHOB,0.484932,0.061401
1,gnn,profile,10,all,0.699893,7.757640
1,gnn,profile,11,GR,-1.438912,9.480882
1,gnn,profile,11,NPHI,0.396843,0.042259
1,gnn,profile,11,RHOB,0.743835,0.037729
1,gnn,profile,11,all,0.128621,3.186957
1,gnn,profile,12,GR,-0.840024,24.505597
1,gnn,profile,12,NPHI,0.533142,0.054206
1,gnn,profile,12,RHOB,0.599411,0.072489
1,gnn,profile,12,all,0.410496,7.647927
1,gnn,profile,13,GR,0.056342,26.205393
1,gnn,profile,13,NPHI,0.081554,0.072531
1,gnn,profile,13,RHOB,0.202634,0.089730
1,gnn,profile,13,all,0.742794,7.917549
1,gnn,profile,14,GR,0.445666,7.711130
1,gnn,profile,14,NPHI,0.624748,0.022651
1,gnn,profile,14,RHOB,0.430710,0.052588
1,gnn,profile,14,all,0.847421,2.399851
1,gnn,profile,15,GR,0.583990,11.915853
1,gnn,profile,15,NPHI,0.744735,0.032434
1,gnn,profile,15,RHOB,0.573805,0.053413
1,gnn,profile,15,all,0.849158,3.999790
1,gnn,profile,16,GR,,
1,gnn,profile,16,NPHI,,
1,gnn,profile,16,RHOB,0.540436,0.035196
1,gnn,profile,16,all,0.540436,0.035196
1,gnn,profile,17,GR,0.478107,22.668250
1,gnn,profile,17,NPHI,-0.421106,0.075365
1,gnn,profile,17,RHOB,0.124840,0.080927
1,gnn,profile,17,all,0.784037,7.512899
1,gnn,profile,18,GR,-0.245826,27.866210
1,gnn,profile,18,NPHI,-0.517954,0.081915
1,gnn,profile,18,RHOB,-1.180268,0.157590
1,gnn,profile,18,all,0.768942,7.516286
1,gnn,single,0,GR,0.353843,24.028298
1,gnn,single,0,NPHI,-0.332648,0.053114
1,gnn,single,0,RHOB,0.108501,0.119351
1,gnn,single,0,all,0.768649,4.361996
1,gnn,single,1,GR,,
1,gnn,single,1,NPHI,0.090210,0.067916
1,gnn,single,1,RHOB,,
1,gnn,single,1,all,0.090210,0.067916
1,gnn,single,2,GR,-0.554192,23.373335
1,gnn,single,2,NPHI,0.118289,0.066364
1,gnn,single,2,RHOB,0.234196,0.123500
1,gnn,single,2,all,0.849363,3.806835
1,gnn,single,3,GR,-0.576286,25.381415
1,gnn,single,3,NPHI,0.181734,0.079096
1,gnn,single,3,RHOB,0.418637,0.088435
1,gnn,single,3,all,0.453734,8.615915
1,gnn,single,4,GR,0.344107,15.458492
1,gnn,single,4,NPHI,0.479295,0.059773
1,gnn,single,4,RHOB,0.254644,0.106287
1,gnn,single,4,all,0.877143,5.003801
1,gnn,single,5,GR,-0.259664,20.605186
1,gnn,single,5,NPHI,0.678558,0.043430
1,gnn,single,5,RHOB,0.580819,0.074944
1,gnn,single,5,all,0.600896,7.072347
1,gnn,single,6,GR,-111.149909,23.441614
1,gnn,single,6,NPHI,-3.012652,0.092665
1,gnn,single,6,RHOB,-0.395702,0.036009
1,gnn,single,6,all,0.639850,2.189544
1,gnn,single,7,GR,-76.025254,64.997368
1,gnn,single,7,NPHI,0.651565,0.025574
1,gnn,single,7,RHOB,0.378908,0.042369
1,gnn,single,7,all,-19.203934,6.529472
1,gnn,single,8,GR,-1.325659,56.447501
1,gnn,single,8,NPHI,-2.860786,0.079100
1,gnn,single,8,RHOB,-0.668505,0.106286
1,gnn,single,8,all,0.739788,8.897282
1,gnn,single,9,GR,0.832416,9.815513
1,gnn,single,9,NPHI,0.365360,0.064295
1,gnn,single,9,RHOB,0.405143,0.086030
1,gnn,single,9,all,0.959803,1.716306
1,gnn,single,10,GR,0.560847,16.187998
1,gnn,single,10,NPHI,0.711981,0.044832
1,gnn,single,10,RHOB,0.384008,0.058911
1,gnn,single,10,all,0.874316,2.762702
1,gnn,single,11,GR,-0.429074,12.681360
1,gnn,single,11,NPHI,0.428014,0.034997
1,gnn,single,11,RHOB,0.751128,0.041865
1,gnn,single,11,all,0.463899,2.145586
1,gnn,single,12,GR,-0.773346,24.336373
1,gnn,single,12,NPHI,0.448137,0.054008
1,gnn,single,12,RHOB,0.592338,0.088604
1,gnn,single,12,all,0.593086,7.568745
1,gnn,single,13,GR,-0.079984,25.794862
1,gnn,single,13,NPHI,0.169646,0.073404
1,gnn,single,13,RHOB,-0.371089,0.082964
1,gnn,single,13,all,0.798429,8.788016
1,gnn,single,14,GR,0.397867,9.122530
1,gnn,single,14,NPHI,0.716401,0.019042
1,gnn,single,14,RHOB,0.382444,0.030020
1,gnn,single,14,all,0.868193,1.445750
1,gnn,single,15,GR,0.468004,14.971317
1,gnn,single,15,NPHI,0.689947,0.035115
1,gnn,single,15,RHOB,0.396567,0.055277
1,gnn,single,15,all,0.787918,3.385060
1,gnn,single,16,GR,,
1,gnn,single,16,NPHI,-11.487877,0.083631
1,gnn,single,16,RHOB,,
1,gnn,single,16,all,-11.487877,0.083631
1,gnn,single,17,GR,0.569755,19.851682
1,gnn,single,17,NPHI,-0.046920,0.071927
1,gnn,single,17,RHOB,-0.206211,0.085473
1,gnn,single,17,all,0.813863,6.882234
1,gnn,single,18,GR,-0.113797,16.152450
1,gnn,single,18,NPHI,0.092770,0.068196
1,gnn,single,18,RHOB,-2.454919,0.167615
1,gnn,single,18,all,0.926793,3.368822
1,locf,blackout,0,GR,0.438415,23.225481
1,locf,blackout,0,NPHI,-0.149155,0.064808
1,locf,blackout,0,RHOB,-1.990928,0.188218
1,locf,blackout,0,all,0.740484,9.532460
1,locf,blackout,1,GR,-1.107398,26.305604
1,locf,blackout,1,NPHI,-0.263505,0.043614
1,locf,blackout,1,RHOB,-2.767592,0.147418
1,locf,blackout,1,all,0.841182,8.832212
1,locf,blackout,2,GR,-0.406042,15.951011
1,locf,blackout,2,NPHI,-0.240227,0.066836
1,locf,blackout,2,RHOB,-1.185812,0.135883
1,locf,blackout,2,all,0.898257,6.523171
1,locf,blackout,3,GR,-0.053808,17.336761
1,locf,blackout,3,NPHI,0.152645,0.064717
1,locf,blackout,3,RHOB,0.292641,0.102034
1,locf,blackout,3,all,0.603946,6.349570
1,locf,blackout,4,GR,0.533436,16.856330
1,locf,blackout,4,NPHI,-0.068805,0.079781
1,locf,blackout,4,RHOB,-0.337900,0.149368
1,locf,blackout,4,all,0.853113,6.387999
1,locf,blackout,5,GR,0.417976,11.492809
1,locf,blackout,5,NPHI,0.253301,0.061004
1,locf,blackout,5,RHOB,0.436836,0.081007
1,locf,blackout,5,all,0.788488,3.873564
1,locf,blackout,6,GR,-0.953353,7.223182
1,locf,blackout,6,NPHI,-2.326520,0.055535
1,locf,blackout,6,RHOB,-0.644673,0.057706
1,locf,blackout,6,all,0.927263,3.137054
1,locf,blackout,7,GR,-1.780119,13.073669
1,locf,blackout,7,NPHI,-0.982588,0.059148
1,locf,blackout,7,RHOB,-1.276585,0.123537
1,locf,blackout,7,all,-0.401358,5.615929
1,locf,blackout,8,GR,-0.158436,38.513207
1,locf,blackout,8,NPHI,-0.505860,0.050948
1,locf,blackout,8,RHOB,0.007446,0.108484
1,locf,blackout,8,all,0.703205,16.307396
1,locf,blackout,9,GR,-0.021296,33.188671
1,locf,blackout,9,NPHI,-0.351436,0.101620
1,locf,blackout,9,RHOB,0.339853,0.080651
1,locf,blackout,9,all,0.499879,14.233640
1,locf,blackout,10,GR,0.113366,24.376240
1,locf,blackout,10,NPHI,-0.459894,0.081046
1,locf,blackout,10,RHOB,-0.764862,0.099620
1,locf,blackout,10,all,0.612627,9.535825
1,locf,blackout,11,GR,-1.705614,10.926296
1,locf,blackout,11,NPHI,-1.283390,0.077781
1,locf,blackout,11,RHOB,-1.247094,0.100726
1,locf,blackout,11,all,-0.358943,4.617711
1,locf,blackout,12,GR,-0.249167,18.052208
1,locf,blackout,12,NPHI,0.156155,0.068171
1,locf,blackout,12,RHOB,0.021901,0.117371
1,locf,blackout,12,all,0.637450,6.743294
1,locf,blackout,13,GR,0.462519,17.705296
1,locf,blackout,13,NPHI,0.170012,0.064265
1,locf,blackout,13,RHOB,-0.881972,0.082524
1,locf,blackout,13,all,0.859130,6.597788
1,locf,blackout,14,GR,-0.169948,8.854277
1,locf,blackout,14,NPHI,-0.543089,0.049358
1,locf,blackout,14,RHOB,-0.169411,0.069723
1,locf,blackout,14,all,0.669618,3.772801
1,locf,blackout,15,GR,0.313204,13.133700
1,locf,blackout,15,NPHI,0.417514,0.052690
1,locf,blackout,15,RHOB,-0.065410,0.073302
1,locf,blackout,15,all,0.754910,5.206340
1,locf,blackout,16,GR,-14.415865,31.012640
1,locf,blackout,16,NPHI,-0.263500,0.023651
1,locf,blackout,16,RHOB,-5.926885,0.142770
1,locf,blackout,16,all,-4.307328,10.393021
1,locf,blackout,17,GR,0.485840,17.717505
1,locf,blackout,17,NPHI,0.304083,0.049109
1,locf,blackout,17,RHOB,0.617706,0.042298
1,locf,blackout,17,all,0.764443,5.834269
1,locf,blackout,18,GR,-0.711725,32.199810
1,locf,blackout,18,NPHI,-0.150781,0.073062
1,locf,blackout,18,RHOB,-0.612904,0.108606
1,locf,blackout,18,all,0.696224,12.840056
1,locf,block,0,GR,-0.772427,33.865658
1,locf,block,0,NPHI,0.461506,0.044430
1,locf,block,0,RHOB,-0.546056,0.092712
1,locf,block,0,all,0.546251,13.113484
1,locf,block,1,GR,-4.549559,34.621789
1,locf,block,1,NPHI,-2.429229,0.076549
1,locf,block,1,RHOB,,
1,locf,block,1,all,0.595937,17.349169
1,locf,block,2,GR,0.076372,13.796085
1,locf,block,2,NPHI,0.524756,0.039815
1,locf,block,2,RHOB,0.125559,0.054659
1,locf,block,2,all,0.922424,4.848069
1,locf,block,3,GR,-0.042635,17.340070
1,locf,block,3,NPHI,0.328801,0.060101
1,locf,block,3,RHOB,0.390541,0.096370
1,locf,block,3,all,0.591228,5.801436
1,locf,block,4,GR,0.664916,12.059188
1,locf,block,4,NPHI,-0.721037,0.082038
1,locf,block,4,RHOB,-0.026624,0.123245
1,locf,block,4,all,0.921696,3.802742
1,locf,block,5,GR,0.772284,7.757239
1,locf,block,5,NPHI,0.414019,0.057010
1,locf,block,5,RHOB,0.515334,0.072208
1,locf,block,5,all,0.914928,2.689292
1,locf,block,6,GR,-0.428760,5.880956
1,locf,block,6,NPHI,-0.313305,0.035297
1,locf,block,6,RHOB,-0.719231,0.048266
1,locf,block,6,all,0.968751,0.939950
1,locf,block,7,GR,-0.823704,7.238051
1,locf,block,7,NPHI,-13.821654,0.129373
1,locf,block,7,RHOB,-1.180173,0.099120
1,locf,block,7,all,0.550817,1.374058
1,locf,block,8,GR,0.780740,13.670867
1,locf,block,8,NPHI,-1.293982,0.076676
1,locf,block,8,RHOB,0.498010,0.055040
1,locf,block,8,all,0.976085,4.508531
1,locf,block,9,GR,-0.702373,27.409570
1,locf,block,9,NPHI,0.773826,0.046351
1,locf,block,9,RHOB,-0.620949,0.083278
1,locf,block,9,all,0.562804,10.437600
1,locf,block,10,GR,0.709974,13.862969
1,locf,block,10,NPHI,-0.134030,0.068074
1,locf,block,10,RHOB,0.013520,0.064693
1,locf,block,10,all,0.900180,4.423289
1,locf,block,11,GR,-5.164592,20.614455
1,locf,block,11,NPHI,0.028280,0.044565
1,locf,block,11,RHOB,0.334065,0.048185
1,locf,block,11,all,-1.283185,5.188354
1,locf,block,12,GR,0.428656,11.906398
1,locf,block,12,NPHI,0.471521,0.048961
1,locf,block,12,RHOB,0.532205,0.086448
1,locf,block,12,all,0.859914,3.604628
1,locf,block,13,GR,0.213497,20.491069
1,locf,block,13,NPHI,0.256664,0.062210
1,locf,block,13,RHOB,0.348574,0.040120
1,locf,block,13,all,0.846691,6.954098
1,locf,block,14,GR,-0.882252,16.078807
1,locf,block,14,NPHI,-0.679247,0.046660
1,locf,block,14,RHOB,-2.046864,0.079772
1,locf,block,14,all,0.360161,5.292459
1,locf,block,15,GR,0.291001,12.927485
1,locf,block,15,NPHI,0.725863,0.032983
1,locf,block,15,RHOB,0.224574,0.048994
1,locf,block,15,all,0.746192,3.743637
1,locf,block,16,GR,,
1,locf,block,16,NPHI,-0.000042,0.022184
1,locf,block,16,RHOB,,
1,locf,block,16,all,-0.000042,0.022184
1,locf,block,17,GR,0.608274,14.715395
1,locf,block,17,NPHI,0.500754,0.040043
1,locf,block,17,RHOB,0.776788,0.030217
1,locf,block,17,all,0.810176,4.814439
1,locf,block,18,GR,0.259291,17.671081
1,locf,block,18,NPHI,-0.404115,0.076808
1,locf,block,18,RHOB,-0.622434,0.140346
1,locf,block,18,all,0.926887,5.962745
1,locf,profile,0,GR,-0.021197,38.085775
1,locf,profile,0,NPHI,-0.203974,0.072116
1,locf,profile,0,RHOB,-0.000807,0.113871
1,locf,profile,0,all,0.449150,11.264885
1,locf,profile,1,GR,,
1,locf,profile,1,NPHI,-0.106627,0.077300
1,locf,profile,1,RHOB,-0.059846,0.083419
1,locf,profile,1,all,0.994306,0.080360
1,locf,profile,2,GR,-2.193709,33.838873
1,locf,profile,2,NPHI,-0.186895,0.060674
1,locf,profile,2,RHOB,-0.054171,0.126448
1,locf,profile,2,all,0.711174,10.748244
1,locf,profile,3,GR,-0.594986,24.686139
1,locf,profile,3,NPHI,-0.225197,0.092718
1,locf,profile,3,RHOB,-0.985026,0.163491
1,locf,profile,3,all,0.432607,7.345852
1,locf,profile,4,GR,-0.163573,30.755584
1,locf,profile,4,NPHI,-0.003959,0.088176
1,locf,profile,4,RHOB,-0.099635,0.134299
1,locf,profile,4,all,0.665321,8.864294
1,locf,profile,5,GR,-0.275658,22.607488
1,locf,profile,5,NPHI,-0.406741,0.099096
1,locf,profile,5,RHOB,-0.314120,0.127701
1,locf,profile,5,all,0.589471,7.412994
1,locf,profile,6,GR,-0.264055,9.237970
1,locf,profile,6,NPHI,-15.308260,0.140448
1,locf,profile,6,RHOB,-2.883466,0.119999
1,locf,profile,6,all,0.926165,3.443060
1,locf,profile,7,GR,-23.785735,40.024828
1,locf,profile,7,NPHI,-6.219141,0.123962
1,locf,profile,7,RHOB,-0.616937,0.113659
1,locf,profile,7,all,-9.334170,12.091131
1,locf,profile,8,GR,-1.320998,59.519160
1,locf,profile,8,NPHI,-0.060983,0.050789
1,locf,profile,8,RHOB,-0.710558,0.192800
1,locf,profile,8,all,0.443161,18.403369
1,locf,profile,9,GR,-0.031808,38.829831
1,locf,profile,9,NPHI,-0.005688,0.095068
1,locf,profile,9,RHOB,-1.178325,0.122249
1,locf,profile,9,all,0.492917,10.863785
1,locf,profile,10,GR,-0.007419,34.393920
1,locf,profile,10,NPHI,-0.002917,0.067985
1,locf,profile,10,RHOB,-0.000857,0.098305
1,locf,profile,10,all,0.585704,10.089823
1,locf,profile,11,GR,-26.332855,39.026139
1,locf,profile,11,NPHI,-1.043087,0.072775
1,locf,profile,11,RHOB,-0.024452,0.079262
1,locf,profile,11,all,-8.765311,13.059392
1,locf,profile,12,GR,-0.471522,22.502723
1,locf,profile,12,NPHI,-0.771102,0.107995
1,locf,profile,12,RHOB,-1.096110,0.177631
1,locf,profile,12,all,0.528516,7.078493
1,locf,profile,13,GR,-0.390631,34.223238
1,locf,profile,13,NPHI,-0.010685,0.089381
1,locf,profile,13,RHOB,-0.187779,0.137981
1,locf,profile,13,all,0.620966,10.344118
1,locf,profile,14,GR,-4.718218,27.293398
1,locf,profile,14,NPHI,-4.932171,0.109924
1,locf,profile,14,RHOB,-1.120536,0.116130
1,locf,profile,14,all,-0.573861,8.476457
1,locf,profile,15,GR,-0.323510,23.601619
1,locf,profile,15,NPHI,-0.061601,0.077575
1,locf,profile,15,RHOB,-0.143900,0.095649
1,locf,profile,15,all,0.520105,7.924278
1,locf,profile,16,GR,,
1,locf,profile,16,NPHI,,
1,locf,profile,16,RHOB,-1.016039,0.071716
1,locf,profile,16,all,-1.016039,0.071716
1,locf,profile,17,GR,-0.011608,32.482515
1,locf,profile,17,NPHI,-0.458742,0.085084
1,locf,profile,17,RHOB,-0.412048,0.098186
1,locf,profile,17,all,0.581393,10.752007
1,locf,profile,18,GR,-0.791190,33.514693
1,locf,profile,18,NPHI,-0.501283,0.084113
1,locf,profile,18,RHOB,-0.073334,0.105191
1,locf,profile,18,all,0.667805,9.005960
1,locf,single,0,GR,0.987807,2.740169
1,locf,single,0,NPHI,0.956038,0.009929
1,locf,single,0,RHOB,0.936902,0.030286
1,locf,single,0,all,0.995634,0.505954
1,locf,single,1,GR,,
1,locf,single,1,NPHI,0.952717,0.012093
1,locf,single,1,RHOB,,
1,locf,single,1,all,0.952717,0.012093
1,locf,single,2,GR,0.980031,2.524480
1,locf,single,2,NPHI,0.959531,0.014164
1,locf,single,2,RHOB,0.938847,0.036077
1,locf,single,2,all,0.998063,0.422905
1,locf,single,3,GR,0.980569,1.888897
1,locf,single,3,NPHI,0.976931,0.010928
1,locf,single,3,RHOB,0.908171,0.017561
1,locf,single,3,all,0.993265,0.646386
1,locf,single,4,GR,0.990005,2.048155
1,locf,single,4,NPHI,0.976255,0.012076
1,locf,single,4,RHOB,0.956700,0.019034
1,locf,single,4,all,0.998128,0.666042
1,locf,single,5,GR,0.994626,1.158780
1,locf,single,5,NPHI,0.982431,0.008686
