seed,method,scenario,fold,log,r2,mae
2,mean,profile,6,RHOB,-4.641105,0.136625
2,mean,profile,6,all,0.928521,1.866560
2,mean,profile,7,GR,-65.239499,42.820826
2,mean,profile,7,NPHI,-2.861957,0.114984
2,mean,profile,7,RHOB,-1.479835,0.120150
2,mean,profile,7,all,-18.690712,8.657702
2,mean,profile,8,GR,-0.747639,32.338859
2,mean,profile,8,NPHI,-0.115819,0.043333
2,mean,profile,8,RHOB,-1.119155,0.177016
2,mean,profile,8,all,0.700777,5.053009
2,mean,profile,9,GR,-0.239827,50.409676
2,mean,profile,9,NPHI,-0.001136,0.083933
2,mean,profile,9,RHOB,-3.553591,0.140765
2,mean,profile,9,all,0.470983,14.075935
2,mean,profile,10,GR,-0.011915,25.490411
2,mean,profile,10,NPHI,-0.033741,0.073653
2,mean,profile,10,RHOB,-0.024663,0.096402
2,mean,profile,10,all,0.678423,5.375446
2,mean,profile,11,GR,-21.735420,37.112848
2,mean,profile,11,NPHI,-1.130651,0.074331
2,mean,profile,11,RHOB,-0.000011,0.079421
2,mean,profile,11,all,-4.768426,6.248690
2,mean,profile,12,GR,-0.527515,22.162717
2,mean,profile,12,NPHI,-0.677764,0.111849
2,mean,profile,12,RHOB,-0.826332,0.161202
2,mean,profile,12,all,0.571592,5.830827
2,mean,profile,13,GR,-0.453541,30.799914
2,mean,profile,13,NPHI,-0.310939,0.092625
2,mean,profile,13,RHOB,-0.723532,0.121010
2,mean,profile,13,all,0.707534,7.472025
2,mean,profile,14,GR,-23.620552,33.501408
2,mean,profile,14,NPHI,-2.441536,0.087111
2,mean,profile,14,RHOB,-2.109323,0.141921
2,mean,profile,14,all,-2.553907,5.244637
2,mean,profile,15,GR,-0.948693,23.925720
2,mean,profile,15,NPHI,-0.003014,0.085627
2,mean,profile,15,RHOB,-0.284826,0.091011
2,mean,profile,15,all,0.359503,7.150754
2,mean,profile,16,GR,,
2,mean,profile,16,NPHI,-13.264271,0.098407
2,mean,profile,16,RHOB,,
2,mean,profile,16,all,-13.264271,0.098407
2,mean,profile,17,GR,-0.008022,31.017551
2,mean,profile,17,NPHI,-0.180414,0.080581
2,mean,profile,17,RHOB,-0.602883,0.097515
2,mean,profile,17,all,0.581147,11.573156
2,mean,profile,18,GR,-1.128494,40.583091
2,mean,profile,18,NPHI,-0.064039,0.075520
2,mean,profile,18,RHOB,-0.138354,0.106089
2,mean,profile,18,all,0.624655,10.885690
2,mean,single,0,GR,-0.000021,25.807726
2,mean,single,0,NPHI,-0.003170,0.077909
2,mean,single,0,RHOB,-0.000067,0.120478
2,mean,single,0,all,0.678820,6.218752
2,mean,single,1,GR,,
2,mean,single,1,NPHI,-0.522144,0.054171
2,mean,single,1,RHOB,,
2,mean,single,1,all,-0.522144,0.054171
2,mean,single,2,GR,-3.077658,36.880094
2,mean,single,2,NPHI,-0.212481,0.051876
2,mean,single,2,RHOB,-0.000424,0.127214
2,mean,single,2,all,0.717531,7.918925
2,mean,single,3,GR,-0.584721,21.515295
2,mean,single,3,NPHI,-0.426171,0.095928
2,mean,single,3,RHOB,-0.487353,0.134666
2,mean,single,3,all,0.528681,6.114289
2,mean,single,4,GR,-0.562334,36.424989
2,mean,single,4,NPHI,-0.016520,0.076321
2,mean,single,4,RHOB,-0.604463,0.110922
2,mean,single,4,all,0.649845,9.862847
2,mean,single,5,GR,-0.176852,22.034476
2,mean,single,5,NPHI,-0.318655,0.096198
2,mean,single,5,RHOB,-0.457875,0.140199
2,mean,single,5,all,0.637632,6.628305
2,mean,single,6,GR,-8.054643,9.547813
2,mean,single,6,NPHI,-26.593071,0.142059
2,mean,single,6,RHOB,-1.364118,0.106351
2,mean,single,6,all,0.935620,1.000399
2,mean,single,7,GR,-21.455843,41.197168
2,mean,single,7,NPHI,-5.730189,0.126055
2,mean,single,7,RHOB,-0.418367,0.068698
2,mean,single,7,all,-8.367256,4.300597
2,mean,single,8,GR,-0.379655,24.118597
2,mean,single,8,NPHI,-0.017082,0.044102
2,mean,single,8,RHOB,-1.941883,0.164670
2,mean,single,8,all,0.837401,1.970135
2,mean,single,9,GR,-0.636062,58.000364
2,mean,single,9,NPHI,-0.013986,0.102078
2,mean,single,9,RHOB,-0.739703,0.133984
2,mean,single,9,all,0.496014,13.125118
2,mean,single,10,GR,-0.013495,21.673191
2,mean,single,10,NPHI,-0.015794,0.078154
2,mean,single,10,RHOB,-0.040355,0.131403
2,mean,single,10,all,0.776611,3.733973
2,mean,single,11,GR,-364.512475,42.273975
2,mean,single,11,NPHI,-1.151868,0.068745
2,mean,single,11,RHOB,-0.330045,0.108595
2,mean,single,11,all,-17.312825,3.661670
2,mean,single,12,GR,-0.460968,20.827330
2,mean,single,12,NPHI,-2.091565,0.123095
2,mean,single,12,RHOB,-0.543199,0.151673
2,mean,single,12,all,0.602852,5.509417
2,mean,single,13,GR,-0.836954,36.379793
2,mean,single,13,NPHI,-0.000137,0.092905
2,mean,single,13,RHOB,-0.450299,0.123751
2,mean,single,13,all,0.648143,9.578889
2,mean,single,14,GR,-209.508962,36.193872
2,mean,single,14,NPHI,-3.084019,0.100656
2,mean,single,14,RHOB,-0.805846,0.080987
2,mean,single,14,all,-4.554977,2.913063
2,mean,single,15,GR,-0.853316,25.200144
2,mean,single,15,NPHI,-0.019633,0.072005
2,mean,single,15,RHOB,-0.266895,0.097565
2,mean,single,15,all,0.381061,4.772298
2,mean,single,16,GR,,
2,mean,single,16,NPHI,-374.448209,0.115949
2,mean,single,16,RHOB,,
2,mean,single,16,all,-374.448209,0.115949
2,mean,single,17,GR,-0.004616,33.094197
2,mean,single,17,NPHI,-0.065532,0.078647
2,mean,single,17,RHOB,-0.407216,0.098096
2,mean,single,17,all,0.567834,11.212036
2,mean,single,18,GR,-1.717048,47.707269
2,mean,single,18,NPHI,-0.174814,0.074346
2,mean,single,18,RHOB,-0.206840,0.094146
2,mean,single,18,all,0.613307,9.736090
2,mice,blackout,0,GR,-0.397956,39.411403
2,mice,blackout,0,NPHI,0.098828,0.063342
2,mice,blackout,0,RHOB,-0.325044,0.115268
2,mice,blackout,0,all,0.361582,14.386170
2,mice,blackout,1,GR,-2.904304,43.861787
2,mice,blackout,1,NPHI,-0.498296,0.078422
2,mice,blackout,1,RHOB,-0.023691,0.082485
2,mice,blackout,1,all,0.601564,18.099150
2,mice,blackout,2,GR,-6.410714,33.716013
2,mice,blackout,2,NPHI,-0.131452,0.066701
2,mice,blackout,2,RHOB,0.158365,0.117933
2,mice,blackout,2,all,0.655205,11.154864
2,mice,blackout,3,GR,-1.370340,28.231334
2,mice,blackout,3,NPHI,-0.020220,0.078168
2,mice,blackout,3,RHOB,-0.440275,0.129625
2,mice,blackout,3,all,0.187205,10.286960
2,mice,blackout,4,GR,-1.049596,34.700962
2,mice,blackout,4,NPHI,0.115453,0.081106
2,mice,blackout,4,RHOB,0.019653,0.126354
2,mice,blackout,4,all,0.482997,12.736476
2,mice,blackout,5,GR,-0.857771,25.933261
2,mice,blackout,5,NPHI,0.062782,0.078978
2,mice,blackout,5,RHOB,-0.071178,0.127044
2,mice,blackout,5,all,0.386213,9.189052
2,mice,blackout,6,GR,-10.659517,18.992470
2,mice,blackout,6,NPHI,-8.598957,0.124378
2,mice,blackout,6,RHOB,-3.346357,0.115553
2,mice,blackout,6,all,0.617774,6.248946
2,mice,blackout,7,GR,-21.494162,39.958724
2,mice,blackout,7,NPHI,-3.151879,0.104294
2,mice,blackout,7,RHOB,-1.741488,0.126704
2,mice,blackout,7,all,-7.279982,13.926818
2,mice,blackout,8,GR,-1.347224,55.977888
2,mice,blackout,8,NPHI,-0.296464,0.051108
2,mice,blackout,8,RHOB,-0.203905,0.123701
2,mice,blackout,8,all,0.487709,18.296344
2,mice,blackout,9,GR,-0.229523,42.715973
2,mice,blackout,9,NPHI,0.191756,0.080137
2,mice,blackout,9,RHOB,-0.685922,0.134229
2,mice,blackout,9,all,0.533957,15.035011
2,mice,blackout,10,GR,-0.073861,31.667497
2,mice,blackout,10,NPHI,0.168756,0.063062
2,mice,blackout,10,RHOB,0.052494,0.102554
2,mice,blackout,10,all,0.626617,10.159864
2,mice,blackout,11,GR,-22.640433,36.820083
2,mice,blackout,11,NPHI,-0.541979,0.064752
2,mice,blackout,11,RHOB,-0.089368,0.079754
2,mice,blackout,11,all,-7.896908,12.021735
2,mice,blackout,12,GR,-2.476035,32.066189
2,mice,blackout,12,NPHI,-0.362205,0.100275
2,mice,blackout,12,RHOB,-0.596890,0.162393
2,mice,blackout,12,all,0.025060,11.691775
2,mice,blackout,13,GR,-0.980451,36.526501
2,mice,blackout,13,NPHI,0.110006,0.074594
2,mice,blackout,13,RHOB,-0.900380,0.115027
2,mice,blackout,13,all,0.556119,13.387265
2,mice,blackout,14,GR,-19.441033,36.725608
2,mice,blackout,14,NPHI,-2.148021,0.084434
2,mice,blackout,14,RHOB,-1.759123,0.123376
2,mice,blackout,14,all,-3.329588,12.035538
2,mice,blackout,15,GR,-0.264354,20.572933
2,mice,blackout,15,NPHI,0.139207,0.071338
2,mice,blackout,15,RHOB,-0.825689,0.104968
2,mice,blackout,15,all,0.544876,6.578461
2,mice,blackout,16,GR,-147.170548,39.791454
2,mice,blackout,16,NPHI,-12.818447,0.099805
2,mice,blackout,16,RHOB,-1.204262,0.064908
2,mice,blackout,16,all,-15.822715,13.318722
2,mice,blackout,17,GR,0.160769,27.806307
2,mice,blackout,17,NPHI,-0.053580,0.075785
2,mice,blackout,17,RHOB,-0.420157,0.099210
2,mice,blackout,17,all,0.620859,9.578048
2,mice,blackout,18,GR,-2.033299,44.508112
2,mice,blackout,18,NPHI,-0.100389,0.077169
2,mice,blackout,18,RHOB,-0.181995,0.101916
2,mice,blackout,18,all,0.562658,15.497650
2,mice,block,0,GR,0.324436,19.720867
2,mice,block,0,NPHI,-0.914863,0.083006
2,mice,block,0,RHOB,0.204582,0.078194
2,mice,block,0,all,0.636913,6.894275
2,mice,block,1,GR,-7.291427,61.169713
2,mice,block,1,NPHI,,
2,mice,block,1,RHOB,-213.533195,0.183874
2,mice,block,1,all,-0.901068,51.005406
2,mice,block,2,GR,0.061876,10.369226
2,mice,block,2,NPHI,0.677214,0.031456
2,mice,block,2,RHOB,0.317459,0.129481
2,mice,block,2,all,0.962647,3.271323
2,mice,block,3,GR,0.392066,14.918590
2,mice,block,3,NPHI,0.750514,0.039121
2,mice,block,3,RHOB,0.632789,0.062968
2,mice,block,3,all,0.784727,4.797147
2,mice,block,4,GR,-0.016877,23.411039
2,mice,block,4,NPHI,0.739678,0.044536
2,mice,block,4,RHOB,0.232673,0.093961
2,mice,block,4,all,0.704087,6.675932
2,mice,block,5,GR,-0.127128,19.183883
2,mice,block,5,NPHI,0.801482,0.034848
2,mice,block,5,RHOB,0.695799,0.067701
2,mice,block,5,all,0.625498,5.562311
2,mice,block,6,GR,-17.487716,16.219027
2,mice,block,6,NPHI,-92.804311,0.082737
2,mice,block,6,RHOB,0.338656,0.049256
2,mice,block,6,all,0.680466,7.909841
2,mice,block,7,GR,-1.643264,18.998989
2,mice,block,7,NPHI,-7.884249,0.037496
2,mice,block,7,RHOB,0.876972,0.015372
2,mice,block,7,all,-1.069299,10.774230
2,mice,block,8,GR,-1.225467,56.383602
2,mice,block,8,NPHI,-4.475908,0.066770
2,mice,block,8,RHOB,-0.025966,0.068299
2,mice,block,8,all,0.267059,23.418099
2,mice,block,9,GR,0.788434,15.486240
2,mice,block,9,NPHI,0.893025,0.022337
2,mice,block,9,RHOB,-0.246047,0.098500
2,mice,block,9,all,0.902998,4.924453
2,mice,block,10,GR,0.718793,17.433074
2,mice,block,10,NPHI,0.537062,0.039323
2,mice,block,10,RHOB,-0.017623,0.059469
2,mice,block,10,all,0.886950,4.651254
2,mice,block,11,GR,-4.760555,15.862884
2,mice,block,11,NPHI,0.739730,0.023310
2,mice,block,11,RHOB,0.920542,0.021664
2,mice,block,11,all,-0.896118,6.754676
2,mice,block,12,GR,0.069441,17.734759
2,mice,block,12,NPHI,0.132728,0.057115
2,mice,block,12,RHOB,0.676554,0.069475
2,mice,block,12,all,0.696154,5.544507
2,mice,block,13,GR,-0.583625,27.119648
2,mice,block,13,NPHI,0.669918,0.050234
2,mice,block,13,RHOB,0.047267,0.091384
2,mice,block,13,all,0.595772,6.930869
2,mice,block,14,GR,-7.925368,17.724443
2,mice,block,14,NPHI,0.668146,0.028368
2,mice,block,14,RHOB,0.630301,0.045808
2,mice,block,14,all,-0.986277,7.370869
2,mice,block,15,GR,-5.245066,27.020110
2,mice,block,15,NPHI,0.789223,0.036093
2,mice,block,15,RHOB,-0.038543,0.069034
2,mice,block,15,all,0.628354,5.902336
2,mice,block,16,GR,-35.224014,16.621282
2,mice,block,16,NPHI,,
2,mice,block,16,RHOB,,
2,mice,block,16,all,-35.224014,16.621282
2,mice,block,17,GR,0.677337,15.582879
2,mice,block,17,NPHI,0.678274,0.041751
2,mice,block,17,RHOB,-0.012855,0.068754
2,mice,block,17,all,0.885649,4.356603
2,mice,block,18,GR,-0.747893,39.101810
2,mice,block,18,NPHI,-2.804993,0.118863
2,mice,block,18,RHOB,-1.981157,0.129356
2,mice,block,18,all,0.549584,14.223097
2,mice,profile,0,GR,0.142523,29.307780
2,mice,profile,0,NPHI,-0.252989,0.060308
2,mice,profile,0,RHOB,-0.027476,0.104283
2,mice,profile,0,all,0.632833,8.672853
2,mice,profile,1,GR,,
2,mice,profile,1,NPHI,-2.432319,0.103254
2,mice,profile,1,RHOB,-2.406314,0.152498
2,mice,profile,1,all,0.985025,0.127876
2,mice,profile,2,GR,-5.351601,33.966081
2,mice,profile,2,NPHI,0.493586,0.048671
2,mice,profile,2,RHOB,0.217315,0.098706
2,mice,profile,2,all,0.652886,8.984839
2,mice,profile,3,GR,-0.105386,18.856867
2,mice,profile,3,NPHI,0.827356,0.031777
2,mice,profile,3,RHOB,0.681873,0.057998
2,mice,profile,3,all,0.613199,5.853120
2,mice,profile,4,GR,0.205065,20.634670
2,mice,profile,4,NPHI,0.075802,0.056172
2,mice,profile,4,RHOB,0.280935,0.115748
2,mice,profile,4,all,0.780292,5.587419
2,mice,profile,5,GR,0.128990,16.181600
2,mice,profile,5,NPHI,0.712520,0.043098
2,mice,profile,5,RHOB,0.696642,0.064441
2,mice,profile,5,all,0.724104,5.394323
2,mice,profile,6,GR,-14.566327,17.148070
2,mice,profile,6,NPHI,-2.292899,0.073086
2,mice,profile,6,RHOB,0.140447,0.052932
2,mice,profile,6,all,0.778367,3.172132
2,mice,profile,7,GR,-14.278463,19.394030
2,mice,profile,7,NPHI,0.665727,0.031458
2,mice,profile,7,RHOB,0.906188,0.020137
2,mice,profile,7,all,-3.541642,3.900576
2,mice,profile,8,GR,-1.170860,42.473287
2,mice,profile,8,NPHI,-1.917959,0.071579
2,mice,profile,8,RHOB,0.324423,0.071543
2,mice,profile,8,all,0.628326,6.594908
2,mice,profile,9,GR,0.336605,36.297743
2,mice,profile,9,NPHI,0.725154,0.039676
2,mice,profile,9,RHOB,-1.205588,0.100996
2,mice,profile,9,all,0.716939,10.124988
2,mice,profile,10,GR,0.603532,15.672129
2,mice,profile,10,NPHI,0.651971,0.036465
2,mice,profile,10,RHOB,0.211227,0.085448
2,mice,profile,10,all,0.874002,3.308182
2,mice,profile,11,GR,-4.284462,15.353140
2,mice,profile,11,NPHI,0.675173,0.030203
2,mice,profile,11,RHOB,0.929273,0.019282
2,mice,profile,11,all,-0.340754,2.581296
2,mice,profile,12,GR,-0.508510,21.215556
2,mice,profile,12,NPHI,0.771286,0.039895
2,mice,profile,12,RHOB,0.700133,0.063835
2,mice,profile,12,all,0.576971,5.524202
2,mice,profile,13,GR,0.575093,11.893009
2,mice,profile,13,NPHI,-0.133387,0.068089
2,mice,profile,13,RHOB,-0.333958,0.100107
2,mice,profile,13,all,0.914499,2.916956
2,mice,profile,14,GR,-4.892991,15.558292
2,mice,profile,14,NPHI,0.705241,0.022552
2,mice,profile,14,RHOB,0.482237,0.051498
2,mice,profile,14,all,0.149391,2.421572
2,mice,profile,15,GR,-0.378196,20.874609
2,mice,profile,15,NPHI,0.608217,0.047860
2,mice,profile,15,RHOB,0.143951,0.073707
2,mice,profile,15,all,0.547019,6.225450
2,mice,profile,16,GR,,
2,mice,profile,16,NPHI,0.305216,0.020730
2,mice,profile,16,RHOB,,
2,mice,profile,16,all,0.305216,0.020730
2,mice,profile,17,GR,0.759810,13.842070
2,mice,profile,17,NPHI,0.657893,0.044156
2,mice,profile,17,RHOB,0.124534,0.075208
2,mice,profile,17,all,0.900195,5.177390
2,mice,profile,18,GR,-2.311241,52.382547
2,mice,profile,18,NPHI,-0.485523,0.090189
2,mice,profile,18,RHOB,-0.652332,0.131088
2,mice,profile,18,all,0.416086,14.045724
2,mice,single,0,GR,-0.404242,29.541626
2,mice,single,0,NPHI,0.092373,0.062981
2,mice,single,0,RHOB,-0.145836,0.124732
2,mice,single,0,all,0.549001,7.103025
2,mice,single,1,GR,,
2,mice,single,1,NPHI,-5.011382,0.113688
2,mice,single,1,RHOB,,
2,mice,single,1,all,-5.011382,0.113688
2,mice,single,2,GR,-6.896667,42.639315
2,mice,single,2,NPHI,0.249879,0.046345
2,mice,single,2,RHOB,0.485472,0.080923
2,mice,single,2,all,0.452990,9.123025
2,mice,single,3,GR,-0.153893,17.697298
2,mice,single,3,NPHI,0.774429,0.034423
2,mice,single,3,RHOB,0.729228,0.056772
2,mice,single,3,all,0.656840,4.993360
2,mice,single,4,GR,-0.425189,27.363310
2,mice,single,4,NPHI,0.473578,0.048994
2,mice,single,4,RHOB,-0.107248,0.081889
2,mice,single,4,all,0.680584,7.406172
2,mice,single,5,GR,0.147572,17.797463
2,mice,single,5,NPHI,0.753338,0.039831
2,mice,single,5,RHOB,0.741101,0.056100
2,mice,single,5,all,0.737542,5.319322
2,mice,single,6,GR,-15.344173,12.565513
2,mice,single,6,NPHI,-7.578660,0.078864
2,mice,single,6,RHOB,0.310433,0.057868
2,mice,single,6,all,0.883958,1.227648
2,mice,single,7,GR,-5.181863,18.734688
2,mice,single,7,NPHI,0.544191,0.032158
2,mice,single,7,RHOB,0.893783,0.015782
2,mice,single,7,all,-1.578572,1.935901
2,mice,single,8,GR,-2.664040,35.537416
2,mice,single,8,NPHI,-0.773409,0.055128
2,mice,single,8,RHOB,0.199420,0.077079
2,mice,single,8,all,0.568283,2.835414
2,mice,single,9,GR,0.227845,38.422114
2,mice,single,9,NPHI,0.799838,0.038420
2,mice,single,9,RHOB,0.019582,0.100815
2,mice,single,9,all,0.762139,8.687805
2,mice,single,10,GR,0.546137,14.958611
2,mice,single,10,NPHI,0.833525,0.029484
2,mice,single,10,RHOB,0.208923,0.111470
2,mice,single,10,all,0.899952,2.579229
2,mice,single,11,GR,-70.093060,17.747157
2,mice,single,11,NPHI,0.704657,0.029689
2,mice,single,11,RHOB,0.937415,0.022310
2,mice,single,11,all,-2.561756,1.528167
2,mice,single,12,GR,-0.174229,18.682563
2,mice,single,12,NPHI,0.570934,0.044508
2,mice,single,12,RHOB,0.767727,0.058536
2,mice,single,12,all,0.680840,4.887878
2,mice,single,13,GR,-0.794483,26.014273
2,mice,single,13,NPHI,0.689574,0.046810
2,mice,single,13,RHOB,-0.185515,0.099552
2,mice,single,13,all,0.656281,6.848553
2,mice,single,14,GR,-48.714827,17.454372
2,mice,single,14,NPHI,0.837350,0.019118
2,mice,single,14,RHOB,0.636605,0.035212
2,mice,single,14,all,-0.311809,1.387282
2,mice,single,15,GR,-0.388306,22.622956
2,mice,single,15,NPHI,0.576155,0.047836
2,mice,single,15,RHOB,0.226254,0.069020
2,mice,single,15,all,0.536365,4.269730
2,mice,single,16,GR,,
2,mice,single,16,NPHI,-9.971900,0.019565
2,mice,single,16,RHOB,,
2,mice,single,16,all,-9.971900,0.019565
2,mice,single,17,GR,0.717491,15.969548
2,mice,single,17,NPHI,0.701698,0.041524
2,mice,single,17,RHOB,0.205161,0.076114
2,mice,single,17,all,0.878469,5.421874
2,mice,single,18,GR,-3.379073,64.624106
2,mice,single,18,NPHI,-0.483762,0.086980
2,mice,single,18,RHOB,-1.855436,0.138605
2,mice,single,18,all,0.376765,13.185573
2,rf,blackout,0,GR,-0.393143,39.731566
2,rf,blackout,0,NPHI,-0.443323,0.079990
2,rf,blackout,0,RHOB,-0.257701,0.113212
2,rf,blackout,0,all,0.363780,14.507549
2,rf,blackout,1,GR,-2.183101,39.274706
2,rf,blackout,1,NPHI,-0.806542,0.085642
2,rf,blackout,1,RHOB,-0.012459,0.082448
2,rf,blackout,1,all,0.675162,16.214200
2,rf,blackout,2,GR,-6.317955,35.834515
2,rf,blackout,2,NPHI,-0.270032,0.068910
2,rf,blackout,2,RHOB,0.043318,0.124464
2,rf,blackout,2,all,0.659520,11.854788
2,rf,blackout,3,GR,-2.462560,33.227205
2,rf,blackout,3,NPHI,-0.413172,0.091422
2,rf,blackout,3,RHOB,-1.695168,0.185050
2,rf,blackout,3,all,-0.187325,12.116548
2,rf,blackout,4,GR,-0.612569,33.371147
2,rf,blackout,4,NPHI,-0.003146,0.085016
2,rf,blackout,4,RHOB,0.032608,0.119683
2,rf,blackout,4,all,0.593233,12.250315
2,rf,blackout,5,GR,-1.453384,30.022960
2,rf,blackout,5,NPHI,-0.105423,0.084346
2,rf,blackout,5,RHOB,-0.317874,0.141196
2,rf,blackout,5,all,0.189431,10.633962
2,rf,blackout,6,GR,-21.577716,26.706338
2,rf,blackout,6,NPHI,-9.443199,0.125765
2,rf,blackout,6,RHOB,-2.062294,0.088146
2,rf,blackout,6,all,0.259875,8.746638
2,rf,blackout,7,GR,-33.903489,48.910396
2,rf,blackout,7,NPHI,-4.176741,0.114336
2,rf,blackout,7,RHOB,-1.176630,0.111075
2,rf,blackout,7,all,-11.847710,17.029762
2,rf,blackout,8,GR,-1.378679,57.054680
2,rf,blackout,8,NPHI,-0.529304,0.053806
2,rf,blackout,8,RHOB,-0.225957,0.134699
2,rf,blackout,8,all,0.480844,18.651456
2,rf,blackout,9,GR,-0.359010,46.820776
2,rf,blackout,9,NPHI,0.180725,0.079456
2,rf,blackout,9,RHOB,-0.835232,0.140833
2,rf,blackout,9,all,0.484875,16.475003
2,rf,blackout,10,GR,-0.185700,33.779992
2,rf,blackout,10,NPHI,0.048265,0.065419
2,rf,blackout,10,RHOB,-0.064872,0.110640
2,rf,blackout,10,all,0.587730,10.837430
2,rf,blackout,11,GR,-32.317477,42.331098
2,rf,blackout,11,NPHI,-1.697594,0.089840
2,rf,blackout,11,RHOB,-0.402806,0.089357
2,rf,blackout,11,all,-11.538804,13.826379
2,rf,blackout,12,GR,-1.902519,28.920475
2,rf,blackout,12,NPHI,-0.415212,0.097941
2,rf,blackout,12,RHOB,-1.476978,0.208560
2,rf,blackout,12,all,0.185899,10.565041
2,rf,blackout,13,GR,-0.629264,34.272241
2,rf,blackout,13,NPHI,0.015777,0.075799
2,rf,blackout,13,RHOB,-0.655763,0.099161
2,rf,blackout,13,all,0.634831,12.560568
2,rf,blackout,14,GR,-33.985178,47.501237
2,rf,blackout,14,NPHI,-2.322762,0.082675
2,rf,blackout,14,RHOB,-0.877779,0.104351
2,rf,blackout,14,all,-6.410092,15.540645
2,rf,blackout,15,GR,-1.208309,25.711942
2,rf,blackout,15,NPHI,0.042672,0.073744
2,rf,blackout,15,RHOB,-1.020905,0.109288
2,rf,blackout,15,all,0.205096,8.208999
2,rf,blackout,16,GR,-174.358488,43.311268
2,rf,blackout,16,NPHI,-32.209878,0.158208
2,rf,blackout,16,RHOB,-6.422001,0.126956
2,rf,blackout,16,all,-18.909795,14.532144
2,rf,blackout,17,GR,-0.324079,35.222062
2,rf,blackout,17,NPHI,-0.128611,0.075145
2,rf,blackout,17,RHOB,-0.442730,0.093174
2,rf,blackout,17,all,0.401822,12.114878
2,rf,blackout,18,GR,-1.236400,38.528453
2,rf,blackout,18,NPHI,-0.707463,0.094029
2,rf,blackout,18,RHOB,-0.429034,0.110627
2,rf,blackout,18,all,0.677554,13.431991
2,rf,block,0,GR,0.179991,20.931133
2,rf,block,0,NPHI,-0.636923,0.081767
2,rf,block,0,RHOB,0.206926,0.077717
2,rf,block,0,all,0.559283,7.313650
2,rf,block,1,GR,-5.664959,50.697518
2,rf,block,1,NPHI,,
2,rf,block,1,RHOB,-160.593694,0.147879
2,rf,block,1,all,-0.528150,42.272578
2,rf,block,2,GR,-1.090346,15.474350
2,rf,block,2,NPHI,0.523163,0.038984
2,rf,block,2,RHOB,0.357129,0.110849
2,rf,block,2,all,0.916783,4.842581
2,rf,block,3,GR,-0.317424,19.672173
2,rf,block,3,NPHI,0.654371,0.044877
2,rf,block,3,RHOB,0.403512,0.080453
2,rf,block,3,all,0.533496,6.322722
2,rf,block,4,GR,0.019910,25.335883
2,rf,block,4,NPHI,0.694831,0.047462
2,rf,block,4,RHOB,0.231322,0.091502
2,rf,block,4,all,0.714791,7.220256
2,rf,block,5,GR,-0.705116,23.447936
2,rf,block,5,NPHI,0.736968,0.036857
2,rf,block,5,RHOB,0.520096,0.081364
2,rf,block,5,all,0.433454,6.796094
2,rf,block,6,GR,-31.909039,19.503531
2,rf,block,6,NPHI,-99.131012,0.082036
2,rf,block,6,RHOB,0.006349,0.047930
2,rf,block,6,all,0.431217,9.504615
2,rf,block,7,GR,-3.656637,21.546678
2,rf,block,7,NPHI,-4.519157,0.024083
2,rf,block,7,RHOB,0.628301,0.030303
2,rf,block,7,all,-2.645484,12.222501
2,rf,block,8,GR,-0.437290,42.266090
2,rf,block,8,NPHI,-5.231055,0.064181
2,rf,block,8,RHOB,-0.550815,0.094276
2,rf,block,8,all,0.526638,17.571342
2,rf,block,9,GR,0.667751,18.471754
2,rf,block,9,NPHI,0.643521,0.041963
2,rf,block,9,RHOB,-0.293129,0.095359
2,rf,block,9,all,0.847668,5.867666
2,rf,block,10,GR,0.621709,18.725678
2,rf,block,10,NPHI,0.334556,0.049739
2,rf,block,10,RHOB,-0.213551,0.060278
2,rf,block,10,all,0.847920,4.997400
2,rf,block,11,GR,-24.526089,24.401678
2,rf,block,11,NPHI,0.809923,0.017648
2,rf,block,11,RHOB,0.610107,0.044487
2,rf,block,11,all,-7.402041,10.388242
2,rf,block,12,GR,-1.363736,24.620861
2,rf,block,12,NPHI,0.062850,0.057506
2,rf,block,12,RHOB,0.554137,0.078968
2,rf,block,12,all,0.228205,7.684084
2,rf,block,13,GR,-0.389527,27.439171
2,rf,block,13,NPHI,0.694447,0.045534
2,rf,block,13,RHOB,0.283753,0.070194
2,rf,block,13,all,0.645317,7.001167
2,rf,block,14,GR,-9.332148,15.605541
2,rf,block,14,NPHI,0.582469,0.028629
2,rf,block,14,RHOB,0.746650,0.035413
2,rf,block,14,all,-1.299341,6.489334
2,rf,block,15,GR,-10.201447,34.337988
2,rf,block,15,NPHI,0.703247,0.045510
2,rf,block,15,RHOB,-0.008372,0.062564
2,rf,block,15,all,0.333405,7.489830
2,rf,block,16,GR,-27.471082,9.327704
2,rf,block,16,NPHI,,
2,rf,block,16,RHOB,,
2,rf,block,16,all,-27.471082,9.327704
2,rf,block,17,GR,0.201783,24.286304
2,rf,block,17,NPHI,0.427256,0.050111
2,rf,block,17,RHOB,-0.843399,0.083038
2,rf,block,17,all,0.717117,6.775770
2,rf,block,18,GR,-0.704507,36.951681
2,rf,block,18,NPHI,-2.631612,0.110510
2,rf,block,18,RHOB,-0.195369,0.075022
2,rf,block,18,all,0.560767,13.422449
2,rf,profile,0,GR,0.185218,26.108786
2,rf,profile,0,NPHI,-0.262682,0.064339
2,rf,profile,0,RHOB,-0.107715,0.110657
2,rf,profile,0,all,0.651114,7.735369
2,rf,profile,1,GR,,
2,rf,profile,1,NPHI,-3.376587,0.114294
