method,scenario,log,n_seeds,mae_mean,mae_std,mae_ci,rmse_mean,rmse_std,rmse_ci,r2_mean,r2_std,r2_ci,cc_mean,cc_std,cc_ci
stgnn,profile,NPHI,5,0.05740337319676535,0.0021683962793046727,0.0019006831412116845,0.07377931942995859,0.003357416973265157,0.0029429057317647343,0.48291740882290685,0.04731360584655427,0.04147220406194252,0.7068204178067956,0.030621152942516203,0.0268406239753225
unet,profile,NPHI,5,0.04445806063835134,0.001619188158557823,0.001419280998032016,0.059340118661816876,0.0029219109049532814,0.0025611678318079975,0.6651167840457883,0.03685902706780822,0.032308361722384576,0.8226941213067643,0.019136472615971047,0.0167738578185988
xgb,profile,NPHI,5,0.04546471227134298,0.000781892282348374,0.0006853588034100618,0.05988108868566775,0.0007972164235089981,0.0006987910053721894,0.6595787808042658,0.01915542374694415,0.016790469217304493,0.8147110223821598,0.010733260248794441,0.009408117418308264
ae,profile,RHOB,5,0.08899463693645758,0.0031569169295845734,0.002767159694717441,0.12239990430239536,0.004719979861682294,0.004137244762675452,0.350461688435737,0.029804468249741225,0.026124768279544977,0.6239025031665641,0.02445932026627809,0.021439539497143733
brits,profile,RHOB,5,0.12910037138746144,0.004028338866621611,0.0035309947005307883,0.16505188003479435,0.00683089165718249,0.0059875405322193246,-0.18005060484197855,0.02403646398900901,0.021068889627914762,-0.37166014600692726,0.027914983484379822,0.02446856185944803
gnn,profile,RHOB,5,0.0739847389034742,0.005384422709924173,0.00471965459800176,0.1000277041147376,0.006841721180027089,0.005997033027523134,0.566234540117901,0.04104090581616723,0.03597394006314163,0.7534258393112545,0.027534419184301526,0.02413498254269243
locf,profile,RHOB,5,0.12458432153444121,0.0037322905848367997,0.0032714969401151915,0.15855422812862505,0.006425412548790348,0.005632122423089557,-0.08898985918735147,0.019496089714937107,0.017089076104029276,-0.3809583139493726,0.029982494288304764,0.02628081498255026
mean,profile,RHOB,5,0.12458432153444121,0.0037322905848367997,0.0032714969401151915,0.15855422812862505,0.006425412548790348,0.005632122423089557,-0.08898985918735147,0.019496089714937107,0.017089076104029276,-0.3809583139493726,0.029982494288304764,0.02628081498255026
mice,profile,RHOB,5,0.07431885705675363,0.001441272164760855,0.001263330753517551,0.0992262591770299,0.0027085396350878745,0.002374139667573113,0.572591732771322,0.026191052422942576,0.022957469659024385,0.7575537276228104,0.016187058454261872,0.014188582319320948
rf,profile,RHOB,5,0.0786641173735696,0.0015452912196590083,0.0013545074751789119,0.1097306614686683,0.0025042823874299497,0.002195100296034342,0.47668067195017727,0.041783377004396834,0.036624744754042475,0.7221433331695315,0.01996138250221586,0.017496923214333163
saits,profile,RHOB,5,0.12196007001701555,0.0032104509963852964,0.002814084373208986,0.15328174430219216,0.005952788436589542,0.005217849123156453,-0.017925333834653577,0.021071229229630936,0.01846974676335864,0.045538504583479765,0.015929846350489184,0.013963125969841735
stgnn,profile,RHOB,5,0.07729676581054708,0.00732528036793141,0.006420891343920206,0.10588044907295176,0.008523103606232318,0.007470829704781153,0.5130594744496138,0.06555801342840135,0.057464132402333785,0.7240156558516088,0.04269411582334232,0.03742304252633519
unet,profile,RHOB,5,0.07152338803282028,0.005099814845773866,0.004470184805782684,0.0982412726924525,0.005903101758553905,0.005174296829608231,0.5817270107797591,0.031036287642145156,0.027204505583332705,0.7720791713614086,0.02203499695882212,0.019314526424899538
xgb,profile,RHOB,5,0.07117531874644004,0.0020385838256026458,0.0017868975086566042,0.10026262348871992,0.003131903730501296,0.002745234659031343,0.5633465211417741,0.03282304372519924,0.028770666343213416,0.7608473483797779,0.01784963857905668,0.015645898052736806
ae,profile,all,5,7.9136976198018205,0.7569242356848768,0.663473345564915,18.89185888569583,1.0716859206705778,0.9393741271063525,0.6232477403015654,0.018285951263563697,0.016028342982962025,0.7973258166891519,0.011766777729938014,0.010314035433066648
brits,profile,all,5,9.850399627002528,0.9399952173034765,0.8239421361307818,20.4902006028295,1.1643947836660817,1.02063702845802,0.5566117839880741,0.0255914820436426,0.022431923049863634,0.7651089706978751,0.014131977652986029,0.0123872245739252
gnn,profile,all,5,7.210277673111017,0.810462712345073,0.710401889468717,16.270888261314173,1.0786128681152545,0.9454458642485959,0.7208223000841164,0.013058758815348653,0.011446506785854531,0.8604449708563523,0.008584183114710242,0.007524368254512807
locf,profile,all,5,9.38354309695084,0.9146036016035001,0.8016854036554122,19.924945226388807,1.1990240276835826,1.0509908991619834,0.5809919814246663,0.02171684052473072,0.019035650014569472,0.7625949526118183,0.014522580531102128,0.012729603092293667
mean,profile,all,5,9.38354309695084,0.9146036016035001,0.8016854036554122,19.924945226388807,1.1990240276835826,1.0509908991619834,0.5809919814246663,0.02171684052473072,0.019035650014569472,0.7625949526118183,0.014522580531102128,0.012729603092293667
mice,profile,all,5,6.217918729947595,0.7344096104200647,0.6437384063935337,15.334069815174377,1.2487269219735555,1.0945574068838428,0.7516634389865171,0.024899959481025833,0.021825776798333144,0.8673005376186811,0.014293421238827141,0.012528736116254243
rf,profile,all,5,7.868971811983407,0.7509325067620676,0.658221363600647,18.642517979318008,1.062176644811588,0.9310388793092531,0.632986632683936,0.021320013804738518,0.018687816058262665,0.8166026383829441,0.012784364180963369,0.011205989284237026
saits,profile,all,5,9.142584964693171,0.9164522820739038,0.8033058435340078,19.400009853078828,1.2174544046639835,1.0671458368673998,0.6026912972677021,0.02465612726378081,0.021612048436490314,0.777231510958684,0.015762579473030492,0.013816510087356085
stgnn,profile,all,5,6.744324005453838,0.9881489093171668,0.8661507081851804,15.74238426407592,1.3956753868020932,1.2233634154498148,0.7384635421918697,0.027692361830480603,0.02427342537610625,0.8662535719909223,0.012518365158247025,0.010972830860714062
unet,profile,all,5,6.296960338868274,0.6370613369772345,0.5584088824846547,15.235650715749452,1.1047236368120918,0.9683329621189496,0.7548982806605715,0.020631391271331262,0.018084211794412264,0.8700306909671642,0.012033956010923158,0.010548227522037221
xgb,profile,all,5,7.0510983744178475,0.6981200463655635,0.6119292010104523,16.731655226919546,0.9703095286860263,0.8505138016202328,0.7043704387741454,0.017784773175004744,0.015589041019220344,0.8463472351139995,0.010465906658335595,0.009173771663808774
ae,single,GR,5,16.563739122894894,0.5883017031613271,0.5156691790226711,22.668549221260683,0.46427892757604977,0.40695842309165353,0.5935809667330473,0.026553408575843658,0.02327508883108562,0.7784441253595248,0.015768597240712338,0.013821784893298971
brits,single,GR,5,1.5818864499222642,0.17488576555218618,0.1532941323481375,2.9099630599979642,0.7438130017153619,0.651980842278417,0.9931027771023876,0.0031383346620446413,0.0027508716190664537,0.9968234017512183,0.0014001982233485168,0.0012273278564776328
gnn,single,GR,5,22.554785291241988,0.977812957013008,0.8570908465351769,28.906250853806103,1.3776926704095933,1.207600869550513,0.3403250967732495,0.03963613311814894,0.0347426025028254,0.6455491212799169,0.024318304634504052,0.0213159338460373
locf,single,GR,5,2.585846433265404,0.30946915654371077,0.27126167582073435,4.9343336985658315,1.0219562018720376,0.8957841066660425,0.9803797366036056,0.006833843795275454,0.005990128195349619,0.9901652574751644,0.0034493386470558565,0.003023478631355747
mean,single,GR,5,29.752236469485048,0.689625283544604,0.6044832130992542,36.06390279243343,1.1025288473880503,0.9664091443663554,-0.026475513273538233,0.0020974843488973894,0.0018385260936635676,-0.3391487476210484,0.01256902253698941,0.011017234010946593
mice,single,GR,5,19.705020109920063,1.1246927381511713,0.985836651192105,27.967987705305255,1.9663098303118114,1.7235465585980885,0.38193345944023604,0.0648341304322789,0.05682962098019606,0.6187969273102539,0.051903224742096334,0.04549518239971234
rf,single,GR,5,25.071629243914067,0.4015520921582174,0.35197592763262947,34.10469614875784,0.9367842398385153,0.8211275902875196,0.08145817974300425,0.03196415437959515,0.028017816638140368,0.4554969965296662,0.020044810064432535,0.01757005069685609
saits,single,GR,5,1.9177583920583146,0.11970190760061504,0.10492334815309859,3.825821094052575,1.5241164361766524,1.3359469591109598,0.9873556035006784,0.009049037346091861,0.00793183095362391,0.9939303074684999,0.004604484432885972,0.004036008555762859
stgnn,single,GR,5,17.15527535587369,1.7363398934056473,1.5219690212103083,22.80540507651471,1.8211558316443857,1.5963134689733876,0.5875545211479244,0.06112229606432963,0.053576054704757896,0.7936077656270685,0.026964755626564342,0.023635650418445776
unet,single,GR,5,12.045056365119823,0.9125102686523343,0.7998505164223002,16.712676285310536,1.3716826655231396,1.202332867997796,0.7790871517393997,0.028696662144975793,0.025153733415136232,0.8939077795273314,0.017945874305213213,0.01573025238595243
xgb,single,GR,5,22.41123115858187,0.7809122111838733,0.6844997331573903,30.499114581046445,1.3802324230977165,1.209827060935932,0.26528995083642626,0.04705964059249693,0.04124959370172039,0.5469426068649802,0.03652611001970788,0.032016547063419575
ae,single,NPHI,5,0.05311838085872654,0.0025536914422255906,0.002238409242083352,0.06903694365091961,0.003449126221274124,0.0030232924319484014,0.5459818732485517,0.03599303869705839,0.031549289447413975,0.7556193268834772,0.021974306574659378,0.0192613289576687
brits,single,NPHI,5,0.004268587073922342,0.0002720920283120419,0.00023849917840507702,0.0075600180268388635,0.0009212117618489201,0.0008074777114972808,0.9945289572711044,0.0011461544048711524,0.0010046486315050634,0.9972982411116298,0.0005518194432881626,0.0004836910683073813
gnn,single,NPHI,5,0.057137646713165256,0.004629512354930068,0.004057946496693116,0.07392754915013736,0.006017901264778166,0.005274923033490969,0.47783205620969244,0.07466535443634037,0.06544706876883885,0.7055078908389484,0.04599836249922991,0.040319342437566436
locf,single,NPHI,5,0.009007643751713375,0.0005463975913986724,0.00047893860558695774,0.014515455237541058,0.002028253609052284,0.0017778426746164744,0.9796850511975259,0.005480986495461775,0.004804296487943461,0.9898308968130349,0.002759830195263493,0.0024190978258025494
mean,single,NPHI,5,0.08851291156386162,0.002006859690248968,0.0017590900779707386,0.10487112991174648,0.0020803820908697553,0.0018235353035483035,-0.04677421894179248,0.0029225327034155062,0.002561712862190895,-0.2885530485107175,0.024941167146873427,0.021861896910008637
mice,single,NPHI,5,0.044958201768990035,0.0019153888850914267,0.0016789123821614896,0.05778086466939345,0.0025649429521277887,0.0022482716253517557,0.6820050313907116,0.022212431446856296,0.019470054611004074,0.8267990769853606,0.014099422148373425,0.012358688415953807
rf,single,NPHI,5,0.049247416277140854,0.0010917997460549533,0.0009570046723983863,0.06490619632361574,0.0007762889533021807,0.0006804472689482076,0.5987410933643216,0.014413421343766615,0.012633920845899337,0.7829561424131134,0.007382252553510473,0.006470829666394562
saits,single,NPHI,5,0.004835183790433617,0.00014203152973756405,0.0001244961249330586,0.0068245206069076315,0.00021301798385461567,0.0001867184953929183,0.9955663921694036,0.00017485265420745785,0.000153265108974823,0.9981003673815652,8.786175210461834e-05,7.701422132863942e-05
stgnn,single,NPHI,5,0.050417282973934566,0.004304562795301312,0.0037731156492944165,0.06829393819308652,0.00889857849255398,0.007799947953687574,0.5514953830411466,0.11381645269687345,0.09976451947373452,0.7589242562400053,0.0622618616589471,0.05457492798943667
unet,single,NPHI,5,0.03346670151885559,0.0008930260978171647,0.0007827718876770182,0.046111412469346365,0.002345152052685941,0.0020556164076925413,0.7973063817058612,0.018715818920742897,0.01640513859765228,0.9048394492009979,0.007434936000452315,0.006517008743705739
xgb,single,NPHI,5,0.04508024257207911,0.0009957670792308858,0.0008728283285353383,0.05948317885504132,0.0008121572785248648,0.0007118872422155085,0.6630136326532492,0.011823125289558815,0.010363426246748554,0.8169295933735092,0.006893317003049761,0.006042258760435561
ae,single,RHOB,5,0.0750477276885462,0.0026213989542126018,0.0022977574930443645,0.10289696235871601,0.005966061147625423,0.005229483167332255,0.5219582981100067,0.03399555259296633,0.02979841567997244,0.7386869446191032,0.01752240291011728,0.01535906334217565
brits,single,RHOB,5,0.0058490138852152086,0.0006929218344996337,0.0006073727674137355,0.011006661600259978,0.002307196892487356,0.002022347242918576,0.9944868287095818,0.0017649236126272823,0.0015470237557882107,0.997389675902619,0.0009003167794945095,0.0007891624519314975
gnn,single,RHOB,5,0.07489652703702025,0.005268243414584097,0.004617818955634054,0.10094962586344783,0.008820772248895565,0.007731747774129077,0.5412316227553805,0.033980714342198536,0.029785409379717923,0.7381501128313525,0.02282664758858817,0.020008438796953798
locf,single,RHOB,5,0.012303919124850153,0.0013074758832131437,0.0011460531418920168,0.02338329100909559,0.005294672438847556,0.00464098501680823,0.9750194067720489,0.008848259245902245,0.007755841189300351,0.9875061055522039,0.004490778892741464,0.003936341255427731
mean,single,RHOB,5,0.12141819735789394,0.005431194365067709,0.004760651761327641,0.1553854624492769,0.007695336010291152,0.00674525941605551,-0.08885524389219576,0.011438668970242321,0.010026435424715105,-0.3727347263659734,0.026359440803063582,0.02310506858193647
mice,single,RHOB,5,0.07417192615472576,0.001984194207385217,0.0017392229062836667,0.09908909675156727,0.004776790121760834,0.0041870411511906345,0.5568042635893289,0.02125607061034172,0.018631767377149736,0.7475620293541899,0.014820226446551961,0.012990501240360691
rf,single,RHOB,5,0.07839633722410488,0.0032242690755035497,0.002826196453585925,0.10995108083475888,0.004915492098257861,0.004308618794030519,0.45272532589565817,0.052596637802103094,0.046102985745267555,0.7129092535032355,0.01996979911286157,0.017504300698842398
saits,single,RHOB,5,0.008304069138312794,0.0006246050079775508,0.0005474904287144439,0.017011836229975843,0.003566928965663969,0.003126551090149958,0.986726189063593,0.00458190886051078,0.004016220194093796,0.9935943867942114,0.002502077522470284,0.0021931676466853825
stgnn,single,RHOB,5,0.06541796061172012,0.003767211585799185,0.0033021065470569292,0.08839938725842113,0.0065688851422784945,0.0057578816960930515,0.647321682699897,0.0322102015318069,0.028233486476082523,0.8093692223145423,0.020164650551866944,0.017675095515589226
unet,single,RHOB,5,0.055624727076068095,0.005953296129300175,0.0052182941354382145,0.07589538743516709,0.01039524048833318,0.00911183003475347,0.7332865250400757,0.08331519888805405,0.07302899172286066,0.8893681235064805,0.02622131707112962,0.022983997792803634
xgb,single,RHOB,5,0.07146779225665569,0.0029318144964051466,0.0025698487124614384,0.10087773551028027,0.0063229801139612265,0.005542336435237094,0.5405202763281075,0.0366970704188957,0.032166400460445006,0.7500935425846552,0.018518540937817126,0.016232216821380145
ae,single,all,5,5.375840971596444,0.5109248276759127,0.447845357261677,12.856315474952538,0.7319974081973726,0.6416240179205308,0.8348904885661869,0.007217836007083789,0.006326712209215722,0.9146892928906499,0.0048556610466046965,0.004256174564955103
brits,single,all,5,0.5156049108051326,0.09425438475403566,0.08261761090307787,1.6657807659499846,0.5101005434867081,0.4471228403135798,0.9971368867747656,0.0014603731788720394,0.0012800735305863332,0.9986410033448827,0.000675902384790702,0.000592454561990122
gnn,single,all,5,7.33589722338849,1.015812580313388,0.8903989849362384,16.415311967802328,1.4969109499501152,1.3121002990180792,0.7306489154205289,0.0320733555651601,0.02811353569760591,0.8626914989283969,0.01811833716117587,0.015881422744406723
locf,single,all,5,0.8440043313431552,0.15593322867770934,0.13668150131555606,2.811714913253692,0.6772553288189,0.5936404697183089,0.9919378994120963,0.0030411334167147514,0.0026656709709807886,0.9959680717076134,0.0015271017262723093,0.0013385636812528467
mean,single,all,5,9.694660718665524,1.3586232213625375,1.1908857604803402,20.48640697773515,1.8076822500763898,1.5845033540131082,0.5814342030062252,0.03495009968042116,0.030635113092679633,0.762662847745468,0.022881839269282014,0.02005681643808477
mice,single,all,5,6.4144005203748815,0.973884861267884,0.8536477188047527,15.888447016516206,1.7486412810797767,1.5327516629206253,0.7469972277652039,0.04259363226473319,0.03733496480380812,0.8642965331174046,0.02493847426130145,0.021859536491732365
rf,single,all,5,8.140369271017148,1.0258720374047936,0.8992164878465034,19.35847143161717,1.4591274341803049,1.2789815872195085,0.6259868343103541,0.025194629416864445,0.022084066385257714,0.8095959167293991,0.019113513282368422,0.016753733075382603
saits,single,all,5,0.6256192263008996,0.10099566841909947,0.08852660656710898,2.2037315982316175,0.9883869371446472,0.8663593487750713,0.9946046274164386,0.004213550486341331,0.0036933398431219138,0.9973156973523423,0.002108118790639363,0.001847847592841591
stgnn,single,all,5,5.567151444099616,0.7729851984182063,0.6775514001115946,12.937128604900412,1.279294372239481,1.1213509583876764,0.8321029584432023,0.026770767571852254,0.02346561239139938,0.9179378531497612,0.012633665541917383,0.011073896103035802
unet,single,all,5,3.915238151541385,0.5187240153763851,0.4546816466977513,9.491502146998174,1.0702671171634226,0.9381304909995767,0.9096751559251761,0.015655623036969553,0.013722758637584043,0.955845382165428,0.008765930754960355,0.007683677085225783
xgb,single,all,5,7.280337815407786,0.9807066686955821,0.859627296658749,17.316429207125516,1.5251108939269995,1.3368186397621267,0.7001706858075193,0.0346106253449029,0.030337550717872152,0.8425827057773635,0.021843310311148598,0.019146505670065334
